1 input_test.asc  Three-stage rocket ascent ' SLV2 ' Oct 14 2018 11:06:30
  0  0 90
time            vmach           pdynmc          psibdx          thtbdx          
0.0966802       180             2.17522         174.733         0.200907        
-0.0143921      -4.7938         -0.087755       -120.49         34.68           
96.082          8.8207          382.993         4.41958         -89.809         
0.0148433       -2.40415e-05    0.000632953     8.01475e-06     48984           
10.53           0               0               31175           0.4             
8               17              14              -1.45976        -1.45976        
0.0498324       0               0               0.0498324       0               
0               0.0003691       0.0003691       174.479         0.0197426       
-0              84.736          -83.0148        0.000317146     0.000109435     
-0.000327037    4.91793         7.20914         2.31284         0               
0               0               0               0               1               
0               0               0               0               0               
0               0               0               0               0               
3               5.84359         0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
1.5             0.0402086       113.446         -82.8946        82.8194         
0.0888286       174.71          1.56156         172.83          0.195653        
-0.0104804      -2.9751         -0.0901188      -120.49         34.68           
90.4474         13.7177         383.143         10.3872         -89.8159        
0.0332358       -4.20863e-05    0.00154382      1.79459e-05     48984           
10.53           0               0               31175           0.4             
10              28              18              -1.45976        -1.45976        
0.0776734       0               0               0.0776734       0               
0               0.000898553     0.000898553     172.647         0.0733454       
-0              82.814          -82.978         0.000322507     0.000114435     
-0.000330291    4.8873          7.19992         2.31656         0               
0               0               0               0               1               
0               0               0               0               0               
0               0               0               0               0               
3               5.84359         0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
2               0.0546045       209.422         -82.852         81.6658         
0.126751        172.813         1.37684         171.703         0.199254        
-0.00395408     -1.80996        0.162456        -120.49         34.68           
82.3646         18.6132         383.36          18.6741         -89.8159        
0.0591704       -6.87469e-05    0.00286028      3.19494e-05     48984           
10.53           0               0               31175           0.4             
12              34              20              -1.45976        -1.45976        
0.105533        0               0               0.105533        0               
0               0.00166208      0.00166208      171.553         0.104662        
0               81.6605         -82.9207        0.000325862     0.000117603     
-0.000332425    4.85458         7.19147         2.32069         0               
0               0               0               0               1               
0               0               0               0               0               
0               0               0               0               0               
3               5.84359         0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
2.5             0.0689893       334.712         -83.0609        80.9619         
-0.0816612      171.824         1.06022         171.032         0.165626        
0.00388152      -1.05911        0.157528        -120.49         34.68           
71.8347         23.5065         383.647         28.7037         -89.8083        
0.0936375       -8.49113e-05    0.00458822      5.05602e-05     48984           
10.53           0               0               31175           0.4             
14              38              24              -1.45976        -1.45976        
0.133416        0               0               0.133416        0               
0               0.00266177      0.00266177      170.902         0.0872678       
-0.14008        80.9566         -83.1223        0.000328043     0.000119805     
-0.000333927    4.81976         7.18382         2.32521         0               
0               0               0               0               1               
0               0               0               0               0               
0               0               0               0               0               
3               5.84359         0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
3               0.08336         489.43          -83.0009        80.5412         
-0.0203744      171.273         1.06507         170.653         0.173307        
0.00388073      -0.440359       -0.105682       -120.49         34.68           
58.8588         28.3969         384.004         39.4054         -89.7912        
0.138905        -0.00012517     0.00673276      7.50029e-05     48984           
10.53           0               0               31175           0.4             
14              40              26              -1.45976        -1.45976        
0.16133         0               0               0.16133         0               
0               0.00389994      0.00389994      170.535         0.105512        
-0.0527547      80.5359         -83.0585        0.000329394     0.000121326     
-0.000335018    4.78287         7.177           2.33009         0               
0               0               0               0               1               
0               0               0               0               0               
0               0               0               0               0               
3               5.84359         0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
3.5             0.0977138       673.721         -82.8396        80.381          
0.142379        171.059         1.20877         170.541         0.198973        
0.00910203      -0.183243       -0.115375       -120.49         34.68           
43.4387         33.2839         384.435         49.5594         -89.7627        
0.198871        -0.00019623     0.00929999      0.000107382     48984           
10.53           0               0               31175           0.4             
16              42              30              -1.45976        -1.45976        
0.18928         0               0               0.18928         0               
0               0.00537914      0.00537914      170.433         0.138623        
0               80.3757         -82.8958        0.000329988     0.000122269     
-0.000335732    4.7439          7.17102         2.33535         0               
0               0               0               0               1               
0               0               0               0               0               
0               0               0               0               0               
3               5.84359         0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
4               0.112048        887.754         -82.9659        80.2914         
0.0223504       170.956         1.07472         170.508         0.177487        
0.00910326      -0.218014       0.127831        -120.49         34.68           
25.5761         38.1669         384.939         58.3487         -89.7223        
0.2791          -0.000230704    0.0122979       0.000150702     48984           
10.53           0               0               31175           0.4             
16              47              32              -1.45976        -1.45976        
0.217273        0               0               0.217273        0               
0               0.00710212      0.00710212      170.406         0.122764        
-0              80.2861         -83.0213        0.000330434     0.000123126     
-0.000336365    4.70287         7.16588         2.34097         0               
0               0               0               0               1               
0               0               0               0               0               
0               0               0               0               0               
3               5.84359         0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
4.5             0.126359        1131.73         -83.0366        80.2284         
-0.0427386      170.905         0.998751        170.509         0.164895        
0.00910396      0.037015        -0.145779       -120.49         34.68           
5.27322         43.0452         385.52          65.5423         -89.6706        
0.386667        -0.000274268    0.0157324       0.000208784     48984           
10.53           0               0               31175           0.4             
16              52              34              -1.45976        -1.45976        
0.245315        0               0               0.245315        0               
0               0.00907186      0.00907186      170.412         0.114523        
-0.0878176      80.2231         -83.0913        0.000330795     0.000123916     
-0.000336957    4.65978         7.16158         2.34695         0               
0               0               0               0               1               
0               0               0               0               0               
0               0               0               0               0               
3               5.84359         0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
4.625           0.129932        1197.43         -83.0022        80.2111         
-0.00769847     170.893         1.03282         170.509         0.170516        
0.00910361      -0.0453202      0.10564         -120.49         34.68           
-0.183488       44.264          385.677         67.09           -89.6559        
0.418785        -0.000300346    0.0166599       0.000226126     48984           
10.53           0               0               31175           0.4             
16              54              36              -1.45976        -1.45976        
0.252334        0               0               0.252334        0               
0               0.00960323      0.00960323      170.413         0.121073        
-0.0189972      80.2058         -83.0567        0.00033088      0.000124104     
-0.000337104    4.64869         7.16063         2.3485          0               
0               0               0               0               1               
0               0               0               0               0               
0               0               0               0               0               
3               5.84359         0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
4.625           0.129932        1197.43         -83.0022        80.2111         
-0.00769847     170.893         1.03282         170.509         0.170516        
0.00910361      -0.0453202      0.10564         -120.49         34.68           
-0.183488       44.264          385.677         67.09           -89.6559        
0.418785        -0.000300346    0.0166599       0.000226126     48984           
10.53           0               0               31175           0.4             
16              54              36              -1.45976        -1.45976        
0.252334        0               0               0.252334        0               
0               0.00960323      0.00960323      170.413         0.121073        
-0.0189972      80.2058         -83.0567        0.00033088      0.000124104     
-0.000337104    4.64869         7.16063         2.3485          0               
0               0               0               0               1               
0               0               0               0               0               
0               0               0               0               0               
3               5.84359         0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
4.625           0.129932        1197.43         -83.0022        80.2111         
-0.00769847     170.893         1.03282         170.509         0.170516        
0.00910361      -0.0453202      0.10564         -120.49         34.68           
-0.183488       44.264          385.677         67.09           -89.6559        
0.418785        -0.000300346    0.0166599       0.000226126     48984           
10.53           0               0               31175           0.4             
16              54              36              -1.45976        -1.45976        
0.252334        0               0               0.252334        0               
0               0.00960323      0.00960323      170.413         0.121073        
-0.0189972      80.2058         -83.0567        0.00033088      0.000124104     
-0.000337104    4.64869         7.16063         2.3485          0               
0               0               0               0               1               
0               0               0               0               0               
0               0               0               0               0               
3               5.84359         0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
4.625           0.129932        1197.43         -83.0022        80.2111         
-0.00769847     170.893         1.03282         170.509         0.170516        
0.00910361      -0.0453202      0.10564         -120.49         34.68           
-0.183488       44.264          385.677         67.09           -89.6559        
0.418785        -0.000300346    0.0166599       0.000226126     48984           
10.53           0               0               31175           0.4             
16              54              36              -1.45976        -1.45976        
0.252334        0               0               0.252334        0               
0               0.00960323      0.00960323      170.413         0.121073        
-0.0189972      80.2058         -83.0567        0.00033088      0.000124104     
-0.000337104    4.64869         7.16063         2.3485          0               
0               0               0               0               1               
0               0               0               0               0               
0               0               0               0               0               
3               5.84359         0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
4.625           0.129932        1197.43         -83.0022        80.2111         
-0.00769847     170.893         1.03282         170.509         0.170516        
0.00910361      -0.0453202      0.10564         -120.49         34.68           
-0.183488       44.264          385.677         67.09           -89.6559        
0.418785        -0.000300346    0.0166599       0.000226126     48984           
10.53           0               0               31175           0.4             
16              54              36              -1.45976        -1.45976        
0.252334        0               0               0.252334        0               
0               0.00960323      0.00960323      170.413         0.121073        
-0.0189972      80.2058         -83.0567        0.00033088      0.000124104     
-0.000337104    4.64869         7.16063         2.3485          0               
0               0               0               0               1               
0               0               0               0               0               
0               0               0               0               0               
3               5.84359         0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
4.625           0.129932        1197.43         -83.0022        80.2111         
-0.00769847     170.893         1.03282         170.509         0.170516        
0.00910361      -0.0453202      0.10564         -120.49         34.68           
-0.183488       44.264          385.677         67.09           -89.6559        
0.418785        -0.000300346    0.0166599       0.000226126     48984           
10.53           0               0               31175           0.4             
16              54              36              -1.45976        -1.45976        
0.252334        0               0               0.252334        0               
0               0.00960323      0.00960323      170.413         0.121073        
-0.0189972      80.2058         -83.0567        0.00033088      0.000124104     
-0.000337104    4.64869         7.16063         2.3485          0               
0               0               0               0               1               
0               0               0               0               0               
0               0               0               0               0               
3               5.84359         0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
4.625           0.129932        1197.43         -83.0022        80.2111         
-0.00769847     170.893         1.03282         170.509         0.170516        
0.00910361      -0.0453202      0.10564         -120.49         34.68           
-0.183488       44.264          385.677         67.09           -89.6559        
0.418785        -0.000300346    0.0166599       0.000226126     48984           
10.53           0               0               31175           0.4             
16              54              36              -1.45976        -1.45976        
0.252334        0               0               0.252334        0               
0               0.00960323      0.00960323      170.413         0.121073        
-0.0189972      80.2058         -83.0567        0.00033088      0.000124104     
-0.000337104    4.64869         7.16063         2.3485          0               
0               0               0               0               1               
0               0               0               0               0               
0               0               0               0               0               
3               5.84359         0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
4.625           0.129932        1197.43         -83.0022        80.2111         
-0.00769847     170.893         1.03282         170.509         0.170516        
0.00910361      -0.0453202      0.10564         -120.49         34.68           
-0.183488       44.264          385.677         67.09           -89.6559        
0.418785        -0.000300346    0.0166599       0.000226126     48984           
10.53           0               0               31175           0.4             
16              54              36              -1.45976        -1.45976        
0.252334        0               0               0.252334        0               
0               0.00960323      0.00960323      170.413         0.121073        
-0.0189972      80.2058         -83.0567        0.00033088      0.000124104     
-0.000337104    4.64869         7.16063         2.3485          0               
0               0               0               0               1               
0               0               0               0               0               
0               0               0               0               0               
3               5.84359         0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
4.625           0.129932        1197.43         -83.0022        80.2111         
-0.00769847     170.893         1.03282         170.509         0.170516        
0.00910361      -0.0453202      0.10564         -120.49         34.68           
-0.183488       44.264          385.677         67.09           -89.6559        
0.418785        -0.000300346    0.0166599       0.000226126     48984           
10.53           0               0               31175           0.4             
16              54              36              -1.45976        -1.45976        
0.252334        0               0               0.252334        0               
0               0.00960323      0.00960323      170.413         0.121073        
-0.0189972      80.2058         -83.0567        0.00033088      0.000124104     
-0.000337104    4.64869         7.16063         2.3485          0               
0               0               0               0               1               
0               0               0               0               0               
0               0               0               0               0               
3               5.84359         0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
4.625           0.129932        1197.43         -83.0022        80.2111         
-0.00769847     170.893         1.03282         170.509         0.170516        
0.00910361      -0.0453202      0.10564         -120.49         34.68           
-0.183488       44.264          385.677         67.09           -89.6559        
0.418785        -0.000300346    0.0166599       0.000226126     48984           
10.53           0               0               31175           0.4             
16              54              36              -1.45976        -1.45976        
0.252334        0               0               0.252334        0               
0               0.00960323      0.00960323      170.413         0.121073        
-0.0189972      80.2058         -83.0567        0.00033088      0.000124104     
-0.000337104    4.64869         7.16063         2.3485          0               
0               0               0               0               1               
0               0               0               0               0               
0               0               0               0               0               
3               5.84359         0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
4.625           0.129932        1197.43         -83.0022        80.2111         
-0.00769847     170.893         1.03282         170.509         0.170516        
0.00910361      -0.0453202      0.10564         -120.49         34.68           
-0.183488       44.264          385.677         67.09           -89.6559        
0.418785        -0.000300346    0.0166599       0.000226126     48984           
10.53           0               0               31175           0.4             
16              54              36              -1.45976        -1.45976        
0.252334        0               0               0.252334        0               
0               0.00960323      0.00960323      170.413         0.121073        
-0.0189972      80.2058         -83.0567        0.00033088      0.000124104     
-0.000337104    4.64869         7.16063         2.3485          0               
0               0               0               0               1               
0               0               0               0               0               
0               0               0               0               0               
3               5.84359         0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
4.625           0.129932        1197.43         -83.0022        80.2111         
-0.00769847     170.893         1.03282         170.509         0.170516        
0.00910361      -0.0453202      0.10564         -120.49         34.68           
-0.183488       44.264          385.677         67.09           -89.6559        
0.418785        -0.000300346    0.0166599       0.000226126     48984           
10.53           0               0               31175           0.4             
16              54              36              -1.45976        -1.45976        
0.252334        0               0               0.252334        0               
0               0.00960323      0.00960323      170.413         0.121073        
-0.0189972      80.2058         -83.0567        0.00033088      0.000124104     
-0.000337104    4.64869         7.16063         2.3485          0               
0               0               0               0               1               
0               0               0               0               0               
0               0               0               0               0               
3               5.84359         0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
4.625           0.129932        1197.43         -83.0022        80.2111         
-0.00769847     170.893         1.03282         170.509         0.170516        
0.00910361      -0.0453202      0.10564         -120.49         34.68           
-0.183488       44.264          385.677         67.09           -89.6559        
0.418785        -0.000300346    0.0166599       0.000226126     48984           
10.53           0               0               31175           0.4             
16              54              36              -1.45976        -1.45976        
0.252334        0               0               0.252334        0               
0               0.00960323      0.00960323      170.413         0.121073        
-0.0189972      80.2058         -83.0567        0.00033088      0.000124104     
-0.000337104    4.64869         7.16063         2.3485          0               
0               0               0               0               1               
0               0               0               0               0               
0               0               0               0               0               
3               5.84359         0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
4.625           0.129932        1197.43         -83.0022        80.2111         
-0.00769847     170.893         1.03282         170.509         0.170516        
0.00910361      -0.0453202      0.10564         -120.49         34.68           
-0.183488       44.264          385.677         67.09           -89.6559        
0.418785        -0.000300346    0.0166599       0.000226126     48984           
10.53           0               0               31175           0.4             
16              54              36              -1.45976        -1.45976        
0.252334        0               0               0.252334        0               
0               0.00960323      0.00960323      170.413         0.121073        
-0.0189972      80.2058         -83.0567        0.00033088      0.000124104     
-0.000337104    4.64869         7.16063         2.3485          0               
0               0               0               0               1               
0               0               0               0               0               
0               0               0               0               0               
3               5.84359         0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
4.625           0.129932        1197.43         -83.0022        80.2111         
-0.00769847     170.893         1.03282         170.509         0.170516        
0.00910361      -0.0453202      0.10564         -120.49         34.68           
-0.183488       44.264          385.677         67.09           -89.6559        
0.418785        -0.000300346    0.0166599       0.000226126     48984           
10.53           0               0               31175           0.4             
16              54              36              -1.45976        -1.45976        
0.252334        0               0               0.252334        0               
0               0.00960323      0.00960323      170.413         0.121073        
-0.0189972      80.2058         -83.0567        0.00033088      0.000124104     
-0.000337104    4.64869         7.16063         2.3485          0               
0               0               0               0               1               
0               0               0               0               0               
0               0               0               0               0               
3               5.84359         0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
4.625           0.129932        1197.43         -83.0022        80.2111         
-0.00769847     170.893         1.03282         170.509         0.170516        
0.00910361      -0.0453202      0.10564         -120.49         34.68           
-0.183488       44.264          385.677         67.09           -89.6559        
0.418785        -0.000300346    0.0166599       0.000226126     48984           
10.53           0               0               31175           0.4             
16              54              36              -1.45976        -1.45976        
0.252334        0               0               0.252334        0               
0               0.00960323      0.00960323      170.413         0.121073        
-0.0189972      80.2058         -83.0567        0.00033088      0.000124104     
-0.000337104    4.64869         7.16063         2.3485          0               
0               0               0               0               1               
0               0               0               0               0               
0               0               0               0               0               
3               5.84359         0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
4.625           0.129932        1197.43         -83.0022        80.2111         
-0.00769847     170.893         1.03282         170.509         0.170516        
0.00910361      -0.0453202      0.10564         -120.49         34.68           
-0.183488       44.264          385.677         67.09           -89.6559        
0.418785        -0.000300346    0.0166599       0.000226126     48984           
10.53           0               0               31175           0.4             
16              54              36              -1.45976        -1.45976        
0.252334        0               0               0.252334        0               
0               0.00960323      0.00960323      170.413         0.121073        
-0.0189972      80.2058         -83.0567        0.00033088      0.000124104     
-0.000337104    4.64869         7.16063         2.3485          0               
0               0               0               0               1               
0               0               0               0               0               
0               0               0               0               0               
3               5.84359         0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
4.625           0.129932        1197.43         -83.0022        80.2111         
-0.00769847     170.893         1.03282         170.509         0.170516        
0.00910361      -0.0453202      0.10564         -120.49         34.68           
-0.183488       44.264          385.677         67.09           -89.6559        
0.418785        -0.000300346    0.0166599       0.000226126     48984           
10.53           0               0               31175           0.4             
16              54              36              -1.45976        -1.45976        
0.252334        0               0               0.252334        0               
0               0.00960323      0.00960323      170.413         0.121073        
-0.0189972      80.2058         -83.0567        0.00033088      0.000124104     
-0.000337104    4.64869         7.16063         2.3485          0               
0               0               0               0               1               
0               0               0               0               0               
0               0               0               0               0               
3               5.84359         0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
4.625           0.129932        1197.43         -83.0022        80.2111         
-0.00769847     170.893         1.03282         170.509         0.170516        
0.00910361      -0.0453202      0.10564         -120.49         34.68           
-0.183488       44.264          385.677         67.09           -89.6559        
0.418785        -0.000300346    0.0166599       0.000226126     48984           
10.53           0               0               31175           0.4             
16              54              36              -1.45976        -1.45976        
0.252334        0               0               0.252334        0               
0               0.00960323      0.00960323      170.413         0.121073        
-0.0189972      80.2058         -83.0567        0.00033088      0.000124104     
-0.000337104    4.64869         7.16063         2.3485          0               
0               0               0               0               1               
0               0               0               0               0               
0               0               0               0               0               
3               5.84359         0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
4.625           0.129932        1197.43         -83.0022        80.2111         
-0.00769847     170.893         1.03282         170.509         0.170516        
0.00910361      -0.0453202      0.10564         -120.49         34.68           
-0.183488       44.264          385.677         67.09           -89.6559        
0.418785        -0.000300346    0.0166599       0.000226126     48984           
10.53           0               0               31175           0.4             
16              54              36              -1.45976        -1.45976        
0.252334        0               0               0.252334        0               
0               0.00960323      0.00960323      170.413         0.121073        
-0.0189972      80.2058         -83.0567        0.00033088      0.000124104     
-0.000337104    4.64869         7.16063         2.3485          0               
0               0               0               0               1               
0               0               0               0               0               
0               0               0               0               0               
3               5.84359         0               0               0               
0               0               0               0               0               
