1 input_test.asc  Three-stage rocket ascent  ' SLV2  ' Oct 14 2018 11:06:30
  0  0 90
time            vmach           pdynmc          psibdx          thtbdx          
0.418785        -0.000300346    0.0166599       0.000226126     48984           
10.53           0               0               31175           0.4             
16              54              36              -1.45976        -1.45976        
0.252334        0               0               0.252334        0               
0               0.00960323      0.00960323      170.413         0.121073        
-0.0189972      80.2058         -83.0567        0.00033088      0.000124104     
-0.000337104    4.64869         7.16063         2.3485          0               
0               0               0               0               1               
0               0               0               0               0               
0               0               0               0               0               
3               5.84359         0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
4.625           0.129932        1197.43         -83.0022        80.2111         
-0.00769847     170.893         1.03282         170.509         0.170516        
0.00910361      -0.0453202      0.10564         -120.49         34.68           
-0.183488       44.264          385.677         67.09           -89.6559        
0.418785        -0.000300346    0.0166599       0.000226126     48984           
10.53           0               0               31175           0.4             
16              54              36              -1.45976        -1.45976        
0.252334        0               0               0.252334        0               
0               0.00960323      0.00960323      170.413         0.121073        
-0.0189972      80.2058         -83.0567        0.00033088      0.000124104     
-0.000337104    4.64869         7.16063         2.3485          0               
0               0               0               0               1               
0               0               0               0               0               
0               0               0               0               0               
3               5.84359         0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
4.625           0.129932        1197.43         -83.0022        80.2111         
-0.00769847     170.893         1.03282         170.509         0.170516        
0.00910361      -0.0453202      0.10564         -120.49         34.68           
-0.183488       44.264          385.677         67.09           -89.6559        
0.418785        -0.000300346    0.0166599       0.000226126     48984           
10.53           0               0               31175           0.4             
16              54              36              -1.45976        -1.45976        
0.252334        0               0               0.252334        0               
0               0.00960323      0.00960323      170.413         0.121073        
-0.0189972      80.2058         -83.0567        0.00033088      0.000124104     
-0.000337104    4.64869         7.16063         2.3485          0               
0               0               0               0               1               
0               0               0               0               0               
0               0               0               0               0               
3               5.84359         0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
4.625           0.129932        1197.43         -83.0022        80.2111         
-0.00769847     170.893         1.03282         170.509         0.170516        
0.00910361      -0.0453202      0.10564         -120.49         34.68           
-0.183488       44.264          385.677         67.09           -89.6559        
0.418785        -0.000300346    0.0166599       0.000226126     48984           
10.53           0               0               31175           0.4             
16              54              36              -1.45976        -1.45976        
0.252334        0               0               0.252334        0               
0               0.00960323      0.00960323      170.413         0.121073        
-0.0189972      80.2058         -83.0567        0.00033088      0.000124104     
-0.000337104    4.64869         7.16063         2.3485          0               
0               0               0               0               1               
0               0               0               0               0               
0               0               0               0               0               
3               5.84359         0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
4.625           0.129932        1197.43         -83.0022        80.2111         
-0.00769847     170.893         1.03282         170.509         0.170516        
0.00910361      -0.0453202      0.10564         -120.49         34.68           
-0.183488       44.264          385.677         67.09           -89.6559        
0.418785        -0.000300346    0.0166599       0.000226126     48984           
10.53           0               0               31175           0.4             
16              54              36              -1.45976        -1.45976        
0.252334        0               0               0.252334        0               
0               0.00960323      0.00960323      170.413         0.121073        
-0.0189972      80.2058         -83.0567        0.00033088      0.000124104     
-0.000337104    4.64869         7.16063         2.3485          0               
0               0               0               0               1               
0               0               0               0               0               
0               0               0               0               0               
3               5.84359         0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
4.625           0.129932        1197.43         -83.0022        80.2111         
-0.00769847     170.893         1.03282         170.509         0.170516        
0.00910361      -0.0453202      0.10564         -120.49         34.68           
-0.183488       44.264          385.677         67.09           -89.6559        
0.418785        -0.000300346    0.0166599       0.000226126     48984           
10.53           0               0               31175           0.4             
16              54              36              -1.45976        -1.45976        
0.252334        0               0               0.252334        0               
0               0.00960323      0.00960323      170.413         0.121073        
-0.0189972      80.2058         -83.0567        0.00033088      0.000124104     
-0.000337104    4.64869         7.16063         2.3485          0               
0               0               0               0               1               
0               0               0               0               0               
0               0               0               0               0               
3               5.84359         0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
4.625           0.129932        1197.43         -83.0022        80.2111         
-0.00769847     170.893         1.03282         170.509         0.170516        
0.00910361      -0.0453202      0.10564         -120.49         34.68           
-0.183488       44.264          385.677         67.09           -89.6559        
0.418785        -0.000300346    0.0166599       0.000226126     48984           
10.53           0               0               31175           0.4             
16              54              36              -1.45976        -1.45976        
0.252334        0               0               0.252334        0               
0               0.00960323      0.00960323      170.413         0.121073        
-0.0189972      80.2058         -83.0567        0.00033088      0.000124104     
-0.000337104    4.64869         7.16063         2.3485          0               
0               0               0               0               1               
0               0               0               0               0               
0               0               0               0               0               
3               5.84359         0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
4.625           0.129932        1197.43         -83.0022        80.2111         
-0.00769847     170.893         1.03282         170.509         0.170516        
0.00910361      -0.0453202      0.10564         -120.49         34.68           
-0.183488       44.264          385.677         67.09           -89.6559        
0.418785        -0.000300346    0.0166599       0.000226126     48984           
10.53           0               0               31175           0.4             
16              54              36              -1.45976        -1.45976        
0.252334        0               0               0.252334        0               
0               0.00960323      0.00960323      170.413         0.121073        
-0.0189972      80.2058         -83.0567        0.00033088      0.000124104     
-0.000337104    4.64869         7.16063         2.3485          0               
0               0               0               0               1               
0               0               0               0               0               
0               0               0               0               0               
3               5.84359         0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
4.625           0.129932        1197.43         -83.0022        80.2111         
-0.00769847     170.893         1.03282         170.509         0.170516        
0.00910361      -0.0453202      0.10564         -120.49         34.68           
-0.183488       44.264          385.677         67.09           -89.6559        
0.418785        -0.000300346    0.0166599       0.000226126     48984           
10.53           0               0               31175           0.4             
16              54              36              -1.45976        -1.45976        
0.252334        0               0               0.252334        0               
0               0.00960323      0.00960323      170.413         0.121073        
-0.0189972      80.2058         -83.0567        0.00033088      0.000124104     
-0.000337104    4.64869         7.16063         2.3485          0               
0               0               0               0               1               
0               0               0               0               0               
0               0               0               0               0               
3               5.84359         0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
4.625           0.129932        1197.43         -83.0022        80.2111         
-0.00769847     170.893         1.03282         170.509         0.170516        
0.00910361      -0.0453202      0.10564         -120.49         34.68           
-0.183488       44.264          385.677         67.09           -89.6559        
0.418785        -0.000300346    0.0166599       0.000226126     48984           
10.53           0               0               31175           0.4             
16              54              36              -1.45976        -1.45976        
0.252334        0               0               0.252334        0               
0               0.00960323      0.00960323      170.413         0.121073        
-0.0189972      80.2058         -83.0567        0.00033088      0.000124104     
-0.000337104    4.64869         7.16063         2.3485          0               
0               0               0               0               1               
0               0               0               0               0               
0               0               0               0               0               
3               5.84359         0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
4.625           0.129932        1197.43         -83.0022        80.2111         
-0.00769847     170.893         1.03282         170.509         0.170516        
0.00910361      -0.0453202      0.10564         -120.49         34.68           
-0.183488       44.264          385.677         67.09           -89.6559        
0.418785        -0.000300346    0.0166599       0.000226126     48984           
10.53           0               0               31175           0.4             
16              54              36              -1.45976        -1.45976        
0.252334        0               0               0.252334        0               
0               0.00960323      0.00960323      170.413         0.121073        
-0.0189972      80.2058         -83.0567        0.00033088      0.000124104     
-0.000337104    4.64869         7.16063         2.3485          0               
0               0               0               0               1               
0               0               0               0               0               
0               0               0               0               0               
3               5.84359         0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
4.625           0.129932        1197.43         -83.0022        80.2111         
-0.00769847     170.893         1.03282         170.509         0.170516        
0.00910361      -0.0453202      0.10564         -120.49         34.68           
-0.183488       44.264          385.677         67.09           -89.6559        
0.418785        -0.000300346    0.0166599       0.000226126     48984           
10.53           0               0               31175           0.4             
16              54              36              -1.45976        -1.45976        
0.252334        0               0               0.252334        0               
0               0.00960323      0.00960323      170.413         0.121073        
-0.0189972      80.2058         -83.0567        0.00033088      0.000124104     
-0.000337104    4.64869         7.16063         2.3485          0               
0               0               0               0               1               
0               0               0               0               0               
0               0               0               0               0               
3               5.84359         0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
4.625           0.129932        1197.43         -83.0022        80.2111         
-0.00769847     170.893         1.03282         170.509         0.170516        
0.00910361      -0.0453202      0.10564         -120.49         34.68           
-0.183488       44.264          385.677         67.09           -89.6559        
0.418785        -0.000300346    0.0166599       0.000226126     48984           
10.53           0               0               31175           0.4             
16              54              36              -1.45976        -1.45976        
0.252334        0               0               0.252334        0               
0               0.00960323      0.00960323      170.413         0.121073        
-0.0189972      80.2058         -83.0567        0.00033088      0.000124104     
-0.000337104    4.64869         7.16063         2.3485          0               
0               0               0               0               1               
0               0               0               0               0               
0               0               0               0               0               
3               5.84359         0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
4.625           0.129932        1197.43         -83.0022        80.2111         
-0.00769847     170.893         1.03282         170.509         0.170516        
0.00910361      -0.0453202      0.10564         -120.49         34.68           
-0.183488       44.264          385.677         67.09           -89.6559        
0.418785        -0.000300346    0.0166599       0.000226126     48984           
10.53           0               0               31175           0.4             
16              54              36              -1.45976        -1.45976        
0.252334        0               0               0.252334        0               
0               0.00960323      0.00960323      170.413         0.121073        
-0.0189972      80.2058         -83.0567        0.00033088      0.000124104     
-0.000337104    4.64869         7.16063         2.3485          0               
0               0               0               0               1               
0               0               0               0               0               
0               0               0               0               0               
3               5.84359         0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
4.625           0.129932        1197.43         -83.0022        80.2111         
-0.00769847     170.893         1.03282         170.509         0.170516        
0.00910361      -0.0453202      0.10564         -120.49         34.68           
-0.183488       44.264          385.677         67.09           -89.6559        
0.418785        -0.000300346    0.0166599       0.000226126     48984           
10.53           0               0               31175           0.4             
16              54              36              -1.45976        -1.45976        
0.252334        0               0               0.252334        0               
0               0.00960323      0.00960323      170.413         0.121073        
-0.0189972      80.2058         -83.0567        0.00033088      0.000124104     
-0.000337104    4.64869         7.16063         2.3485          0               
0               0               0               0               1               
0               0               0               0               0               
0               0               0               0               0               
3               5.84359         0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
4.625           0.129932        1197.43         -83.0022        80.2111         
-0.00769847     170.893         1.03282         170.509         0.170516        
0.00910361      -0.0453202      0.10564         -120.49         34.68           
-0.183488       44.264          385.677         67.09           -89.6559        
0.418785        -0.000300346    0.0166599       0.000226126     48984           
10.53           0               0               31175           0.4             
16              54              36              -1.45976        -1.45976        
0.252334        0               0               0.252334        0               
0               0.00960323      0.00960323      170.413         0.121073        
-0.0189972      80.2058         -83.0567        0.00033088      0.000124104     
-0.000337104    4.64869         7.16063         2.3485          0               
0               0               0               0               1               
0               0               0               0               0               
0               0               0               0               0               
3               5.84359         0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
4.625           0.129932        1197.43         -83.0022        80.2111         
-0.00769847     170.893         1.03282         170.509         0.170516        
0.00910361      -0.0453202      0.10564         -120.49         34.68           
-0.183488       44.264          385.677         67.09           -89.6559        
0.418785        -0.000300346    0.0166599       0.000226126     48984           
10.53           0               0               31175           0.4             
16              54              36              -1.45976        -1.45976        
0.252334        0               0               0.252334        0               
0               0.00960323      0.00960323      170.413         0.121073        
-0.0189972      80.2058         -83.0567        0.00033088      0.000124104     
-0.000337104    4.64869         7.16063         2.3485          0               
0               0               0               0               1               
0               0               0               0               0               
0               0               0               0               0               
3               5.84359         0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
4.625           0.129932        1197.43         -83.0022        80.2111         
-0.00769847     170.893         1.03282         170.509         0.170516        
0.00910361      -0.0453202      0.10564         -120.49         34.68           
-0.183488       44.264          385.677         67.09           -89.6559        
0.418785        -0.000300346    0.0166599       0.000226126     48984           
10.53           0               0               31175           0.4             
16              54              36              -1.45976        -1.45976        
0.252334        0               0               0.252334        0               
0               0.00960323      0.00960323      170.413         0.121073        
-0.0189972      80.2058         -83.0567        0.00033088      0.000124104     
-0.000337104    4.64869         7.16063         2.3485          0               
0               0               0               0               1               
0               0               0               0               0               
0               0               0               0               0               
3               5.84359         0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
4.625           0.129932        1197.43         -83.0022        80.2111         
-0.00769847     170.893         1.03282         170.509         0.170516        
0.00910361      -0.0453202      0.10564         -120.49         34.68           
-0.183488       44.264          385.677         67.09           -89.6559        
0.418785        -0.000300346    0.0166599       0.000226126     48984           
10.53           0               0               31175           0.4             
16              54              36              -1.45976        -1.45976        
0.252334        0               0               0.252334        0               
0               0.00960323      0.00960323      170.413         0.121073        
-0.0189972      80.2058         -83.0567        0.00033088      0.000124104     
-0.000337104    4.64869         7.16063         2.3485          0               
0               0               0               0               1               
0               0               0               0               0               
0               0               0               0               0               
3               5.84359         0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
4.625           0.129932        1197.43         -83.0022        80.2111         
-0.00769847     170.893         1.03282         170.509         0.170516        
0.00910361      -0.0453202      0.10564         -120.49         34.68           
-0.183488       44.264          385.677         67.09           -89.6559        
0.418785        -0.000300346    0.0166599       0.000226126     48984           
10.53           0               0               31175           0.4             
16              54              36              -1.45976        -1.45976        
0.252334        0               0               0.252334        0               
0               0.00960323      0.00960323      170.413         0.121073        
-0.0189972      80.2058         -83.0567        0.00033088      0.000124104     
-0.000337104    4.64869         7.16063         2.3485          0               
0               0               0               0               1               
0               0               0               0               0               
0               0               0               0               0               
3               5.84359         0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
4.625           0.129932        1197.43         -83.0022        80.2111         
-0.00769847     170.893         1.03282         170.509         0.170516        
0.00910361      -0.0453202      0.10564         -120.49         34.68           
-0.183488       44.264          385.677         67.09           -89.6559        
0.418785        -0.000300346    0.0166599       0.000226126     48984           
10.53           0               0               31175           0.4             
16              54              36              -1.45976        -1.45976        
0.252334        0               0               0.252334        0               
0               0.00960323      0.00960323      170.413         0.121073        
-0.0189972      80.2058         -83.0567        0.00033088      0.000124104     
-0.000337104    4.64869         7.16063         2.3485          0               
0               0               0               0               1               
0               0               0               0               0               
0               0               0               0               0               
3               5.84359         0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
4.625           0.129932        1197.43         -83.0022        80.2111         
-0.00769847     170.893         1.03282         170.509         0.170516        
0.00910361      -0.0453202      0.10564         -120.49         34.68           
-0.183488       44.264          385.677         67.09           -89.6559        
0.418785        -0.000300346    0.0166599       0.000226126     48984           
10.53           0               0               31175           0.4             
16              54              36              -1.45976        -1.45976        
0.252334        0               0               0.252334        0               
0               0.00960323      0.00960323      170.413         0.121073        
-0.0189972      80.2058         -83.0567        0.00033088      0.000124104     
-0.000337104    4.64869         7.16063         2.3485          0               
0               0               0               0               1               
0               0               0               0               0               
0               0               0               0               0               
3               5.84359         0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
4.625           0.129932        1197.43         -83.0022        80.2111         
-0.00769847     170.893         1.03282         170.509         0.170516        
0.00910361      -0.0453202      0.10564         -120.49         34.68           
-0.183488       44.264          385.677         67.09           -89.6559        
0.418785        -0.000300346    0.0166599       0.000226126     48984           
10.53           0               0               31175           0.4             
16              54              36              -1.45976        -1.45976        
0.252334        0               0               0.252334        0               
0               0.00960323      0.00960323      170.413         0.121073        
-0.0189972      80.2058         -83.0567        0.00033088      0.000124104     
-0.000337104    4.64869         7.16063         2.3485          0               
0               0               0               0               1               
0               0               0               0               0               
0               0               0               0               0               
3               5.84359         0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
4.625           0.129932        1197.43         -83.0022        80.2111         
-0.00769847     170.893         1.03282         170.509         0.170516        
0.00910361      -0.0453202      0.10564         -120.49         34.68           
-0.183488       44.264          385.677         67.09           -89.6559        
0.418785        -0.000300346    0.0166599       0.000226126     48984           
10.53           0               0               31175           0.4             
16              54              36              -1.45976        -1.45976        
0.252334        0               0               0.252334        0               
0               0.00960323      0.00960323      170.413         0.121073        
-0.0189972      80.2058         -83.0567        0.00033088      0.000124104     
-0.000337104    4.64869         7.16063         2.3485          0               
0               0               0               0               1               
0               0               0               0               0               
0               0               0               0               0               
3               5.84359         0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
4.625           0.129932        1197.43         -83.0022        80.2111         
-0.00769847     170.893         1.03282         170.509         0.170516        
0.00910361      -0.0453202      0.10564         -120.49         34.68           
-0.183488       44.264          385.677         67.09           -89.6559        
0.418785        -0.000300346    0.0166599       0.000226126     48984           
10.53           0               0               31175           0.4             
16              54              36              -1.45976        -1.45976        
0.252334        0               0               0.252334        0               
0               0.00960323      0.00960323      170.413         0.121073        
-0.0189972      80.2058         -83.0567        0.00033088      0.000124104     
-0.000337104    4.64869         7.16063         2.3485          0               
0               0               0               0               1               
0               0               0               0               0               
0               0               0               0               0               
3               5.84359         0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
4.625           0.129932        1197.43         -83.0022        80.2111         
-0.00769847     170.893         1.03282         170.509         0.170516        
0.00910361      -0.0453202      0.10564         -120.49         34.68           
-0.183488       44.264          385.677         67.09           -89.6559        
0.418785        -0.000300346    0.0166599       0.000226126     48984           
10.53           0               0               31175           0.4             
16              54              36              -1.45976        -1.45976        
0.252334        0               0               0.252334        0               
0               0.00960323      0.00960323      170.413         0.121073        
-0.0189972      80.2058         -83.0567        0.00033088      0.000124104     
-0.000337104    4.64869         7.16063         2.3485          0               
0               0               0               0               1               
0               0               0               0               0               
0               0               0               0               0               
3               5.84359         0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
4.625           0.129932        1197.43         -83.0022        80.2111         
-0.00769847     170.893         1.03282         170.509         0.170516        
0.00910361      -0.0453202      0.10564         -120.49         34.68           
-0.183488       44.264          385.677         67.09           -89.6559        
0.418785        -0.000300346    0.0166599       0.000226126     48984           
10.53           0               0               31175           0.4             
16              54              36              -1.45976        -1.45976        
0.252334        0               0               0.252334        0               
0               0.00960323      0.00960323      170.413         0.121073        
-0.0189972      80.2058         -83.0567        0.00033088      0.000124104     
-0.000337104    4.64869         7.16063         2.3485          0               
0               0               0               0               1               
0               0               0               0               0               
0               0               0               0               0               
3               5.84359         0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
4.625           0.129932        1197.43         -83.0022        80.2111         
-0.00769847     170.893         1.03282         170.509         0.170516        
0.00910361      -0.0453202      0.10564         -120.49         34.68           
-0.183488       44.264          385.677         67.09           -89.6559        
0.418785        -0.000300346    0.0166599       0.000226126     48984           
10.53           0               0               31175           0.4             
16              54              36              -1.45976        -1.45976        
0.252334        0               0               0.252334        0               
0               0.00960323      0.00960323      170.413         0.121073        
-0.0189972      80.2058         -83.0567        0.00033088      0.000124104     
-0.000337104    4.64869         7.16063         2.3485          0               
0               0               0               0               1               
0               0               0               0               0               
0               0               0               0               0               
3               5.84359         0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
4.625           0.129932        1197.43         -83.0022        80.2111         
-0.00769847     170.893         1.03282         170.509         0.170516        
0.00910361      -0.0453202      0.10564         -120.49         34.68           
-0.183488       44.264          385.677         67.09           -89.6559        
0.418785        -0.000300346    0.0166599       0.000226126     48984           
10.53           0               0               31175           0.4             
16              54              36              -1.45976        -1.45976        
0.252334        0               0               0.252334        0               
0               0.00960323      0.00960323      170.413         0.121073        
-0.0189972      80.2058         -83.0567        0.00033088      0.000124104     
-0.000337104    4.64869         7.16063         2.3485          0               
0               0               0               0               1               
0               0               0               0               0               
0               0               0               0               0               
3               5.84359         0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
4.625           0.129932        1197.43         -83.0022        80.2111         
-0.00769847     170.893         1.03282         170.509         0.170516        
0.00910361      -0.0453202      0.10564         -120.49         34.68           
-0.183488       44.264          385.677         67.09           -89.6559        
0.418785        -0.000300346    0.0166599       0.000226126     48984           
10.53           0               0               31175           0.4             
16              54              36              -1.45976        -1.45976        
0.252334        0               0               0.252334        0               
0               0.00960323      0.00960323      170.413         0.121073        
-0.0189972      80.2058         -83.0567        0.00033088      0.000124104     
-0.000337104    4.64869         7.16063         2.3485          0               
0               0               0               0               1               
0               0               0               0               0               
0               0               0               0               0               
3               5.84359         0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
4.625           0.129932        1197.43         -83.0022        80.2111         
-0.00769847     170.893         1.03282         170.509         0.170516        
0.00910361      -0.0453202      0.10564         -120.49         34.68           
-0.183488       44.264          385.677         67.09           -89.6559        
0.418785        -0.000300346    0.0166599       0.000226126     48984           
10.53           0               0               31175           0.4             
16              54              36              -1.45976        -1.45976        
0.252334        0               0               0.252334        0               
0               0.00960323      0.00960323      170.413         0.121073        
-0.0189972      80.2058         -83.0567        0.00033088      0.000124104     
-0.000337104    4.64869         7.16063         2.3485          0               
0               0               0               0               1               
0               0               0               0               0               
0               0               0               0               0               
3               5.84359         0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
4.625           0.129932        1197.43         -83.0022        80.2111         
-0.00769847     170.893         1.03282         170.509         0.170516        
