1 input_test.asc  Three-stage rocket ascent ' SLV1 ' Oct 14 2018 11:06:30
  0  0 90
time            vmach           pdynmc          psibdx          thtbdx          
phibdx          alppx           phipx           alphax          betax           
ppx             qqx             rrx             lonx            latx            
alt             dvbe            dvbi            psivdx          thtvdx          
grndtrck        ayx             anx             gndtrnmx        vmass           
xcg             fmasse          thrust          fmassr          dead_zone       
roll_count      pitch_count     yaw_count       stmarg_yaw      stmarg_pitch    
realp1          wnp             zetp            realy1          wny             
zety            gnmax           gymax           alphacx         betacx          
phibdcx         thtbdcx         psibdcx         RICI1           RICI2           
RICI3           ESBI1           ESBI2           ESBI3           UTBC1           
UTBC2           UTBC3           lamd            waclp           zaclp           
paclp           alcomx_actual   ancomx_actual   wacly           alcomx          
ancomx          wnact           delax           delex           delrx           
modes           ucbias_error    ucfreq_error    SXH1            SXH2            
SXH3            VXH1            VXH2            VXH3            CXH1            
CXH2            CXH3            std_pos         std_vel         std_ucbias      
URIC1           URIC2           URIC3           etax            zetx            
0               0               0               0               0               
0               0               0               -1.57722e-24    -7.42107e-28    
138             22.4861         0               -70.9702        -12.8499        
-0.0859483      15.8228         180             -15.7852        -1.2033         
-0.0329213      -0.146215       0.0357003       -123.948        35.5741         
95766.5         6163.56         5799.26         -72.1986        2.93208         
330522          0               -0              178.468         3911.58         
3.37958         1112.42         175619          2178.58         0.4             
172             3259            3111            -0.560312       -0.560312       
0               0               0               0               0               
0               0               0               -15.781         -1.25009        
-0.072085       -12.8472        -70.955         4.56397e-05     0.000358863     
-7.74748e-05    6.91197         -97.0679        -200.375        0.999997        
0.00187359      -0.00149872     0.00684978      0.0975789       1               
0.595158        0               -0.15           0.0975789       0               
-0.15           0               0               0               0               
5004            0.14755         0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               -1.57722e-24    -7.42107e-28    
138.5           22.5642         0               -70.9706        -12.8238        
-0.105911       15.7211         180             -15.6828        -1.20942        
-0.0329222      -0.0106125      0.0356996       -123.979        35.5825         
95922.3         6184.99         5820.66         -72.2102        2.85539         
333560          0               -0              180.108         3889.19         
3.37414         1134.81         175619          2156.19         0.4             
172             3263            3111            -0.558863       -0.558863       
0               0               0               0               0               
0               0               0               -15.6786        -1.25621        
-0.0922116      -12.8211        -70.9553        4.55523e-05     0.000359416     
-7.76271e-05    6.83739         -98.2036        -201.874        0.999997        
0.00153091      -0.00213425     0.00719599      0.0975789       1               
0.595158        0               -0.15           0.0975789       0               
-0.15           0               0               0               0               
5004            0.14755         0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               -1.57722e-24    -7.42107e-28    
139             22.6429         0               -70.971         -12.8017        
-0.12586        15.624          180             -15.5849        -1.21555        
-0.032923       -0.0106199      0.0356972       -124.011        35.5908         
96074.6         6206.56         5842.21         -72.2219        2.7792          
336608          0               -0              181.754         3866.81         
3.3687          1157.19         175619          2133.81         0.4             
172             3263            3111            -0.557365       -0.557365       
0               0               0               0               0               
0               0               0               -15.5808        -1.26235        
-0.11225        -12.799         -70.9558        4.54681e-05     0.000359971     
-7.77861e-05    6.76108         -99.3446        -203.377        0.999995        
0.00110758      -0.00300279     0.00753533      0.0975789       1               
0.595158        0               -0.15           0.0975789       0               
-0.15           0               0               0               0               
5004            0.14755         0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               -1.57722e-24    -7.42107e-28    
139.5           22.7221         0               -70.9715        -12.7795        
-0.145794       15.5272         180             -15.4875        -1.22169        
-0.0329238      -0.0106272      0.0356948       -124.044        35.5993         
96223.3         6228.27         5863.9          -72.2336        2.70347         
339667          0               -0              183.406         3844.42         
3.36326         1179.58         175619          2111.42         0.4             
172             3263            3111            -0.555866       -0.555866       
0               0               0               0               0               
0               0               0               -15.4833        -1.2685         
-0.132233       -12.7768        -70.9563        4.53841e-05     0.000360526     
-7.7945e-05     6.68305         -100.491        -204.884        0.999991        
0.000595961     -0.00421496     0.00785948      0.0975789       1               
0.595158        0               -0.15           0.0975789       0               
-0.15           0               0               0               0               
5004            0.14755         0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               -1.57722e-24    -7.42107e-28    
140             22.8019         0               -70.9724        -12.6707        
-0.165649       15.3446         180             -15.3039        -1.22787        
-0.0329285      0.126686        0.035727        -124.076        35.6077         
96368.4         6250.14         5885.74         -72.2454        2.62837         
342737          0               -0              185.063         3822.04         
3.35782         1201.96         175619          2089.04         0.4             
172             3267            3111            -0.555424       -0.555424       
0               0               0               0               0               
0               0               0               -15.2998        -1.27468        
-0.152112       -12.668         -70.9571        4.52344e-05     0.000361056     
-7.79567e-05    6.60328         -101.643        -206.394        0.999991        
-1.30615e-05    -0.00431795     0.00817521      0.0975789       1               
0.595158        0               -0.15           0.0975789       0               
-0.15           0               0               0               0               
5004            0.14755         0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               -1.57722e-24    -7.42107e-28    
140.5           22.8822         0               -70.9732        -12.5796        
-0.185477       15.1805         180             -15.1389        -1.23411        
-0.0329324      0.126679        0.0357521       -124.108        35.6162         
96509.9         6272.16         5907.74         -72.2571        2.55399         
345818          0               -0              186.727         3799.65         
3.35238         1224.35         175619          2066.65         0.4             
172             3267            3111            -0.55477        -0.55477        
0               0               0               0               0               
0               0               0               -15.1349        -1.28092        
-0.171948       -12.5769        -70.9579        4.50979e-05     0.000361592     
-7.79981e-05    6.52176         -102.8          -207.908        0.999988        
-0.000730612    -0.00481112     0.00849415      0.0975789       1               
0.595158        0               -0.15           0.0975789       0               
-0.15           0               0               0               0               
5004            0.14755         0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               -1.57722e-24    -7.42107e-28    
141             22.9631         0               -70.9742        -12.4885        
-0.205267       15.0171         180             -14.9746        -1.24038        
-0.0329362      0.126671        0.0357772       -124.141        35.6246         
96647.9         6294.33         5929.89         -72.2689        2.48033         
348910          0               -0              188.396         3777.27         
3.34694         1246.73         175619          2044.27         0.4             
172             3267            3111            -0.554122       -0.554122       
0               0               0               0               0               
0               0               0               -14.9705        -1.2872         
-0.191736       -12.4858        -70.9589        4.4961e-05      0.000362127     
-7.80389e-05    6.43849         -103.963        -209.426        0.999983        
-0.00156909     -0.00556027     0.00880954      0.0975789       1               
0.595158        0               -0.15           0.0975789       0               
-0.15           0               0               0               0               
5004            0.14755         0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               -1.57722e-24    -7.42107e-28    
141.5           23.0446         0               -71.0134        -12.3589        
-0.20281        14.8129         180             -14.7719        -1.21448        
0.0946953       0.4063          -0.243931       -124.173        35.6332         
96782.3         6316.66         5952.2          -72.2807        2.40739         
352012          0               -0              190.071         3754.88         
3.34149         1269.12         175619          2021.88         0.4             
174             3269            3113            -0.553558       -0.553558       
0               0               0               0               0               
0               0               0               -14.7678        -1.2613         
-0.18923        -12.3562        -70.998         4.47741e-05     0.000362619     
-7.8074e-05     6.35345         -105.131        -210.948        0.999979        
-0.00212689     -0.00611427     0.00913096      0.0975789       1               
0.595158        0               -0.15           0.0975789       0               
-0.15           0               0               0               0               
5004            0.14755         0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               -1.57722e-24    -7.42107e-28    
142             23.1267         0               -71.158         -12.1282        
-0.128292       14.5004         180             -14.4673        -1.10186        
0.094693        0.406152        -0.244178       -124.206        35.6417         
96913.3         6339.16         5974.68         -72.293         2.33552         
355126          0               -0              191.753         3732.5          
3.33605         1291.5          175619          1999.5          0.4             
174             3269            3113            -0.554085       -0.554085       
0               0               0               0               0               
0               0               0               -14.4632        -1.14866        
-0.114425       -12.1255        -71.1426        4.44461e-05     0.000362986     
-7.81028e-05    6.26664         -106.305        -212.473        0.999988        
-0.000358582    -0.00480666     0.00945679      0.0975789       1               
0.595158        0               -0.15           0.0975789       0               
-0.15           0               0               0               0               
5004            0.14755         0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               -1.57722e-24    -7.42107e-28    
142.5           23.2094         0               -71.234         -12.0189        
-0.0685763      14.3159         180             -14.286         -1.05378        
0.0946924       0.1246          -0.103589       -124.239        35.6503         
97040.7         6361.83         5997.32         -72.3056        2.26468         
358252          0               -0              193.44          3710.11         
3.33061         1313.89         175619          1977.11         0.4             
174             3271            3117            -0.553322       -0.553322       
0               0               0               0               0               
0               0               0               -14.2818        -1.10057        
-0.0539568      -12.0163        -71.2185        4.423e-05       0.000363435     
-7.82286e-05    6.17807         -107.485        -214.003        0.999985        
0.000921161     -0.00536255     0.00983317      0.0975789       1               
0.595158        0               -0.15           0.0975789       0               
-0.15           0               0               0               0               
5004            0.14755         0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               -1.57722e-24    -7.42107e-28    
143             23.2926         0               -71.3054        -11.9179        
-0.00993256     14.1408         180             -14.1137        -1.00985        
0.0946919       0.266405        0.251233        -124.272        35.6589         
97164.7         6384.66         6020.14         -72.3185        2.19454         
361388          0               -0              195.134         3687.73         
3.32517         1336.27         175619          1954.73         0.4             
174             3275            3118            -0.552475       -0.552475       
0               0               0               0               0               
0               0               0               -14.1095        -1.05664        
0               -11.9152        -71.2899        4.40208e-05     0.000363889     
-7.83616e-05    6.08774         -108.67         -215.536        0.999974        
0.00237311      -0.00686431     0.0101938       0.0975789       1               
0.595158        0               -0.15           0.0975789       0               
-0.15           0               0               0               0               
5004            0.14755         0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               -1.57722e-24    -7.42107e-28    
143.5           23.3765         0               -71.2997        -11.7472        
0.0327269       13.9027         180             -13.8729        -1.03894        
0.094684        0.551608        0.0380557       -124.305        35.6675         
97285.2         6407.65         6043.11         -72.3316        2.12528         
364536          0               -0              196.834         3665.34         
3.31973         1358.66         175619          1932.34         0.4             
174             3277            3121            -0.552308       -0.552308       
0               0               0               0               0               
0               0               0               -13.8687        -1.08572        
0.0444217       -11.7445        -71.2841        4.37833e-05     0.000364376     
-7.82523e-05    5.99565         -109.861        -217.074        0.999969        
0.00279282      -0.00739064     0.0105485       0.0975789       1               
0.595158        0               -0.15           0.0975789       0               
-0.15           0               0               0               0               
5004            0.14755         0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               -1.57722e-24    -7.42107e-28    
144             23.4611         0               -71.2996        -11.443         
0.0766128       13.5323         180             -13.4999        -1.0622         
0.0946704       0.551632        0.0377197       -124.338        35.6761         
97402.3         6430.83         6066.27         -72.3446        2.05727         
367695          0               -0              198.539         3642.96         
3.31429         1381.04         175619          1909.96         0.4             
174             3277            3121            -0.553584       -0.553584       
0               0               0               0               0               
0               0               0               -13.4957        -1.10896        
0.0891667       -11.4404        -71.284         4.34437e-05     0.000364819     
-7.79244e-05    5.9018          -111.057        -218.615        0.999979        
0.00317744      -0.00557954     0.0109518       0.0975789       1               
0.595158        0               -0.15           0.0975789       0               
-0.15           0               0               0               0               
5004            0.14755         0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               -1.57722e-24    -7.42107e-28    
144.5           23.5463         0               -71.2719        -11.2069        
0.115152        13.2334         180             -13.1964        -1.11129        
0.0946584       0.408354        0.0372099       -124.372        35.6848         
97516.1         6454.18         6089.61         -72.3576        1.99063         
370866          0               -0              200.252         3620.57         
3.30884         1403.43         175619          1887.57         0.4             
174             3281            3125            -0.554144       -0.554144       
0               0               0               0               0               
0               0               0               -13.1921        -1.15802        
0.128004        -11.2042        -71.2563        4.31626e-05     0.000365299     
-7.76662e-05    5.80618         -112.26         -220.161        0.999985        
0.00294659      -0.00457611     0.0114518       0.0975789       1               
0.595158        0               -0.15           0.0975789       0               
-0.15           0               0               0               0               
5004            0.14755         0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               -1.57722e-24    -7.42107e-28    
145             23.6321         0               -71.2723        -11.0154        
0.131676        12.9782         180             -12.9391        -1.12716        
-0.0654014      0.119433        0.0370705       -124.405        35.6935         
97626.5         6477.72         6113.14         -72.3706        1.92519         
374048          0               -0              201.97          3598.19         
3.3034          1425.81         175619          1865.19         0.4             
176             3283            3125            -0.554392       -0.554392       
0               0               0               0               0               
0               0               0               -12.9348        -1.17388        
0.144639        -11.0127        -71.2566        4.29209e-05     0.000365786     
-7.75291e-05    5.70878         -113.468        -221.71         0.999986        
0.0030619       -0.00422277     0.0120289       0.0975789       1               
0.595158        0               -0.15           0.0975789       0               
-0.15           0               0               0               0               
5004            0.14755         0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               -1.57722e-24    -7.42107e-28    
145.5           23.7186         0               -71.273         -10.927         
0.0958825       12.8267         180             -12.7868        -1.13123        
-0.0654052      0.119418        0.0371187       -124.439        35.7022         
97733.7         6501.43         6136.83         -72.3837        1.86059         
377242          0               -0              203.695         3575.8          
3.29796         1448.2          175619          1842.8          0.4             
176             3283            3125            -0.554277       -0.554277       
0               0               0               0               0               
0               0               0               -12.7826        -1.17796        
0.108716        -10.9244        -71.2573        4.27854e-05     0.000366328     
-7.75697e-05    5.6096          -114.682        -223.264        0.999975        
0.00311468      -0.00633247     0.0126105       0.0975789       1               
0.595158        0               -0.15           0.0975789       0               
-0.15           0               0               0               0               
5004            0.14755         0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               -1.57722e-24    -7.42107e-28    
146             23.8058         0               -71.2737        -10.7695        
0.0601175       12.6071         180             -12.5661        -1.13545        
-0.0654121      0.264788        0.0372231       -124.473        35.7109         
97837.7         6525.31         6160.7          -72.3967        1.79679         
380448          0               -0              205.426         3553.42         
3.29252         1470.58         175619          1820.42         0.4             
176             3287            3125            -0.555359       -0.555359       
0               0               0               0               0               
0               0               0               -12.5619        -1.18218        
0.0726481       -10.7669        -71.2579        4.25988e-05     0.000366847     
-7.74921e-05    5.50862         -115.902        -224.822        0.999963        
0.00309248      -0.0080239      0.0131521       0.0975789       1               
0.595158        0               -0.15           0.0975789       0               
-0.15           0               0               0               0               
5004            0.14755         0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               -1.57722e-24    -7.42107e-28    
146.5           23.8935         0               -71.2745        -10.568         
0.0244141       12.3447         180             -12.3025        -1.13987        
-0.0654209      0.411135        0.0373634       -124.507        35.7197         
97938.4         6549.37         6184.75         -72.4098        1.73401         
383666          0               -0              207.163         3531.03         
3.28708         1492.97         175619          1798.03         0.4             
176             3291            3125            -0.557245       -0.557245       
0               0               0               0               0               
0               0               0               -12.2983        -1.18659        
0.0359542       -10.5654        -71.2587        4.23793e-05     0.000367353     
-7.73387e-05    5.40585         -117.128        -226.384        0.99995         
0.00298097      -0.00953873     0.0136684       0.0975789       1               
0.595158        0               -0.15           0.0975789       0               
-0.15           0               0               0               0               
5004            0.14755         0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               -1.57722e-24    -7.42107e-28    
147             23.982          0               -71.2754        -10.3335        
-0.0112062      12.0507         180             -12.0071        -1.14454        
-0.0654313      0.411119        0.0375307       -124.541        35.7285         
98035.9         6573.62         6208.99         -72.4228        1.67244         
386896          0               -0              208.907         3508.65         
3.28164         1515.35         175619          1775.65         0.4             
176             3291            3125            -0.55978        -0.55978        
0               0               0               0               0               
0               0               0               -12.0029        -1.19125        
0               -10.3308        -71.2595        4.21347e-05     0.000367846     
-7.71279e-05    5.30128         -118.359        -227.951        0.999938        
0.00276119      -0.0108347      0.0141855       0.0975789       1               
0.595158        0               -0.15           0.0975789       0               
-0.15           0               0               0               0               
5004            0.14755         0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               -1.57722e-24    -7.42107e-28    
147.5           24.0711         0               -71.2765        -10.0582        
-0.0467291      11.7176         180             -11.6721        -1.14948        
-0.0654435      0.558886        0.0377312       -124.575        35.7373         
98130.2         6598.05         6233.41         -72.4359        1.61214         
390138          0               -0              210.657         3486.26         
3.2762          1537.74         175619          1753.26         0.4             
176             3295            3125            -0.563139       -0.563139       
0               0               0               0               0               
0               0               0               -11.668         -1.19618        
-0.0305563      -10.0555        -71.2605        4.18594e-05     0.000368325     
-7.68464e-05    5.19489         -119.597        -229.522        0.999924        
0.00240858      -0.0120888      0.0146873       0.0975789       1               
0.595158        0               -0.15           0.0975789       0               
-0.15           0               0               0               0               
5004            0.14755         0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               -1.57722e-24    -7.42107e-28    
148             24.161          0               -71.2777        -9.74949        
-0.0821368      11.3528         180             -11.3054        -1.15474        
-0.0654572      0.55887         0.0379589       -124.609        35.7461         
98221.5         6622.68         6258.03         -72.4491        1.55334         
393391          0               -0              212.414         3463.88         
3.27075         1560.12         175619          1730.88         0.4             
176             3295            3125            -0.567234       -0.567234       
0               0               0               0               0               
0               0               0               -11.3013        -1.20142        
-0.0672144      -9.74687        -71.2617        4.15587e-05     0.000368791     
-7.65063e-05    5.0867          -120.841        -231.097        0.999913        
0.00188822      -0.0130587      0.0152136       0.0975789       1               
0.595158        0               -0.15           0.0975789       0               
-0.15           0               0               0               0               
5004            0.14755         0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               -1.57722e-24    -7.42107e-28    
148.5           24.2516         0               -71.2791        -9.41457        
-0.117421       10.9636         180             -10.9139        -1.16033        
-0.065472       0.70823         0.0382081       -124.643        35.755          
98309.8         6647.51         6282.85         -72.4622        1.49608         
396658          0               -0              214.178         3441.49         
3.26531         1582.51         175619          1708.49         0.4             
176             3299            3125            -0.572215       -0.572215       
0               0               0               0               0               
0               0               0               -10.9099        -1.20699        
-0.102844       -9.41195        -71.2631        4.12379e-05     0.000369245     
-7.61198e-05    4.97669         -122.091        -232.677        0.999898        
0.0011517       -0.0142208      0.0157431       0.0975789       1               
0.595158        0               -0.15           0.0975789       0               
-0.15           0               0               0               0               
5004            0.14755         0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               -1.57722e-24    -7.42107e-28    
149             24.3429         0               -71.2809        -9.03099        
-0.152558       10.5279         180             -10.4755        -1.1663         
-0.065489       0.708214        0.038497        -124.678        35.7639         
98395.1         6672.54         6307.88         -72.4754        1.44057         
399936          0               -0              215.948         3419.11         
3.25987         1604.89         175619          1686.11         0.4             
176             3299            3125            -0.581059       -0.581059       
0               0               0               0               0               
0               0               0               -10.4715        -1.21295        
-0.138124       -9.02837        -71.2647        4.08809e-05     0.000369679     
-7.56485e-05    4.86487         -123.346        -234.261        0.99989         
0.000127931     -0.0148263      0.0163276       0.0975789       1               
0.595158        0               -0.15           0.0975789       0               
-0.15           0               0               0               0               
5004            0.14755         0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               -1.57722e-24    -7.42107e-28    
149.5           24.4349         0               -71.2827        -8.6473         
-0.187558       10.0942         180             -10.0388        -1.17267        
-0.065506       0.708198        0.038786        -124.713        35.7728         
98477.6         6697.78         6333.11         -72.4885        1.38687         
403227          0               -0              217.725         3396.72         
3.25443         1627.28         175619          1663.72         0.4             
176             3299            3125            -0.59039        -0.59039        
0               0               0               0               0               
0               0               0               -10.0348        -1.21929        
-0.173189       -8.64468        -71.2666        4.05227e-05     0.000370109     
-7.51746e-05    4.75124         -124.608        -235.85         0.999872        
-0.00128963     -0.0159279      0.0169719       0.0975789       1               
0.595158        0               -0.15           0.0975789       0               
-0.15           0               0               0               0               
5004            0.14755         0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               -1.57722e-24    -7.42107e-28    
150             24.5278         0               -71.3377        -8.22202        
-0.163017       9.61491         180             -9.56106        -1.13665        
0.105423        0.859591        -0.1128         -124.748        35.7818         
98557.3         6723.22         6358.55         -72.5018        1.33503         
406530          0               -0              219.509         3374.34         
3.24899         1649.66         175619          1641.34         0.4             
178             3303            3129            -0.601651       -0.601651       
0               0               0               0               0               
0               0               0               -9.55704        -1.18325        
-0.148525       -8.21938        -71.3214        4.0087e-05      0.000370461     
-7.47119e-05    4.6358          -125.876        -237.444        0.999849        
-0.00236904     -0.017193       0.01763         0.0975789       1               
0.595158        0               -0.15           0.0975789       0               
-0.15           0               0               0               0               
5004            0.14755         0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               -1.57722e-24    -7.42107e-28    
150.5           24.6213         0               -71.4163        -7.76261        
-0.101675       9.10087         180             -9.05052        -1.08272        
0.105407        0.859514        -0.11339        -124.783        35.7908         
98634.3         6748.88         6384.2          -72.5154        1.28527         
409846          0               -0              221.299         3351.95         
3.24355         1672.05         175619          1618.95         0.4             
178             3303            3129            -0.61476        -0.61476        
0               0               0               0               0               
0               0               0               -9.04646        -1.12928        
-0.0867534      -7.75997        -71.4           3.95991e-05     0.000370764     
-7.4227e-05     4.51857         -127.151        -239.042        0.999826        
-0.00271863     -0.0184774      0.0183741       0.0975789       1               
0.595158        0               -0.15           0.0975789       0               
-0.15           0               0               0               0               
5004            0.14755         0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               -1.57722e-24    -7.42107e-28    
151             24.7157         0               -71.4949        -7.261          
-0.04087        8.54695         180             -8.50007        -1.02807        
0.105389        1.01241         -0.114038       -124.818        35.7998         
98708.7         6774.75         6410.07         -72.5293        1.23767         
413175          0               -0              223.096         3329.57         
3.23811         1694.43         175619          1596.57         0.4             
178             3307            3129            -0.626469       -0.626469       
0               0               0               0               0               
0               0               0               -8.49595        -1.07459        
-0.023613       -7.25834        -71.4784        3.90809e-05     0.000371044     
-7.36692e-05    4.39955         -128.431        -240.645        0.99979         
-0.00263293     -0.0203216      0.0190653       0.0975789       1               
0.595158        0               -0.15           0.0975789       0               
-0.15           0               0               0               0               
5004            0.14755         0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               -1.57722e-24    -7.42107e-28    
151.5           24.8109         0               -71.5733        -6.6979         
0.0193329       7.93417         180             -7.89066        -0.972606       
0.105368        1.16624         -0.114771       -124.853        35.8088         
98780.7         6800.84         6436.16         -72.5435        1.19248         
416516          0               -0              224.901         3307.18         
3.23266         1716.82         175619          1574.18         0.4             
178             3311            3129            -0.639665       -0.639665       
0               0               0               0               0               
0               0               0               -7.88649        -1.01909        
0.0308829       -6.69522        -71.5567        3.85197e-05     0.000371293     
-7.30055e-05    4.27877         -129.718        -242.253        0.999743        
-0.00186413     -0.0225865      0.0195485       0.0975789       1               
0.595158        0               -0.15           0.0975789       0               
-0.15           0               0               0               0               
5004            0.14755         0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               -1.57722e-24    -7.42107e-28    
152             24.9069         0               -71.6514        -6.05757        
0.0788568       7.24712         180             -7.20684        -0.916229       
0.105344        1.32084         -0.115612       -124.888        35.8179         
98850.3         6827.15         6462.47         -72.5581        1.14996         
419870          0               -0              226.712         3284.8          
3.22722         1739.2          175619          1551.8          0.4             
178             3315            3129            -0.655904       -0.655904       
0               0               0               0               0               
0               0               0               -7.20262        -0.96266        
0.0921045       -6.05487        -71.6348        3.79059e-05     0.000371501     
-7.22088e-05    4.15625         -131.011        -243.866        0.999671        
8.92759e-05     -0.0256326      0.0193764       0.0975789       1               
0.595158        0               -0.15           0.0975789       0               
-0.15           0               0               0               0               
5004            0.14755         0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               -1.57722e-24    -7.42107e-28    
152.5           25.0037         0               -71.6917        -5.28298        
0.131795        6.43438         180             -6.39194        -0.895565       
-0.042916       1.7872          0.116662        -124.924        35.827          
98917.8         6853.69         6489            -72.5729        1.11048         
423238          0               -0              228.53          3262.41         
3.22178         1761.59         175619          1529.41         0.4             
180             3321            3134            -0.678543       -0.678543       
0               0               0               0               0               
0               0               0               -6.38765        -0.941933       
0.145415        -5.28025        -71.6749        3.72161e-05     0.000371664     
-7.11199e-05    4.032           -132.311        -245.484        0.999542        
0.00376254      -0.0300183      0.0174381       0.0975789       1               
0.595158        0               -0.15           0.0975789       0               
-0.15           0               0               0               0               
5004            0.14755         0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               -1.57722e-24    -7.42107e-28    
153             25.1014         0               -71.5373        -4.34767        
0.0960813       5.50012         180             -5.42118        -1.05896        
-0.0429657      1.94354         0.350784        -124.96         35.8361         
98983.2         6880.47         6515.78         -72.5875        1.07476         
426618          0               -0              230.355         3240.03         
3.21634         1783.97         175619          1507.03         0.4             
180             3325            3135            -0.708614       -0.708614       
0               0               0               0               0               
0               0               0               -5.41688        -1.10524        
0.109583        -4.34494        -71.5203        3.65265e-05     0.000371893     
-6.94323e-05    3.90606         -133.617        -247.107        0.999329        
0.00542674      -0.0362152      0.0134708       0.0975789       1               
0.595158        0               -0.15           0.0975789       0               
-0.15           0               0               0               0               
