1 insat2: 1 missile vs 2 target with 2 passive satellites  ' Missile_c1 ' Mar  5 2016 14:33:23
  0  0 47
time            FSPV1           FSPV2           FSPV3           pdynmc          
mach            lonx            latx            alt             dvbe            
psivgx          thtvgx          SBEG1           SBEG2           SBEG3           
VBEG1           VBEG2           VBEG3           mprop           cg              
thrust          cl_ov_cd        psivgcx         thtvgcx         anx             
avx             alphax          phimvx          phicx           phix            
qq              tip             alp             ancomx          alcomx          
alx             altd            altcom          wp_grdrange     wp_flag         
range_go        STBG1           STBG2           STBG3           time_go         
psisbx          thtsbx          
0.00924797      1.62146         0.0312204       0.806974        0.0967178       
0.0662642       -48.0624        5000            30867.7         0               
0               0               0               0               0               
0               0               
95              -0.861705       2.08103         -7.84934        20749.1         
0.797818        14.9455         35.4195         6092.59         252.193         
33.8453         -11.5931        2173.73         22258.7         3907.41         
205.185         137.594         50.6806         5               135.39          
173.548         7.5804          90              0               0.831228        
0               2.16904         14.7746         13.9208         14.7746         
0.039964        1.60229         0.0378569       1.10601         0.101101        
0.212329        -50.6806        5000            30654.8         0               
0               0               0               0               0               
0               0               
96              -0.99855        1.88645         -10.3858        21040.5         
0.800583        14.947          35.4214         6041.43         253.231         
34.3356         -11.6709        2378.68         22397.5         3958.57         
204.782         139.879         51.226          5               135.389         
172.989         8.74177         90              0               1.08081         
0               2.98216         10.0643         8.03918         10.0643         
0.0405958       1.58333         0.0520485       1.14267         0.0758945       
0.192472        -51.226         5000            30440.7         0               
0               0               0               0               0               
0               0               
97              -1.0379         1.48448         -10.8154        21313.7         
0.802961        14.9486         35.4232         5990.68         254.147         
34.724          -11.3919        2583.43         22538.4         4009.32         
204.769         141.916         50.1986         5               135.389         
172.554         8.75904         90              0               1.11786         
0               3.02697         7.80222         7.72733         7.80222         
0.0290272       1.56592         0.0528306       1.02979         0.0754489       
0.151458        -50.1986        5000            30225.2         0               
0               0               0               0               0               
0               0               
98              -1.00032        1.51969         -9.90766        21581           
0.805227        14.9501         35.4251         5940.87         255.029         
35.072          -11.2069        2788.21         22681.2         4059.13         
204.744         143.747         49.5654         5               135.388         
172.152         8.29584         90              0               1.02632         
0               2.66765         8.80284         9.55            8.80284         
0.0244148       1.54929         0.0465593       0.967054        0.085616        
0.155047        -49.5654        5000            30008.5         0               
0               0               0               0               0               
0               0               
99              -0.992877       1.68347         -9.37736        21852.3         
0.807527        14.9517         35.4269         5891.27         255.923         
35.4473         -11.2054        2992.85         22825.9         4108.73         
204.513         145.594         49.7326         5               135.387         
171.744         7.93728         90              0               0.975479        
0               2.47153         10.2237         10.6211         10.2237         
0.0272294       1.5328          0.0431364       0.988416        0.0905062       
0.171754        -49.7326        5000            29790.8         0               
0               0               0               0               0               
0               0               
100             -1.01922        1.76384         -9.54333        22125.9         
0.809803        14.9534         35.4287         5841.36         256.81          
35.8513         -11.2373        3197.19         22972.4         4158.64         
204.164         147.526         50.0455         5               135.386         
171.35          7.9147          90              0               0.993717        
0               2.50173         10.4589         10.337          10.4589         
0.0300171       1.51653         0.0436634       1.02161         0.0897305       
0.179952        -50.0455        5000            29571.9         0               
0               0               0               0               0               
0               0               
101             -1.0497         1.75041         -9.81509        22397.8         
0.811984        14.955          35.4306         5791.27         257.667         
36.2601         -11.209         3401.18         23121           4208.73         
203.804         149.491         50.0873         5               135.385         
170.99          7.93624         90              0               1.0209          
0               2.55092         10.0969         9.96857         10.0969         
0.0298259       1.5007          0.0445219       1.02478         0.0888974       
0.178578        -50.0873        5000            29352           0               
0               0               0               0               0               
0               0               
102             -1.06814        1.74116         -9.84326        22666.5         
0.814059        14.9567         35.4324         5741.24         258.491         
36.6634         -11.1465        3604.8          23271.4         4258.76         
203.439         151.437         49.9712         5               135.384         
170.668         7.84422         90              0               1.0236          
0               2.51987         10.0389         10.1128         10.0389         
0.0285765       1.48538         0.04398         1.01256         0.0904217       
0.177632        -49.9712        5000            29130.9         0               
0               0               0               0               0               
0               0               
103             -1.08062        1.77101         -9.74034        22933.1         
0.816054        14.9583         35.4342         5691.31         259.292         
37.0679         -11.097         3808.04         23423.8         4308.69         
203.026         153.369         49.9059         5               135.383         
170.373         7.69563         90              0               1.01378         
0               2.45361         10.3219         10.4736         10.3219         
0.0280891       1.47049         0.0428236       1.00669         0.0927504       
0.180674        -49.9059        5000            28908.7         0               
0               0               0               0               0               
0               0               
104             -1.09561        1.81291         -9.68585        23198.7         
0.817985        14.96           35.436          5641.4          260.072         
37.4799         -11.0672        4010.83         23578.2         4358.6          
202.546         155.306         49.9234         5               135.382         
170.101         7.57352         90              0               1.00908         
0               2.40673         10.6127         10.7116         10.6127         
0.028298        1.45596         0.0420054       1.00945         0.0944185       
0.184947        -49.9234        5000            28685.5         0               
0               0               0               0               0               
0               0               
105             -1.11362        1.84364         -9.70185        23463           
0.819848        14.9618         35.4379         5591.46         260.831         
37.899          -11.041         4213.11         23734.4         4408.54         
202.011         157.255         49.9521         5               135.382         
169.854         7.48807         90              0               1.01129         
0               2.38174         10.7648         10.8109         10.7648         
0.0284749       1.44178         0.0415691       1.01293         0.095503        
0.188078        -49.9521        5000            28461.2         0               
0               0               0               0               0               
0               0               
106             -1.1317         1.86497         -9.72536        23725.6         
0.821636        14.9635         35.4397         5541.51         261.567         
38.3225         -11.0096        4414.84         23892.7         4458.49         
201.431         159.209         49.9524         5               135.381         
169.634         7.4085          90              0               1.01409         
0               2.35843         10.8607         10.9084         10.8607         
0.0283752       1.42796         0.0411624       1.0133          0.0966299       
0.190251        -49.9524        5000            28235.9         0               
0               0               0               0               0               
0               0               
107             -1.14855        1.88728         -9.72411        23986.4         
0.823351        14.9653         35.4415         5491.56         262.281         
38.7495         -10.976         4615.96         24052.9         4508.44         
200.808         161.163         49.9377         5               135.38          
169.439         7.31972         90              0               1.01441         
0               2.3284          10.9912         11.0606         10.9912         
0.0281862       1.4145          0.0406382       1.01221         0.0980087       
0.192524        -49.9377        5000            28009.6         0               
0               0               0               0               0               
0               0               
108             -1.16478        1.91371         -9.71065        24245.5         
0.824996        14.9671         35.4433         5441.63         262.972         
39.1809         -10.9447        4816.44         24215           4558.37         
200.137         163.116         49.9283         5               135.379         
169.269         7.22807         90              0               1.01359         
0               2.29616         11.1572         11.234          11.1572         
0.0280701       1.40138         0.0400756       1.0118          0.0994654       
0.195217        -49.9283        5000            27782.3         0               
0               0               0               0               0               
0               0               
109             -1.1811         1.94128         -9.70222        24503           
0.826572        14.9689         35.4451         5391.7          263.643         
39.6172         -10.9162        5016.22         24379.1         4608.3          
199.415         165.071         49.9268         5               135.378         
169.122         7.14174         90              0               1.0133          
0               2.26653         11.3226         11.3936         11.3226         
0.0280169       1.38859         0.0395584       1.01223         0.10085         
0.198027        -49.9268        5000            27553.9         0               
0               0               0               0               0               
0               0               
110             -1.19752        1.96759         -9.70047        24758.7         
0.828081        14.9707         35.4469         5341.78         264.292         
40.0584         -10.889         5215.25         24545.1         4658.22         
198.644         167.027         49.9264         5               135.377         
168.998         7.06129         90              0               1.01367         
0               2.23954         11.4733         11.5388         11.4733         
0.0279618       1.37611         0.0390874       1.01273         0.102172        
0.200707        -49.9264        5000            27324.6         0               
0               0               0               0               0               
0               0               
111             -1.21379        1.99288         -9.69941        25012.7         
0.829523        14.9726         35.4486         5291.85         264.921         
40.5041         -10.8621        5413.49         24713.1         4708.15         
197.826         168.984         49.9234         5               135.376         
168.897         6.98367         90              0               1.01409         
0               2.21339         11.6179         11.6833         11.6179         
0.0278842       1.36393         0.0386309       1.01294         0.103494        
0.203284        -49.9234        5000            27094.2         0               
0               0               0               0               0               
0               0               
112             -1.2298         2.01818         -9.69614        25265           
0.8309          14.9744         35.4504         5241.93         265.529         
40.9544         -10.836         5610.89         24883.1         4758.07         
196.96          170.94          49.919          5               135.375         
168.818         6.90747         90              0               1.01429         
0               2.18733         11.7653         11.8325         11.7653         
0.0278001       1.35205         0.0381761       1.01302         0.104837        
0.205862        -49.919         5000            26863           0               
0               0               0               0               0               
0               0               
113             -1.24559        2.04379         -9.69181        25515.4         
0.832213        14.9763         35.4522         5192.01         266.117         
41.4093         -10.8109        5807.39         25055           4807.99         
196.047         172.895         49.9151         5               135.374         
168.761         6.83323         90              0               1.0144          
0               2.16173         11.9155         11.9831         11.9155         
0.0277232       1.34045         0.0377293       1.01317         0.106183        
0.20847         -49.9151        5000            26630.7         0               
0               0               0               0               0               
0               0               
114             -1.32744        2.31172         -11.1588        25762.8         
0.833441        14.9782         35.4539         5142.13         266.676         
41.8776         -10.7388        6002.96         25228.9         4857.87         
195.082         174.9           49.6901         5               135.374         
168.731         7.44143         90              0               1.16726         
0               2.65589         11.58           10.3481         11.58           
0.0671816       1.32917         0.0463541       1.75506         0.105498        
0.235796        -49.6901        5000            26397.5         0               
0               0               0               0               0               
0               0               
115             -2.18488        2.45403         -20.0169        25921           
0.833319        14.9802         35.4557         5094.53         266.749         
42.4373         -9.49096        6197.57         25405.1         4905.47         
194.17          177.534         43.9848         5               135.373         
169.077         8.43953         90              0               2.0686          
0               5.15093         6.75664         4.70647         6.75664         
0.106905        1.32153         0.0899007       2.61208         0.085002        
0.250307        -43.9848        5000            26163.1         0               
0               0               0               0               0               
0               0               
116             -2.92654        1.82961         -24.676         25801.4         
0.829263        14.9822         35.4574         5056.87         265.519         
42.9059         -6.60204        6391.29         25583.7         4943.13         
193.196         179.566         30.5274         5               135.372         
170.482         7.89728         90              0               2.54133         
0               6.37247         4.20141         3.88946         4.20141         
0.0837862       1.32542         0.111221        2.37993         0.0862918       
0.186615        -30.5274        5000            25927.2         0               
0               0               0               0               0               
0               0               
117             -2.30818        1.75087         -21.2576        25520.9         
0.823422        14.9841         35.4592         5033.58         263.732         
43.2955         -3.6189         6583.73         25763.8         4966.42         
191.568         180.497         16.6467         5               135.371         
172.298         8.4749          90              0               2.18808         
0               5.37927         4.79101         5.55876         4.79101         
0.0416762       1.33664         0.093886        1.67619         0.106191        
0.178583        -16.6467        5000            25690.9         0               
0               0               0               0               0               
0               0               
118             -1.50648        1.91199         -14.9359        25278.5         
0.818826        14.9861         35.4609         5021.67         262.324         
43.7021         -1.80378        6774.3          25944.7         4978.33         
189.551         181.152         8.2571          5               135.37          
173.682         8.77252         90              0               1.54253         
0               3.59977         7.4734          9.09965         7.4734          
0.0199422       1.34675         0.0628278       1.18926         0.122571        
0.195016        -8.2571         5000            25455.1         0               
0               0               0               0               0               
0               0               
119             -1.20878        2.1635          -10.9357        25086.2         
0.815344        14.9881         35.4626         5015.2          261.24          
44.1551         -1.17309        6962.79         26126.2         4984.8          
187.389         181.942         5.34834         5               135.369         
174.713         7.85103         90              0               1.14138         
0               2.52194         11.3671         12.9235         11.3671         
0.0236597       1.35491         0.0440162       1.10199         0.128836        
0.220669        -5.34834        5000            25219.9         0               
0               0               0               0               0               
0               0               
120             -1.16434        2.3938          -10.3631        24907.9         
0.812171        14.9902         35.4642         5010.25         260.24          
44.6683         -1.02426        7149.02         26308.6         4989.75         
185.05          182.92          4.65201         5               135.368         
175.645         7.72643         90              0               1.08886         
0               2.42441         12.993          12.8242         12.993          
0.0344802       1.36255         0.042314        1.19149         0.121969        
0.244158        -4.65201        5000            24985.1         0               
0               0               0               0               0               
0               0               
121             -1.18058        2.31119         -11.1423        24724.6         
0.808947        14.9922         35.4659         5006.03         259.218         
45.2017         -0.803489       7332.86         26492           4993.97         
182.631         183.921         3.63504         5               135.367         
176.586         8.16353         90              0               1.165           
0               2.66761         11.6358         10.9003         11.6358         
0.037082        1.3705          0.0465585       1.211           0.110913        
0.235732        -3.63504        5000            24750.8         0               
0               0               0               0               0               
0               0               
122             -1.16473        2.11878         -11.2775        24528.1         
0.805567        14.9942         35.4675         5003.17         258.143         
45.6996         -0.460709       7514.31         26676.4         4996.83         
180.286         184.743         2.07567         5               135.366         
177.563         8.31942         90              0               1.17469         
0               2.70454         10.6267         10.523          10.6267         
0.0324091       1.37917         0.0472032       1.13422         0.107964        
0.216106        -2.07567        5000            24516.8         0               
0               0               0               0               0               
0               0               
123             -1.10926        2.06653         -10.6106        24324.7         
0.802142        14.9963         35.4691         5001.77         257.05          
46.1709         -0.186801       7693.45         26861.5         4998.23         
178.009         185.437         0.838056        5               135.366         
178.544         8.15868         90              0               1.10649         
0               2.51698         11.0676         11.4956         11.0676         
0.0279069       1.38831         0.0439296       1.0509          0.1111          
0.210777        -0.838056       5000            24283.4         0               
0               0               0               0               0               
0               0               
124             -1.05879        2.12045         -9.92393        24123.6         
0.798789        14.9983         35.4707         5001.23         255.979         
46.6463         -0.0775664      7870.33         27047.3         4998.77         
175.729         186.129         0.346541        5               135.365         
179.499         7.95529         90              0               1.0386          
0               2.33751         12.1081         12.5249         12.1081         
0.0272818       1.39751         0.0407973       1.02027         0.113628        
0.216277        -0.346541       5000            24050.5         0               
0               0               0               0               0               
0               0               
125             -1.03012        2.17626         -9.69869        23928.5         
0.795535        15.0004         35.4723         5000.92         254.938         
47.1377         -0.072733       8044.9          27233.8         4999.08         
173.419         186.867         0.323626        5               135.364         
180.425         7.96426         90              0               1.01722         
0               2.29884         12.6545         12.7131         12.6545         
0.0289535       1.40656         0.0401222       1.02995         0.112964        
0.221969        -0.323626       5000            23818.2         0               
0               0               0               0               0               
0               0               
126             -1.01448        2.17482         -9.802          23738.4         
0.792351        15.0024         35.4738         5000.58         253.919         
47.6375         -0.0753002      8217.16         27421           4999.42         
171.095         187.62          0.33371         5               135.363         
181.331         8.13967         90              0               1.02745         
0               2.35231         12.4929         12.339          12.4929         
0.0300644       1.4155          0.0410555       1.04094         0.110742        
0.221822        -0.33371        5000            23586.4         0               
0               0               0               0               0               
0               0               
127             -0.99904        2.13925         -9.90103        23551.4         
0.789208        15.0045         35.4754         5000.29         252.914         
48.1342         -0.0499344      8387.1          27609           4999.71         
168.792         188.347         0.220419        5               135.362         
182.224         8.30869         90              0               1.03652         
0               2.39906         12.1811         12.0851         12.1811         
0.0298181       1.42442         0.0418714       1.03681         0.10942         
0.218194        -0.220419       5000            23355.1         0               
0               0               0               0               0               
0               0               
128             -0.978714       2.11627         -9.86588        23367.1         
0.786106        15.0066         35.4769         5000.15         251.92          
48.6255         -0.0173284      8554.75         27797.7         4999.85         
166.514         189.043         0.0761904       5               135.361         
183.106         8.40946         90              0               1.03245         
0               2.40491         12.1092         12.1339         12.1092         
0.0291521       1.43333         0.0419736       1.02603         0.10943         
0.215851        -0.0761904      5000            23124.2         0               
0               0               0               0               0               
0               0               
129             -0.956866       2.11619         -9.77607        23186.3         
0.783058        15.0087         35.4784         5000.12         250.945         
49.1164         -0.00117011     8720.13         27987.1         4999.88         
164.249         189.724         0.00512484      5               135.36          
183.971         8.48343         90              0               1.0234          
0               2.39645         12.2207         12.2788         12.2207         
0.0289397       1.44218         0.0418259       1.02008         0.109767        
0.215842        -0.00512484     5000            22893.9         0               
0               0               0               0               0               
0               0               
130             -0.937434       2.1228          -9.73027        23009.8         
0.780072        15.0108         35.4798         5000.11         249.988         
49.6102         -0.00158988     8883.25         28177.1         4999.89         
161.988         190.405         0.00693684      5               135.359         
184.819         8.58068         90              0               1.0189          
0               2.40304         12.3089         12.3236         12.3089         
0.0291909       1.45095         0.0419409       1.02068         0.109684        
0.216516        -0.00693684     5000            22664           0               
0               0               0               0               0               
0               0               
131             -0.920727       2.12227         -9.73996        22837.4         
0.777143        15.0129         35.4813         5000.1          249.051         
50.1068         -0.00557919     9044.11         28367.9         4999.9          
159.731         191.082         0.0242514       5               135.359         
185.651         8.70658         90              0               1.01981         
0               2.42654         12.2893         12.2623         12.2893         
0.0294759       1.45962         0.0423511       1.02293         0.109235        
0.216462        -0.0242514      5000            22434.5         0               
0               0               0               0               0               
0               0               
132             -0.904953       2.11462         -9.76153        22668.7         
0.774267        15.015          35.4827         5000.07         248.129         
50.6041         -0.0050871      9202.71         28559.3         4999.93         
157.481         191.749         0.0220306       5               135.358         
186.467         8.83776         90              0               1.02174         
0               2.45281         12.2197         12.19           12.2197         
0.0295565       1.46821         0.0428097       1.02321         0.108797        
0.215682        -0.0220306      5000            22205.5         0               
0               0               0               0               0               
0               0               
133             -0.88889        2.1066          -9.76487        22503.5         
0.771439        15.0171         35.4841         5000.06         247.224         
51.1014         -0.0014964      9359.08         28751.4         4999.94         
155.243         192.404         0.00645679      5               135.357         
187.27          8.95885         90              0               1.02185         
0               2.47296         12.1726         12.1605         12.1726         
0.0295162       1.47674         0.0431613       1.02186         0.108546        
0.214864        -0.00645679     5000            21976.9         0               
0               0               0               0               0               
0               0               
134             -0.878144       2.10222         -9.75817        22341.5         
0.768657        15.0192         35.4855         5000.06         246.333         
51.599          0.00122069      9513.2          28944.1         4999.94         
153.012         193.047         -0.00524814     5               135.356         
188.06          9.03148         90              0               1.02105         
0               2.48812         12.1569         12.1511         12.1569         
0.0294709       1.48422         0.0434258       1.02058         0.108377        
0.214417        0.00524814      5000            21748.7         0               
0               0               0               0               0               
0               0               
135             -0.872962       2.09802         -9.74722        22181.2         
0.765895        15.0214         35.4868         5000.07         245.448         
52.0974         0.00201628      9665.1          29137.5         4999.93         
150.784         193.672         -0.00863748     5               135.355         
188.844         9.05567         90              0               1.01986         
0               2.50003         12.1467         12.1423         12.1467         
0.0294815       1.49065         0.0436338       1.01994         0.108172        
0.213988        0.00863748      5000            21520.9         0               
0               0               0               0               0               
0               0               
136             -0.868083       2.09424         -9.74202        22022.5         
0.76315         15.0235         35.4882         5000.07         244.568         
52.5968         0.000685221     9814.77         29331.4         4999.93         
148.556         194.28          -0.00292488     5               135.354         
189.623         9.08279         90              0               1.01925         
0               2.51429         12.1311         12.1203         12.1311         
0.0295845       1.4971          0.0438827       1.02028         0.107911        
0.213604        0.00292488      5000            21293.6         0               
0               0               0               0               0               
0               0               
137             -0.86365        2.08944         -9.74587        21865.3         
0.760421        15.0257         35.4895         5000.07         243.694         
53.0969         -0.00071299     9962.21         29526           4999.93         
146.329         194.87          0.00303253      5               135.353         
190.398         9.11433         90              0               1.01952         
0               2.53168         12.0986         12.081          12.0986         
0.0296931       1.50355         0.0441862       1.02079         0.10759         
0.213113        -0.00303253     5000            21066.6         0               
0               0               0               0               0               
0               0               
138             -0.859324       2.08324         -9.75102        21709.4         
0.757706        15.0278         35.4908         5000.07         242.824         
53.5976         -0.000888648    10107.4         29721.2         4999.93         
144.104         195.441         0.00376615      5               135.352         
191.169         9.14611         90              0               1.0199          
0               2.5495          12.0575         12.0391         12.0575         
0.0297593       1.51001         0.0444972       1.02083         0.107257        
0.212481        -0.00376615     5000            20840.1         0               
0               0               0               0               0               
0               0               
139             -0.854869       2.07666         -9.75206        21554.9         
0.755005        15.03           35.4921         5000.07         241.958         
54.0985         -0.000298111    10250.4         29916.9         4999.93         
141.883         195.992         0.00125891      5               135.352         
191.935         9.17545         90              0               1.01985         
0               2.56605         12.0196         12.0039         12.0196         
0.0298021       1.51649         0.0447861       1.0205          0.106938        
0.21181         -0.00125891     5000            20614           0               
0               0               0               0               0               
0               0               
140             -0.850335       2.07034         -9.75013        21401.8         
0.752318        15.0321         35.4934         5000.07         241.097         
54.5996         0.000121035     10391.2         30113.1         4999.93         
139.664         196.524         -0.000509308    5               135.351         
192.698         9.20307         90              0               1.01952         
0               2.58185         11.9865         11.9719         11.9865         
0.0298551       1.52299         0.0450617       1.0202          0.106618        
0.211166        0.000509308     5000            20388.3         0               
0               0               0               0               0               
0               0               
141             -0.845876       2.06404         -9.74864        21250           
0.749645        15.0343         35.4946         5000.07         240.24          
55.1011         8.08066e-05     10529.8         30309.9         4999.93         
137.449         197.036         -0.000338821    5               135.35          
193.457         9.23069         90              0               1.01923         
0               2.59803         11.9527         11.9365         11.9527         
0.0299265       1.52949         0.0453442       1.02007         0.106272        
0.210523        0.000338821     5000            20163           0               
0               0               0               0               0               
0               0               
142             -0.841543       2.05727         -9.74881        21099.5         
0.746987        15.0365         35.4958         5000.07         239.389         
55.6028         -0.000114037    10666.1         30507.2         4999.93         
135.237         197.529         0.000476462     5               135.349         
194.212         9.25886         90              0               1.01909         
0               2.61496         11.9141         11.8957         11.9141         
0.0300034       1.53601         0.0456396       1.02001         0.105895        
0.209832        -0.000476462    5000            19938.1         0               
0               0               0               0               0               
0               0               
143             -0.837288       2.04991         -9.7496         20950.4         
0.744342        15.0387         35.497          5000.06         238.541         
56.1046         -0.000167331    10800.2         30705           4999.94         
133.029         198.003         0.000696654     5               135.348         
194.962         9.28703         90              0               1.01901         
0               2.63225         11.8716         11.8519         11.8716         
0.0300753       1.54255         0.0459414       1.0199          0.105497        
0.209081        -0.000696654    5000            19713.6         0               
0               0               0               0               0               
0               0               
144             -0.833058       2.04212         -9.74991        20802.5         
0.741711        15.0409         35.4982         5000.06         237.698         
56.6063         -7.86686e-05    10932.2         30903.2         4999.94         
130.826         198.456         0.000326366     5               135.347         
195.709         9.31467         90              0               1.01887         
0               2.64953         11.8274         11.8073         11.8274         
0.0301429       1.54909         0.046243        1.01971         0.105085        
0.208287        -0.000326366    5000            19489.6         0               
0               0               0               0               0               
0               0               
145             -0.828852       2.03406         -9.74966        20656           
0.739093        15.0431         35.4994         5000.06         236.859         
57.1079         6.09918e-06     11061.9         31101.9         4999.94         
128.628         198.889         -2.52139e-05    5               135.346         
196.452         9.34178         90              0               1.01867         
0               2.66679         11.7822         11.7616         11.7822         
0.0302122       1.55565         0.0465443       1.01951         0.104658        
0.207465        2.52139e-05     5000            19266           0               
0               0               0               0               0               
0               0               
146             -0.824692       2.02572         -9.74938        20510.6         
0.736489        15.0452         35.5005         5000.06         236.025         
57.6093         1.39716e-05     11189.4         31301           4999.94         
126.436         199.303         -5.75547e-05    5               135.345         
197.192         9.3686          90              0               1.01846         
0               2.68424         11.7355         11.714          11.7355         
0.0302855       1.56223         0.0468488       1.01933         0.104212        
0.206615        5.75547e-05     5000            19042.8         0               
0               0               0               0               0               
0               0               
147             -0.820592       2.01702         -9.74937        20366.6         
0.733898        15.0475         35.5017         5000.06         235.194         
58.1104         -1.80375e-05    11314.8         31500.5         4999.94         
124.249         199.696         7.40422e-05     5               135.344         
197.927         9.39528         90              0               1.01827         
0               2.70196         11.6864         11.6637         11.6864         
0.0303613       1.56882         0.0471582       1.01917         0.103746        
0.205728        -7.40422e-05    5000            18820           0               
0               0               0               0               0               
0               0               
148             -0.816546       2.00793         -9.74951        20223.8         
0.73132         15.0497         35.5028         5000.06         234.368         
58.6111         -3.36934e-05    11437.9         31700.4         4999.94         
122.069         200.069         0.000137823     5               135.344         
198.659         9.42175         90              0               1.01809         
0               2.71992         11.6348         11.6111         11.6348         
0.0304374       1.57542         0.0474715       1.01899         0.10326         
0.204799        -0.000137823    5000            18597.7         0               
0               0               0               0               0               
0               0               
149             -0.812543       1.99845         -9.7496         20082.1         
0.728755        15.0519         35.5039         5000.06         233.546         
59.1112         -2.24641e-05    11558.9         31900.6         4999.94         
119.896         200.421         9.15669e-05     5               135.343         
199.387         9.44793         90              0               1.01789         
0               2.73802         11.5811         11.5566         11.5811         
0.0305136       1.58204         0.0477875       1.01879         0.102755        
0.203833        -9.15669e-05    5000            18375.8         0               
0               0               0               0               0               
0               0               
150             -0.80858        1.98861         -9.74959        19941.7         
0.726203        15.0541         35.5049         5000.06         232.728         
59.6108         -6.85702e-06    11677.7         32101.2         4999.94         
117.731         200.754         2.78524e-05     5               135.342         
200.112         9.47378         90              0               1.01768         
0               2.75628         11.5256         11.5002         11.5256         
0.0305907       1.58867         0.0481061       1.01858         0.102233        
0.20283         -2.78524e-05    5000            18154.3         0               
0               0               0               0               0               
0               0               
151             -0.804661       1.97843         -9.74956        19802.5         
0.723663        15.0563         35.506          5000.06         231.915         
60.1096         -3.22273e-06    11794.4         32302.1         4999.94         
115.573         201.065         1.30446e-05     5               135.341         
200.833         9.49935         90              0               1.01746         
0               2.7747          11.4681         11.4417         11.4681         
0.0306694       1.59531         0.0484277       1.01837         0.101691        
0.201791        -1.30446e-05    5000            17933.3         0               
0               0               0               0               0               
0               0               
152             -0.800788       1.96789         -9.74958        19664.4         
0.721136        15.0585         35.507          5000.06         231.105         
60.6076         -8.22252e-06    11908.9         32503.3         4999.94         
113.423         201.357         3.31658e-05     5               135.34          
201.55          9.52467         90              0               1.01724         
0               2.79333         11.4084         11.3811         11.4084         
0.0307495       1.60197         0.0487527       1.01816         0.101131        
0.200716        -3.31658e-05    5000            17712.7         0               
0               0               0               0               0               
0               0               
153             -0.79696        1.95698         -9.74962        19527.5         
0.718621        15.0607         35.508          5000.06         230.299         
61.1047         -1.17718e-05    12021.2         32704.8         4999.94         
111.283         201.628         4.73165e-05     5               135.339         
202.264         9.54974         90              0               1.01702         
0               2.81214         11.3467         11.3184         11.3467         
0.0308306       1.60865         0.0490812       1.01794         0.100551        
