1 insat2: 1 missile vs 2 target with 2 passive satellites  ' Missile_c1 ' Mar  5 2016 14:33:23
  0  0 47
time            FSPV1           FSPV2           FSPV3           pdynmc          
mach            lonx            latx            alt             dvbe            
psivgx          thtvgx          SBEG1           SBEG2           SBEG3           
VBEG1           VBEG2           VBEG3           mprop           cg              
thrust          cl_ov_cd        psivgcx         thtvgcx         anx             
avx             alphax          phimvx          phicx           phix            
qq              tip             alp             ancomx          alcomx          
alx             altd            altcom          wp_grdrange     wp_flag         
range_go        STBG1           STBG2           STBG3           time_go         
psisbx          thtsbx          
837.812         9.65808         90              0               0.997097        
0               2.88565         5.22682         5.12207         5.22682         
0.0304876       1.65043         0.0503641       0.996916        0.0446134       
0.0911515       -2.94171e-05    5000            3126.99         1               
0               0               0               0               0               
0               0               
219             0.000389303     0.852967        -9.74744        18478.7         
0.699064        15.2179         35.5397         5000.24         224.07          
88.3436         -9.80812e-06    15552.5         46938.7         4999.76         
6.47682         223.976         3.83572e-05     4               135.212         
837.582         9.65636         90              0               0.996728        
0               2.884           4.98888         4.87938         4.98888         
0.0304711       1.65039         0.0503352       0.996548        0.0424839       
0.0869989       -3.83572e-05    5000            2903.15         1               
0               0               0               0               0               
0               0               
220             0.000340404     0.810389        -9.74743        18478.7         
0.699064        15.2204         35.5398         5000.24         224.07          
88.5667         -1.22762e-05    15558.5         47162.7         4999.76         
5.60465         224             4.80092e-05     4               135.209         
837.356         9.65464         90              0               0.996361        
0               2.88235         4.73983         4.62506         4.73983         
0.0304546       1.65034         0.0503064       0.996182        0.0402548       
0.0826561       -4.80092e-05    5000            2679.29         1               
0               0               0               0               0               
0               0               
221             0.000294305     0.765728        -9.74743        18478.7         
0.699064        15.2229         35.5399         5000.24         224.07          
88.7787         -1.49355e-05    15563.7         47386.7         4999.76         
4.77598         224.019         5.84093e-05     4               135.207         
837.133         9.65294         90              0               0.995996        
0               2.88071         4.47836         4.35765         4.47836         
0.0304383       1.65029         0.0502778       0.995818        0.0379135       
0.0781009       -5.84093e-05    5000            2455.42         1               
0               0               0               0               0               
0               0               
222             0.000251111     0.718703        -9.74743        18478.7         
0.699065        15.2253         35.5399         5000.24         224.07          
88.9789         -1.77877e-05    15568.1         47610.7         4999.76         
3.99305         224.035         6.95633e-05     4               135.205         
836.914         9.65124         90              0               0.995633        
0               2.87908         4.20279         4.07528         4.20279         
0.0304222       1.65025         0.0502494       0.995458        0.0354438       
0.0733045       -6.95633e-05    5000            2231.55         1               
0               0               0               0               0               
0               0               
223             0.000210945     0.668942        -9.74742        18478.7         
0.699065        15.2278         35.5399         5000.24         224.07          
89.1668         -2.08326e-05    15571.7         47834.7         4999.76         
3.25843         224.047         8.14715e-05     4               135.203         
836.7           9.64956         90              0               0.995275        
0               2.87747         3.91089         3.77541         3.91089         
0.0304064       1.6502          0.0502213       0.995102        0.0328239       
0.0682291       -8.14715e-05    5000            2007.67         1               
0               0               0               0               0               
0               0               
224             0.000173949     0.615932        -9.74742        18478.7         
0.699065        15.2303         35.5399         5000.24         224.07          
89.3415         -2.40854e-05    15574.6         48058.8         4999.76         
2.5751          224.056         9.41923e-05     4               135.201         
836.49          9.64789         90              0               0.994921        
0               2.87588         3.59958         3.45451         3.59958         
0.0303908       1.65015         0.0501935       0.994751        0.0300233       
0.0628224       -9.41923e-05    5000            1783.78         1               
0               0               0               0               0               
0               0               
225             0.000140279     0.558944        -9.74742        18478.8         
0.699065        15.2328         35.54           5000.24         224.07          
89.5022         -2.76126e-05    15576.9         48282.9         4999.76         
1.94667         224.062         0.000107986     4               135.199         
836.286         9.64625         90              0               0.994573        
0               2.87431         3.26449         3.10744         3.26449         
0.0303756       1.65011         0.0501662       0.994407        0.0269975       
0.0570098       -0.000107986    5000            1559.89         1               
0               0               0               0               0               
0               0               
226             0.000110092     0.49688         -9.74742        18478.8         
0.699066        15.2352         35.54           5000.24         224.07          
89.6477         -3.16154e-05    15578.5         48506.9         4999.76         
1.37764         224.066         0.00012364      4               135.197         
836.089         9.64464         90              0               0.994232        
0               2.87278         2.89902         2.72631         2.89902         
0.0303607       1.65006         0.0501394       0.99407         0.0236781       
0.0506796       -0.00012364     5000            1336            1               
0               0               0               0               0               
0               0               
227             8.34994e-05     0.428002        -9.74741        18478.8         
0.699066        15.2377         35.54           5000.24         224.071         
89.7765         -3.66274e-05    15579.6         48731           4999.76         
0.873883        224.069         0.000143241     4               135.195         
835.899         9.64306         90              0               0.993901        
0               2.87128         2.49268         2.29826         2.49268         
0.0303465       1.65001         0.0501133       0.993745        0.0199539       
0.0436543       -0.000143241    5000            1112.11         1               
0               0               0               0               0               
0               0               
228             6.04168e-05     0.349315        -9.7474         18478.8         
0.699066        15.2402         35.54           5000.24         224.071         
89.8866         -4.40461e-05    15580.3         48955.1         4999.76         
0.443576        224.07          0.000172254     4               135.193         
835.717         9.64154         90              0               0.993581        
0               2.86983         2.02731         1.80023         2.02731         
0.0303331       1.64996         0.050088        0.993434        0.0156249       
0.0356285       -0.000172254    5000            888.214         1               
0               0               0               0               0               
0               0               
229             4.00519e-05     0.255004        -9.74736        18478.8         
0.699066        15.2427         35.54           5000.24         224.071         
89.9747         -5.78572e-05    15580.5         49179.1         4999.76         
0.099084        224.071         0.000226266     4               135.191         
835.547         9.6401          90              0               0.993281        
0               2.86847         1.4674          1.18462         1.4674          
0.0303214       1.64992         0.0500642       0.993149        0.0102786       
0.0260093       -0.000226266    5000            664.319         1               
0               0               0               0               0               
0               0               
230             1.8669e-05      0.131262        -9.74721        18478.8         
0.699066        15.2451         35.54           5000.24         224.071         
90.0353         -9.20227e-05    15580.5         49403.2         4999.76         
-0.138186       224.071         0.00035988      4               135.189         
835.394         9.63882         90              0               0.993018        
0               2.86726         0.727494        0.32612         0.727494        
0.0303137       1.64987         0.0500432       0.992926        0.00282891      
0.0133882       -0.00035988     5000            440.424         1               
0               0               0               0               0               
0               0               
231             -2.56982e-05    -0.0710607      -9.74635        18478.8         
0.699067        15.2476         35.54           5000.23         224.071         
90.0563         -0.000222301    15580.3         49627.3         4999.77         
-0.220323       224.071         0.000869368     4               135.187         
835.273         9.63803         90              0               0.992867        
0               2.86656         -0.506372       -1.32848        -0.506372       
0.0303241       1.64982         0.050031        0.992953        -0.0115221      
-0.00724788     -0.000869368    5000            216.529         1               
0               0               0               0               0               
0               0               
232             0.0346485       -1.57056        -1.84021        18484.3         
0.699164        15.2501         35.54           5000.03         224.108         
89.8445         -0.407579       15580.3         49851.3         4999.97         
0.608215        224.101         1.5942          4               135.185         
800.499         2.60348         90              0               0.24677         
0               -0.585723       -43.6065        -367.028        -43.6065        
-0.126093       1.65002         -0.0102228      -1              -0.793589       
-0.16019        -1.5942         2000            19722.5         0               
0               0               0               0               0               
0               0               
233             -0.792618       -6.91559        5.63144         18483.9         
0.698834        15.2526         35.54           4992.49         224.01          
89.3241         -3.78782        15581.3         50075.3         5007.51         
2.63669         223.505         14.7985         4               135.183         
1123.22         -4.10841        90              0               -0.913223       
0               -5.11379        52.457          62.5307         52.457          
-0.0929077      1.64473         -0.0892525      -1              -0.498876       
-0.705358       -14.7985        2000            19538.6         0               
0               0               0               0               0               
0               0               
234             -0.841004       -2.28539        11.2775         18561.3         
0.699253        15.255          35.5401         4969.29         224.245         
87.7247         -8.38835        15587.5         50298           5030.71         
8.80741         221.671         32.7133         4               135.179         
1497.3          -4.29185        90              0               -1.17614        
0               -6.00669        8.81472         -14.401         8.81472         
-0.0475404      1.634           -0.104837       -0.772271       0.147934        
-0.233098       -32.7133        2000            19359.5         0               
0               0               0               0               0               
0               0               
235             -0.76768        0.595093        0.787504        18834.7         
0.702449        15.2574         35.5401         4927.2          225.427         
87.922          -12.7128        15596.1         50518.5         5072.8          
7.97356         219.756         49.6083         4               135.177         
315.069         -0.850653       90              0               -0.102882       
0               -1.27815        -40.5637        -229.467        -40.5637        
0.113678        1.63432         -0.0223079      1.26375         0.208022        
0.0606955       -49.6083        2000            19184.4         0               
0               0               0               0               0               
0               0               
236             -0.958984       5.17181         -11.2282        19198           
0.706725        15.2599         35.5402         4874.73         226.948         
88.446          -13.6126        15603.7         50738.4         5125.27         
5.98161         220.491         53.4133         5               135.176         
206.089         10.2283         90              0               1.26454         
0               3.97758         23.8339         15.15           23.8339         
0.0945481       1.61386         0.069422        1.47381         0.167316        
0.527481        -53.4133        2000            19010.3         0               
0               0               0               0               0               
0               0               
237             -1.13557        1.33299         -14.1162        19495.1         
0.709717        15.2623         35.5402         4823.04         228.039         
89.3441         -12.5369        15607.6         50959.9         5176.96         
2.54806         222.588         49.5            5               135.175         
205.441         10.2413         90              0               1.45074         
0               4.40728         4.89643         0.716843        4.89643         
0.0233562       1.59562         0.0769215       0.952477        0.00908157      
0.135952        -49.5           2000            18833.6         0               
0               0               0               0               0               
0               0               
238             -0.794525       0.826357        -9.75155        19786.3         
0.712714        15.2648         35.5403         4775.01         229.153         
89.5525         -11.9126        15609.7         51183.4         5224.99         
1.75123         224.211         47.3014         5               135.174         
204.784         9.3877          90              0               1.0008          
0               2.58817         5.19123         8.4206          5.19123         
0.00195107      1.57852         0.0451722       0.727759        0.0736159       
0.0842788       -47.3014        2000            18655.2         0               
0               0               0               0               0               
0               0               
239             -0.728682       1.6723          -7.58127        20112           
0.71628         15.2673         35.5403         4727.16         230.444         
89.8847         -12.2153        15610.9         51408.2         5272.84         
0.453381        225.226         48.7586         5               135.173         
203.975         7.95793         90              0               0.79375         
0               1.83461         12.6751         14.6575         12.6751         
0.0216836       1.5602          0.03202         0.895205        0.101657        
0.170553        -48.7586        2000            18476.2         0               
0               0               0               0               0               
0               0               
240             -0.78234        1.91903         -8.86364        20457.7         
0.720035        15.2698         35.5403         4677.43         231.797         
90.3703         -12.5778        15610.4         51633.9         5322.57         
-1.46195        226.229         50.4772         5               135.172         
203.128         8.81973         90              0               0.927356        
0               2.32487         12.0248         10.2759         12.0248         
0.0372204       1.54128         0.0405766       1.07219         0.0832496       
0.195713        -50.4772        2000            18296.5         0               
0               0               0               0               0               
0               0               
241             -0.854923       1.62639         -10.2945        20803.2         
0.723658        15.2723         35.5402         4626.78         233.108         
90.8278         -12.5349        15608           51860.7         5373.22         
-3.28733        227.528         50.5926         5               135.172         
202.329         9.47534         90              0               1.06585         
0               2.76254         8.89821         8.23061         8.89821         
0.0344438       1.52276         0.0482154       1.07335         0.0766274       
0.165865        -50.5926        2000            18115.7         0               
0               0               0               0               0               
0               0               
242             -0.864801       1.61498         -10.3165        21139.8         
0.727065        15.2748         35.5402         4576.49         234.351         
91.2378         -12.3177        15603.9         52088.9         5423.51         
-4.94581        228.903         49.9948         5               135.171         
201.597         9.41654         90              0               1.06789         
0               2.6989          8.95258         9.46814         8.95258         
0.0275796       1.50511         0.0471046       1.01179         0.0883174       
0.164699        -49.9948        2000            17933.8         0               
0               0               0               0               0               
0               0               
243             -0.849972       1.76605         -9.78326        21474.8         
0.730394        15.2773         35.5402         4526.66         235.571         
91.6696         -12.1903        15598.1         52318.5         5473.34         
-6.70863        230.161         49.7429         5               135.17          
200.892         9.09369         90              0               1.01663         
0               2.46969         10.2944         10.841          10.2944         
0.0258349       1.488           0.0431043       0.989712        0.0962737       
0.180102        -49.7429        2000            17750.9         0               
0               0               0               0               0               
0               0               
244             -0.852218       1.86826         -9.57638        21812.8         
0.733704        15.2799         35.5401         4476.86         236.786         
92.1323         -12.1626        15590.4         52549.2         5523.14         
-8.61251        231.311         49.8876         5               135.169         
200.199         8.91353         90              0               0.997741        
0               2.36705         11.0551         11.1879         11.0551         
0.0276209       1.47119         0.0413128       1.00722         0.0975095       
0.190523        -49.8876        2000            17567           0               
0               0               0               0               0               
0               0               
245             -0.868069       1.90274         -9.7057         22152.8         
0.73697         15.2824         35.54           4426.89         237.988         
92.6089         -12.1383        15580.8         52781.1         5573.11         
-10.5904        232.426         50.0421         5               135.168         
199.527         8.91305         90              0               1.0114          
0               2.37369         11.0874         11.0474         11.0874         
0.0287868       1.45467         0.0414288       1.02339         0.0976022       
0.194037        -50.0421        2000            17382.1         0               
0               0               0               0               0               
0               0               
246             -0.883664       1.92699         -9.8319         22492.7         
0.74016         15.285          35.5399         4376.83         239.166         
93.0889         -12.0781        15569.2         53014.1         5623.17         
-12.6023        233.532         50.0444         5               135.167         
198.882         8.90987         90              0               1.02455         
0               2.37412         11.0965         11.1678         11.0965         
0.0284264       1.43854         0.0414363       1.02366         0.0999473       
0.196506        -50.0444        2000            17196.2         0               
0               0               0               0               0               
0               0               
247             -0.894256       1.97748         -9.82767        22831.8         
0.743271        15.2876         35.5398         4326.82         240.32          
93.5755         -12.0046        15555.6         53248.1         5673.18         
-14.6595        234.607         49.9843         5               135.166         
198.266         8.83755         90              0               1.02512         
0               2.33341         11.3971         11.5803         11.3971         
0.0277362       1.42281         0.0407257       1.01848         0.103697        
0.201652        -49.9843        2000            17009.3         0               
0               0               0               0               0               
0               0               
248             -0.903305       2.04306         -9.77519        23170.7         
0.746313        15.2902         35.5396         4276.85         241.453         
94.0742         -11.941         15539.9         53483.3         5723.15         
-16.7837        235.632         49.9576         5               135.165         
197.675         8.73965         90              0               1.0212          
0               2.28113         11.8261         12.0141         11.8261         
0.0274842       1.40746         0.0398132       1.01727         0.10717         
0.208336        -49.9576        2000            16821.5         0               
0               0               0               0               0               
0               0               
249             -0.913699       2.10594         -9.75337        23509.6         
0.749293        15.2928         35.5395         4226.89         242.567         
94.5863         -11.8876        15522           53719.4         5773.11         
-18.9799        236.605         49.967          5               135.164         
197.107         8.65883         90              0               1.02035         
0               2.24085         12.2009         12.3505         12.2009         
0.0275223       1.39244         0.0391103       1.01966         0.110079        
0.214744        -49.967         2000            16632.7         0               
0               0               0               0               0               
0               0               
250             -0.925234       2.16347         -9.76107        23848.5         
0.75221         15.2954         35.5393         4176.92         243.662         
95.1104         -11.836         15501.9         53956.5         5823.08         
-21.2428        237.533         49.9776         5               135.164         
196.563         8.59491         90              0               1.02237         
0               2.21052         12.5123         12.6491         12.5123         
0.0275177       1.37776         0.0385809       1.02199         0.112964        
0.220608        -49.9776        2000            16442.9         0               
0               0               0               0               0               
0               0               
251             -0.936853       2.22169         -9.76856        24187.3         
0.75506         15.298          35.5391         4126.94         244.736         
95.6459         -11.7827        15479.5         54194.4         5873.06         
-23.5697        238.417         49.9754         5               135.163         
196.043         8.53154         90              0               1.02441         
0               2.18091         12.8297         12.9808         12.8297         
0.0274011       1.3634          0.038064        1.02303         0.116158        
0.22654         -49.9754        2000            16252.2         0               
0               0               0               0               0               
0               0               
252             -0.948239       2.28417         -9.76518        24525.7         
0.757845        15.3007         35.5389         4076.97         245.79          
96.1933         -11.7297        15454.8         54433.3         5923.03         
-25.9628        239.253         49.968          5               135.162         
195.546         8.46297         90              0               1.0255          
0               2.14934         13.1837         13.3498         13.1837         
0.027265        1.34936         0.0375131       1.02372         0.119586        
0.232907        -49.968         2000            16060.5         0               
0               0               0               0               0               
0               0               
253             -0.959629       2.34999         -9.75787        24863.7         
0.760566        15.3033         35.5386         4027            246.825         
96.7536         -11.6787        15427.6         54672.9         5973            
-28.4255        240.038         49.9632         5               135.161         
195.073         8.39317         90              0               1.02632         
0               2.11807         13.5597         13.7306         13.5597         
0.0271674       1.33563         0.0369673       1.02482         0.123096        
0.239615        -49.9632        2000            15867.9         0               
0               0               0               0               0               
0               0               
254             -0.971208       2.41749         -9.753          25201.3         
0.763224        15.306          35.5384         3977.04         247.839         
97.3272         -11.6298        15397.9         54913.3         6022.96         
-30.9595        240.769         49.9614         5               135.16          
194.622         8.3258          90              0               1.02747         
0               2.08877         13.9405         14.1124         13.9405         
0.0270973       1.3222          0.036456        1.0263          0.12666         
0.246494        -49.9614        2000            15674.3         0               
0               0               0               0               0               
0               0               
255             -0.982955       2.48648         -9.75048        25538.5         
0.765818        15.3087         35.5381         3927.08         248.834         
97.9146         -11.5823        15365.6         55154.5         6072.92         
-33.5658        241.445         49.9599         5               135.159         
194.193         8.26084         90              0               1.02893         
0               2.06127         14.3256         14.501          14.3256         
0.027031        1.30907         0.0359759       1.02787         0.130332        
0.253525        -49.9599        2000            15479.8         0               
0               0               0               0               0               
0               0               
256             -0.9948         2.55761         -9.74799        25875.1         
0.76835         15.3113         35.5378         3877.12         249.81          
98.5159         -11.5359        15330.7         55396.2         6122.88         
-36.2456        242.065         49.9574         5               135.158         
193.787         8.19708         90              0               1.0305          
0               2.03487         14.7216         14.903          14.7216         
0.0269638       1.29621         0.0355152       1.02945         0.134149        
0.260773        -49.9574        2000            15284.3         0               
0               0               0               0               0               
0               0               
257             -1.01044        2.63181         -9.74745        26211.1         
0.770818        15.314          35.5374         3827.17         250.766         
99.1318         -11.4905        15293.1         55638.6         6172.83         
-39.0003        242.626         49.954          5               135.157         
193.402         8.11202         90              0               1.0324          
0               2.00908         15.13           15.3139         15.13           
0.0268791       1.28312         0.035065        1.03105         0.138103        
0.268335        -49.954         2000            15087.9         0               
0               0               0               0               0               
0               0               
258             -1.03312        2.70683         -9.74264        26544.7         
0.7732          15.3167         35.5371         3777.22         251.694         
99.7626         -11.4459        15252.7         55881.4         6222.78         
-41.8302        243.116         49.9467         5               135.156         
193.045         7.98149         90              0               1.03398         
0               1.98116         15.5487         15.7436         15.5487         
0.0267652       1.26938         0.0345778       1.03235         0.142195        
0.275979        -49.9467        2000            14890.6         0               
0               0               0               0               0               
0               0               
259             -1.0555         2.78553         -9.73322        26875.4         
0.775488        15.3194         35.5367         3727.27         252.593         
100.409         -11.4036        15209.4         56124.8         6272.73         
-44.7355        243.532         49.9423         5               135.156         
192.717         7.85484         90              0               1.03526         
0               1.95364         15.9931         16.1962         15.9931         
0.0267041       1.25605         0.0340974       1.03414         0.146463        
0.283999        -49.9423        2000            14692.4         0               
0               0               0               0               0               
0               0               
260             -1.07777        2.86713         -9.72727        27203           
0.777684        15.3221         35.5363         3677.33         253.463         
101.071         -11.3635        15163.2         56368.5         6322.67         
-47.7187        243.869         49.9406         5               135.155         
192.418         7.73654         90              0               1.03702         
0               1.92847         16.4457         16.6496         16.4457         
0.0266725       1.24311         0.0336581       1.03634         0.15082         
0.292314        -49.9406        2000            14493.2         0               
0               0               0               0               0               
0               0               
261             -1.09986        2.95041         -9.72388        27527.7         
0.779791        15.3248         35.5358         3627.39         254.304         
101.751         -11.3249        15114           56612.5         6372.61         
-50.7807        244.127         49.9383         5               135.154         
192.146         7.62558         90              0               1.03915         
0               1.90515         16.9018         17.1092         16.9018         
0.0266407       1.23056         0.0332511       1.03857         0.155301        
0.300799        -49.9383        2000            14293.1         0               
0               0               0               0               0               
0               0               
262             -1.12171        3.0361          -9.71996        27849.3         
0.78181         15.3275         35.5353         3577.45         255.117         
102.447         -11.2875        15061.6         56856.7         6422.55         
-53.9222        244.302         49.9346         5               135.153         
191.902         7.52003         90              0               1.04137         
0               1.88288         17.3704         17.585          17.3704         
0.0266071       1.21837         0.0328624       1.0408          0.159959        
0.30953         -49.9346        2000            14092           0               
0               0               0               0               0               
0               0               
263             -1.14329        3.12489         -9.71496        28167.8         
0.783742        15.3302         35.5348         3527.52         255.903         
103.161         -11.2515        15006.1         57101.1         6472.48         
-57.1443        244.392         49.9307         5               135.152         
191.683         7.41951         90              0               1.04364         
0               1.86156         17.8554         18.0771         17.8554         
0.0265814       1.20654         0.0324904       1.04318         0.164795        
0.318578        -49.9307        2000            13890.1         0               
0               0               0               0               0               
0               0               
264             -1.1646         3.21677         -9.70984        28483.3         
0.785589        15.3329         35.5343         3477.59         256.661         
103.893         -11.217         14947.3         57345.5         6522.41         
-60.4487        244.393         49.9272         5               135.151         
191.49          7.32439         90              0               1.04607         
0               1.84142         18.3548         18.5824         18.3548         
0.0265672       1.19504         0.0321389       1.04578         0.169795        
0.32794         -49.9272        2000            13687.2         0               
0               0               0               0               0               
0               0               
265             -1.18566        3.31162         -9.70512        28795.6         
0.787353        15.3355         35.5338         3427.67         257.393         
104.644         -11.184         14885.2         57589.8         6572.33         
-63.8365        244.303         49.9241         5               135.15          
191.322         7.23475         90              0               1.04872         
0               1.82253         18.8668         19.1            18.8668         
0.0265631       1.18387         0.0318092       1.0486          0.174967        
0.337604        -49.9241        2000            13483.4         0               
0               0               0               0               0               
0               0               
266             -1.20646        3.40955         -9.70066        29104.8         
0.789036        15.3382         35.5332         3377.74         258.099         
105.415         -11.1523        14819.6         57834           6622.26         
-67.309         244.116         49.9211         5               135.149         
191.178         7.15035         90              0               1.05158         
0               1.80482         19.3919         19.6314         19.3919         
0.0265675       1.17302         0.0315001       1.05161         0.180325        
0.347582        -49.9211        2000            13278.7         0               
0               0               0               0               0               
0               0               
267             -1.22697        3.51079         -9.69627        29410.9         
0.790639        15.3409         35.5325         3327.82         258.78          
106.206         -11.122         14750.5         58078           6672.18         
-70.8672        243.83          49.9182         5               135.148         
191.057         7.07097         90              0               1.05465         
0               1.78824         19.9314         20.1775         19.9314         
0.0265809       1.16246         0.0312106       1.05484         0.185881        
0.357897        -49.9182        2000            13073           0               
0               0               0               0               0               
0               0               
268             -1.24719        3.61551         -9.69192        29713.9         
0.792164        15.3436         35.5319         3277.91         259.435         
107.018         -11.0929        14677.8         58321.7         6722.09         
-74.5124        243.44          49.9154         5               135.147         
190.959         6.99645         90              0               1.05794         
0               1.77276         20.4858         20.7386         20.4858         
0.0266043       1.1522          0.0309405       1.05831         0.191645        
0.368567        -49.9154        2000            12866.4         0               
0               0               0               0               0               
0               0               
269             -1.26712        3.72384         -9.68767        30013.7         
0.793612        15.3463         35.5312         3227.99         260.066         
107.852         -11.0651        14601.5         58564.9         6772.01         
-78.2456        242.942         49.9129         5               135.147         
190.883         6.92673         90              0               1.06146         
0               1.75839         21.055          21.3146         21.055          
0.026638        1.14222         0.0306897       1.06202         0.197624        
0.379604        -49.9129        2000            12658.9         0               
0               0               0               0               0               
0               0               
270             -1.28676        3.83591         -9.68354        30310.5         
0.794986        15.349          35.5305         3178.08         260.674         
108.709         -11.0384        14521.3         58807.5         6821.92         
-82.068         242.331         49.9105         5               135.146         
190.828         6.8617          90              0               1.06524         
0               1.74512         21.6394         21.9059         21.6394         
0.0266824       1.1325          0.0304582       1.066           0.203828        
0.391023        -49.9105        2000            12450.3         0               
0               0               0               0               0               
0               0               
271             -1.3061         3.95188         -9.67953        30604.1         
0.796287        15.3517         35.5297         3128.17         261.257         
109.589         -11.013         14437.3         59049.5         6871.83         
-85.9803        241.603         49.9083         5               135.145         
190.794         6.80125         90              0               1.0693          
0               1.73295         22.2392         22.5126         22.2392         
0.0267379       1.12305         0.0302457       1.07027         0.21027         
0.402838        -49.9083        2000            12240.8         0               
0               0               0               0               0               
0               0               
272             -1.32514        4.07191         -9.67561        30894.7         
0.797517        15.3543         35.5289         3078.27         261.818         
110.494         -10.9886        14349.3         59290.7         6921.73         
-89.9836        240.751         49.9063         5               135.144         
190.78          6.7453          90              0               1.07363         
0               1.72186         22.8546         23.1351         22.8546         
0.0268049       1.11384         0.0300522       1.07483         0.216959        
0.415067        -49.9063        2000            12030.3         0               
0               0               0               0               0               
0               0               
273             -1.34396        4.19613         -9.67178        31182.2         
0.798678        15.357          35.5281         3028.36         262.356         
111.424         -10.9654        14257.3         59530.9         6971.64         
-94.0783        239.77          49.9045         5               135.143         
190.714         6.69377         90              0               1.07827         
0               1.71186         23.4857         23.7733         23.4857         
0.026884        1.10488         0.0298776       1.07971         0.223906        
0.427723        -49.9045        2000            11818.8         0               
0               0               0               0               0               
0               0               
274             -1.36264        4.32471         -9.66804        31466.6         
0.799769        15.3596         35.5272         2978.46         262.872         
112.379         -10.9432        14161.1         59770.2         7021.54         
-98.2651        238.654         49.9028         5               135.142         
190.527         6.6466          90              0               1.08323         
0               1.70295         24.1326         24.4273         24.1326         
0.0269757       1.09614         0.029722        1.08491         0.231123        
0.440821        -49.9028        2000            11606.2         0               
0               0               0               0               0               
0               0               
275             -1.38102        4.45776         -9.66438        31747.9         
0.800794        15.3623         35.5263         2928.55         263.367         
113.362         -10.9221        14060.7         60008.2         7071.45         
-102.544        237.396         49.9013         5               135.141         
190.353         6.60373         90              0               1.08852         
0               1.69512         24.7953         25.0971         24.7953         
0.0270804       1.08764         0.0295855       1.09047         0.238619        
0.454377        -49.9013        2000            11392.6         0               
0               0               0               0               0               
0               0               
276             -1.3991         4.59544         -9.66082        32026.1         
0.801754        15.3649         35.5254         2878.65         263.84          
114.373         -10.902         13956           60244.9         7121.35         
-106.915        235.989         49.9001         5               135.14          
190.191         6.56511         90              0               1.09416         
0               1.68839         25.4737         25.7824         25.4737         
0.0271989       1.07935         0.029468        1.0964          0.246405        
0.468403        -49.9001        2000            11177.9         0               
0               0               0               0               0               
0               0               
277             -1.41687        4.73785         -9.65736        32301.3         
0.802649        15.3675         35.5244         2828.75         264.293         
115.413         -10.8829        13846.9         60480.1         7171.25         
-111.379        234.426         49.899          5               135.139         
190.042         6.53069         90              0               1.10018         
