1 input19_3_3.asc: Ascent frome Cape, glidelsope and seeker intercept ' Hypersonic Vehicle ' Mar 14 2016 14:48:33
  0  0 96
time            vmach           pdynmc          psibd           psibdx          
thtbdx          phibdx          alppx           alphax          betax           
alphaix         betaix          ppx             qqx             rrx             
lonx            latx            alt             dvbe            dvbi            
psivdx          thtvdx          dbi             ayx             anx             
throttle        vmass           fmassr          thrustx         roll_count      
pitch_count     yaw_count       stmarg          gavail_pos      gmax            
gavail_neg      gminx           wnp             azabx           elabx           
dab             ddab            semi_major      semi_minor      eaz             
eel             edab            eddab           RICI1           RICI2           
RICI3           ESBI1           ESBI2           ESBI3           aycomx          
azcomx          tgoc            SBTHC1          SBTHC2          SBTHC3          
UTBC1           UTBC2           UTBC3           lamd            SBTL1           
SBTL2           SBTL3           delacx          delecx          delrcx          
alcomx          ancomx          phicomx         delax           delex           
delrx           miss            MISS_I1         MISS_I2         MISS_I3         
event           dbt             MISS_H1         MISS_H2         MISS_H3         
MISS_L1         MISS_L2         MISS_L3         SXH1            SXH2            
SXH3            std_pos         std_ucbias      URIC1           URIC2           
URIC3           
0               0               0               0               0               
0               0               0               0               0               
0               0               -1.92825        -20             20              
0               0               21.5553         -0.964127       -19.0359        
20              0               0               0               0               
214             245777          0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               
924             18.2846         337.926         0.957304        54.8495         
50.1346         0.013354        47.6107         47.609          0.591356        
47.7454         2.74342         -0.0834858      0.0857985       0.00881681      
-63.1976        39.2197         78100           5214.27         5518.63         
55.4319         2.52615         6.44777e+06     0               -0              
2               14448.4         10448.4         240.069         16              
32              12              0.0303301       0               0               
0               0               0.118518        0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               -1.92825        -20             20              
0               0               21.5553         -0.964127       -19.0359        
20              0               0               0               0               
214             243689          0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               
925             18.3431         327.232         0.95808         54.8939         
50.1131         -0.0601145      47.508          47.5068         0.527457        
47.6493         2.67259         -0.0834851      -0.12889        0.00873249      
-63.1485        39.246          78333.8         5225.06         5529.4          
55.4666         2.60737         6.448e+06       0               -0              
2               14368.4         10368.4         240.069         16              
34              12              0.0303301       0               0               
0               0               0.118518        0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               -1.92825        -20             20              
0               0               21.5553         -0.964127       -19.0359        
20              0               0               0               0               
214             241611          0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               
926             18.4028         316.468         0.958857        54.9385         
50.0306         -0.133582       47.3437         47.3431         0.463837        
47.4915         2.60203         -0.083484       -0.128901       0.00857158      
-63.0992        39.2724         78575.5         5235.92         5540.26         
55.5015         2.68905         6.44823e+06     0               -0              
2               14288.4         10288.4         240.069         16              
34              12              0.0303301       0               0               
0               0               0.118518        0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               -1.92825        -20             20              
0               0               21.5553         -0.964127       -19.0359        
20              0               0               0               0               
214             239544          0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               
927             18.4636         305.658         0.956339        54.7942         
49.9477         -0.239103       47.1805         47.179          0.56558         
47.3339         2.69677         0.07868         -0.129008       -0.135229       
-63.0498        39.2987         78825.2         5246.88         5551.2          
55.5363         2.7712          6.44847e+06     0               -0              
2               14208.4         10208.4         240.069         18              
34              14              0.0303301       0               0               
0               0               0.118518        0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               -1.92825        -20             20              
0               0               21.5553         -0.964127       -19.0359        
20              0               0               0               0               
214             237488          0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               
928             18.5256         294.825         0.953224        54.6157         
49.9003         -0.321386       47.0532         47.0501         0.718403        
47.2109         2.84265         0.0786743       0.087648        -0.135099       
-63.0003        39.3251         79082.9         5257.92         5562.22         
55.5708         2.85381         6.44872e+06     0               -0              
2               14128.4         10128.4         240.069         18              
36              14              0.0303301       0               0               
0               0               0.118518        0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               -1.92825        -20             20              
0               0               21.5553         -0.964127       -19.0359        
20              0               0               0               0               
214             235442          0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               
929             18.5888         283.988         0.953122        54.6099         
50.0344         -0.137201       47.1045         47.0991         0.893095        
47.2593         3.0109          0.241704        0.0876174       0.00930997      
-62.9506        39.3516         79348.8         5269.02         5573.31         
55.6051         2.93719         6.44898e+06     0               -0              
2               14048.4         10048.4         240.069         20              
36              16              0.0303301       0               0               
0               0               0.118518        0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               -1.92825        -20             20              
0               0               21.5553         -0.964127       -19.0359        
20              0               0               0               0               
214             233407          0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               
930             18.6531         273.168         0.953907        54.6548         
50.1686         0.0512554       47.1542         47.1469         1.02056         
47.3066         3.13194         0.078002        0.0058243       0.00904511      
-62.9007        39.378          79623           5280.16         5584.43         
55.6395         3.02151         6.44924e+06     0               -0              
2               13968.4         9968.39         240.069         22              
37              16              0.0303301       0               0               
0               0               0.118518        0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               -1.92825        -20             20              
0               0               21.5553         -0.964127       -19.0359        
20              0               0               0               0               
214             231382          0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               
931             18.7185         262.387         0.954688        54.6996         
50.0883         0.138817        46.9887         46.9805         1.07418         
47.1422         3.17894         0.078003        -0.130538       0.00922043      
-62.8508        39.4045         79905.5         5291.36         5595.62         
55.674          3.10655         6.44951e+06     0               -0              
2               13888.4         9888.39         240.069         22              
38              16              0.0303301       0               0               
0               0               0.118518        0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               -1.92825        -20             20              
0               0               21.5553         -0.964127       -19.0359        
20              0               0               0               0               
214             229367          0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               
932             18.7853         251.67          0.955471        54.7444         
50.0046         0.126795        46.8194         46.8115         1.05487         
46.9777         3.15283         -0.086535       -0.130541       0.00918906      
-62.8007        39.431          80196.6         5302.66         5606.91         
55.7087         3.19206         6.44979e+06     0               -0              
2               13808.4         9808.39         240.069         24              
38              16              0.0303301       0               0               
0               0               0.118518        0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               -1.92825        -20             20              
0               0               21.5553         -0.964127       -19.0359        
20              0               0               0               0               
214             227363          0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               
933             18.8535         241.039         0.956255        54.7894         
49.9211         0.0497688       46.6498         46.6429         0.988362        
46.8153         3.07937         -0.086534       -0.130553       0.00901965      
-62.7504        39.4576         80496.2         5314.06         5618.28         
55.7434         3.27804         6.45008e+06     0               -0              
2               13728.4         9728.39         240.069         24              
38              16              0.0303301       0               0               
0               0               0.118518        0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               -1.92825        -20             20              
0               0               21.5553         -0.964127       -19.0359        
20              0               0               0               0               
214             225369          0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               
934             18.923          230.515         0.957041        54.8344         
49.9489         -0.0272343      46.591          46.5851         0.922119        
46.7637         3.00616         -0.0865335      0.0898257       0.00899499      
-62.7           39.4842         80804.4         5325.54         5629.75         
55.7783         3.36455         6.45038e+06     0               -0              
2               13648.4         9648.39         240.069         24              
40              16              0.0303301       0               0               
0               0               0.118518        0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               -1.92825        -20             20              
0               0               21.5553         -0.964127       -19.0359        
20              0               0               0               0               
214             223385          0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               
935             18.9938         220.113         0.957831        54.8797         
50.086          -0.104166       46.6404         46.6355         0.855851        
46.8203         2.93291         -0.0865335      0.0898139       0.00911224      
-62.6495        39.5108         81121.4         5337.07         5641.26         
55.8133         3.45197         6.45069e+06     0               -0              
2               13568.4         9568.39         240.069         24              
40              16              0.0303301       0               0               
0               0               0.118518        0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               -1.92825        -20             20              
0               0               21.5553         -0.964127       -19.0359        
20              0               0               0               0               
214             221411          0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               
936             19.0658         209.852         0.95863         54.9254         
50.1355         -0.158269       46.6014         46.5972         0.80589         
46.7877         2.87602         0.0801456       -0.131936       0.00916383      
-62.5988        39.5374         81447.2         5348.66         5652.83         
55.8484         3.54033         6.45101e+06     0               -0              
2               13488.4         9488.39         240.069         26              
42              16              0.0303301       0               0               
0               0               0.118518        0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               -1.92825        -20             20              
0               0               21.5553         -0.964127       -19.0359        
20              0               0               0               0               
214             219448          0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               
937             19.1393         199.752         0.95736         54.8527         
50.0508         -0.159174       46.4294         46.4237         0.913173        
46.6182         2.9765          0.0801432       -0.132032       -0.120302       
-62.548         39.5641         81782           5360.33         5664.48         
55.8836         3.62927         6.45133e+06     0               -0              
2               13408.4         9408.39         240.069         26              
42              18              0.0303301       0               0               
0               0               0.118518        0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               -1.92825        -20             20              
0               0               21.5553         -0.964127       -19.0359        
20              0               0               0               0               
214             217494          0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               
938             19.2144         189.834         0.954656        54.6978         
49.9657         -0.223129       46.2583         46.2502         1.05661         
46.4502         3.11302         0.0801384       -0.132202       -0.120116       
-62.4971        39.5908         82125.9         5372.1          5676.24         
55.9185         3.71868         6.45167e+06     0               -0              
2               13328.4         9328.39         240.069         26              
42              18              0.0303301       0               0               
0               0               0.118518        0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               -1.92825        -20             20              
0               0               21.5553         -0.964127       -19.0359        
20              0               0               0               0               
214             215551          0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               
939             19.291          180.112         0.952431        54.5703         
49.8841         -0.255503       46.0901         46.0793         1.19537         
46.2841         3.24494         0.192245        0.0915991       0.029334        
-62.446         39.6175         82478.9         5383.98         5688.09         
55.953          3.80857         6.45201e+06     0               -0              
2               13248.4         9248.39         240.069         28              
44              20              0.0303301       0               0               
0               0               0.118518        0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               -1.92825        -20             20              
0               0               21.5553         -0.964127       -19.0359        
20              0               0               0               0               
214             213617          0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               
940             19.3691         170.602         0.953765        54.6467         
50.0233         -0.0304287      46.1377         46.1244         1.31554         
46.3281         3.35886         0.192246        0.0916937       0.0290369       
-62.3947        39.6442         82841.2         5395.92         5700.01         
55.9876         3.89922         6.45236e+06     0               -0              
2               13168.4         9168.39         240.069         28              
44              20              0.0303301       0               0               
0               0               0.118518        0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               -1.92825        -20             20              
0               0               21.5553         -0.964127       -19.0359        
20              0               0               0               0               
214             211693          0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               
941             19.4487         161.315         0.955106        54.7235         
50.1628         0.0978045       46.1847         46.1703         1.36593         
46.3752         3.40279         0.0233272       0.0635816       0.0288846       
-62.3433        39.671          83212.9         5407.93         5711.99         
56.0224         3.99087         6.45272e+06     0               -0              
2               13088.4         9088.39         240.069         30              
45              20              0.0303301       0               0               
0               0               0.118518        0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               -1.92825        -20             20              
0               0               21.5553         -0.964127       -19.0359        
20              0               0               0               0               
214             209779          0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               
942             19.5298         152.266         0.956439        54.7999         
50.0827         0.153874        46.0114         45.9969         1.36458         
46.2049         3.3948          0.0233291       -0.133535       0.0289473       
-62.2918        39.6979         83594.1         5420            5724.04         
56.0573         4.08329         6.45309e+06     0               -0              
2               13008.4         9008.39         240.069         30              
46              20              0.0303301       0               0               
0               0               0.118518        0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               -1.92825        -20             20              
0               0               21.5553         -0.964127       -19.0359        
20              0               0               0               0               
214             207875          0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               
943             19.6127         143.469         0.957772        54.8763         
49.997          0.209805        45.8321         45.8176         1.36312         
46.0287         3.38667         0.0233311       -0.133521       0.0290127       
-62.2401        39.7247         83984.9         5432.19         5736.2          
56.0925         4.17619         6.45348e+06     0               -0              
2               12928.4         8928.39         240.069         30              
46              20              0.0303301       0               0               
0               0               0.118518        0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               -1.92825        -20             20              
0               0               21.5553         -0.964127       -19.0359        
20              0               0               0               0               
214             205980          0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               
944             19.6974         134.935         0.957884        54.8827         
49.9116         0.0919988       45.6538         45.6405         1.3071          
45.8588         3.32355         -0.14703        -0.133461       -0.103634       
-62.1882        39.7516         84385.3         5444.48         5748.47         
56.1278         4.26959         6.45387e+06     0               -0              
2               12848.4         8848.39         240.069         32              
46              22              0.0303301       0               0               
0               0               0.118518        0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               -1.92825        -20             20              
0               0               21.5553         -0.964127       -19.0359        
20              0               0               0               0               
214             204095          0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               
945             19.7838         126.673         0.955629        54.7535         
49.9754         -0.141485       45.627          45.6138         1.30392         
45.8417         3.31297         0.0240792       0.0942335       -0.103656       
-62.1362        39.7785         84795.6         5456.87         5760.83         
56.1629         4.36359         6.45427e+06     0               -0              
2               12768.4         8768.39         240.069         34              
48              22              0.0303301       0               0               
0               0               0.118518        0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               -1.92825        -20             20              
0               0               21.5553         -0.964127       -19.0359        
20              0               0               0               0               
214             202219          0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               
946             19.8719         118.689         0.95336         54.6235         
50.1175         -0.243373       45.6779         45.6626         1.39515         
45.897          3.39718         0.024074        0.0941815       -0.103704       
-62.0841        39.8054         85215.8         5469.31         5773.25         
56.1978         4.45861         6.45468e+06     0               -0              
2               12688.4         8688.39         240.069         34              
48              22              0.0303301       0               0               
0               0               0.118518        0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               -1.92825        -20             20              
0               0               21.5553         -0.964127       -19.0359        
20              0               0               0               0               
214             200352          0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               
947             19.9618         110.991         0.95263         54.5817         
50.1053         -0.172218       45.5717         45.5531         1.52233         
45.7901         3.51781         0.196013        -0.134738       0.0301707       
-62.0318        39.8324         85646.1         5481.83         5785.73         
56.2325         4.55455         6.4551e+06      0               -0              
2               12608.4         8608.39         240.069         36              
50              24              0.0303301       0               0               
0               0               0.118518        0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               -1.92825        -20             20              
0               0               21.5553         -0.964127       -19.0359        
20              0               0               0               0               
214             198495          0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               
948             20.0451         103.497         0.954019        54.6613         
50.0191         0.05788         45.388          45.3661         1.64156         
45.602          3.63092         0.124025        -0.134637       0.0306143       
-61.9794        39.8594         86086.5         5494.46         5798.33         
56.2673         4.65102         6.45553e+06     0               -0              
2               12528.4         8528.39         240.069         37              
50              24              0.0303301       0               0               
0               0               0.118518        0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               -1.92825        -20             20              
0               0               21.5553         -0.964127       -19.0359        
20              0               0               0               0               
214             196647          0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               
949             20.0916         95.9713         0.955408        54.7408         
49.933          0.118358        45.2039         45.1819         1.63967         
45.4209         3.62242         0.0232312       -0.134621       0.0306865       
-61.9268        39.8865         86537.2         5507.2          5811.04         
56.3022         4.748           6.45597e+06     0               -0              
2               12448.4         8448.39         240.069         38              
50              24              0.0303301       0               0               
0               0               0.118518        0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               -1.92825        -20             20              
0               0               21.5553         -0.964127       -19.0359        
20              0               0               0               0               
214             194808          0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               
950             20.138          88.8314         0.956804        54.8208         
49.9452         0.176099        45.1175         45.0955         1.63558         
45.3377         3.61169         0.0232328       0.0965218       0.0307043       
-61.874         39.9135         86998.3         5520.05         5823.86         
56.3374         4.84552         6.45642e+06     0               -0              
2               12368.4         8368.39         240.069         38              
52              24              0.0303301       0               0               
0               0               0.118518        0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               -1.92825        -20             20              
0               0               21.5553         -0.964127       -19.0359        
20              0               0               0               0               
214             192978          0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               
951             20.1843         82.0706         0.958214        54.9016         
50.0904         0.214154        45.163          45.1417         1.61716         
45.3875         3.58657         -0.122001       0.0965266       0.0306893       
-61.8211        39.9406         87469.9         5532.97         5836.75         
56.3728         4.94403         6.45688e+06     0               -0              
2               12288.4         8288.39         240.069         40              
52              24              0.0303301       0               0               
0               0               0.118518        0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               -1.92825        -20             20              
0               0               21.5553         -0.964127       -19.0359        
20              0               0               0               0               
214             191157          0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               
952             20.2303         75.6822         0.957002        54.8322         
50.1185         0.011899        45.0942         45.0738         1.57809         
45.3288         3.54012         -0.122004       -0.135831       -0.104878       
-61.7681        39.9678         87952.1         5545.97         5849.72         
56.4082         5.04356         6.45735e+06     0               -0              
2               12208.4         8208.39         240.069         40              
54              26              0.0303301       0               0               
0               0               0.118518        0               0               
0               0               0               0               0               
0               0               0               0               0               
