1 input19_3_3.asc: Ascent frome Cape, glidelsope and seeker intercept ' Hypersonic Vehicle ' Mar 14 2016 14:48:33
  0  0 96
time            vmach           pdynmc          psibd           psibdx          
thtbdx          phibdx          alppx           alphax          betax           
alphaix         betaix          ppx             qqx             rrx             
lonx            latx            alt             dvbe            dvbi            
psivdx          thtvdx          dbi             ayx             anx             
throttle        vmass           fmassr          thrustx         roll_count      
pitch_count     yaw_count       stmarg          gavail_pos      gmax            
gavail_neg      gminx           wnp             azabx           elabx           
dab             ddab            semi_major      semi_minor      eaz             
eel             edab            eddab           RICI1           RICI2           
RICI3           ESBI1           ESBI2           ESBI3           aycomx          
azcomx          tgoc            SBTHC1          SBTHC2          SBTHC3          
UTBC1           UTBC2           UTBC3           lamd            SBTL1           
SBTL2           SBTL3           delacx          delecx          delrcx          
alcomx          ancomx          phicomx         delax           delex           
delrx           miss            MISS_I1         MISS_I2         MISS_I3         
event           dbt             MISS_H1         MISS_H2         MISS_H3         
MISS_L1         MISS_L2         MISS_L3         SXH1            SXH2            
SXH3            std_pos         std_ucbias      URIC1           URIC2           
URIC3           
3.43426         16.3331         0.00103667      -0.00159269     0.00826342      
-73.9555        31.8092         14275.5         727.949         1038.05         
42.6182         2.69325         6.38654e+06     0.000797656     0.965897        
1.09519         94038.4         39607.4         2186.14         0               
0               0               0.032421        2.13748         3               
-2.86252        -2              1.73003         0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               -0.0257593      -3.96206        0.096971        
0               0               0.367554        -0.0257526      -3.96182        
0.0969599       0               0               0               0               
424002          2.16812e+06     0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               
497             2.47361         57814.9         0.744272        42.6437         
5.51584         0.375149        2.79085         2.82228         0.00382535      
3.43729         16.2988         0.00104856      -0.00154119     0.00828148      
-73.9503        31.814          14309.8         729.907         1039.95         
42.6291         2.6936          6.38657e+06     0.000802556     0.965765        
1.09275         93958.5         39527.5         2183.06         0               
0               0               0.032476        2.13766         3               
-2.86234        -2              1.72726         0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               -0.0260022      -3.9706         0.0973696       
0               0               0.369385        -0.0259954      -3.97036        
0.0973584       0               0               0               0               
424002          2.16137e+06     0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               
498             2.48028         57814.5         0.744465        42.6547         
5.52083         0.377021        2.79543         2.8269          0.0038371       
3.44037         16.2643         0.00106059      -0.00148874     0.0082996       
-73.9451        31.8188         14344.1         731.875         1041.87         
42.6401         2.69397         6.3866e+06      0.000807476     0.965632        
1.0903          93878.8         39447.8         2179.97         0               
0               0               0.0325315       2.13784         3               
-2.86216        -2              1.7245          0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               -0.0262491      -3.97919        0.0977712       
0               0               0.37123         -0.0262422      -3.97895        
0.0977599       0               0               0               0               
424002          2.15462e+06     0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               
499             2.48699         57814.2         0.744659        42.6658         
5.52588         0.378907        2.80007         2.83158         0.00384889      
3.4435          16.2298         0.00107277      -0.00143531     0.00831779      
-73.9399        31.8237         14378.6         733.854         1043.79         
42.651          2.69434         6.38664e+06     0.000812413     0.965497        
1.08785         93799.1         39368.1         2176.87         0               
0               0               0.0325876       2.13802         3               
-2.86198        -2              1.72172         0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               -0.0265002      -3.98783        0.0981758       
0               0               0.373089        -0.0264931      -3.98759        
0.0981644       0               0               0               0               
424002          2.14788e+06     0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               
500             2.49373         57813.8         0.744853        42.6769         
5.53101         0.380808        2.80477         2.83631         0.00386073      
3.4467          16.1953         0.0010851       -0.00138088     0.00833603      
-73.9346        31.8285         14413.1         735.845         1045.73         
42.6621         2.69474         6.38667e+06     0.00081737      0.965361        
1.08539         93719.6         39288.6         2173.75         0               
0               0               0.0326442       2.1382          3               
-2.8618         -2              1.71895         0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               -0.0267555      -3.99652        0.0985834       
0               0               0.374964        -0.0267483      -3.99628        
0.098572        0               0               0               0               
424002          2.14113e+06     0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               
501             2.50052         57813.4         0.745048        42.6881         
5.53621         0.382725        2.80953         2.84111         0.00387262      
3.44995         16.1607         0.00109758      -0.00132544     0.00835434      
-73.9294        31.8334         14447.8         737.846         1047.67         
42.6731         2.69514         6.3867e+06      0.000822343     0.965224        
1.08293         93640.1         39209.1         2170.62         0               
0               0               0.0327013       2.13838         3               
-2.86162        -2              1.71617         0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               -0.0270151      -4.00526        0.0989942       
0               0               0.376853        -0.0270078      -4.00502        
0.0989827       0               0               0               0               
424002          2.13439e+06     0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               
502             2.50734         57813           0.745243        42.6993         
5.54148         0.384656        2.81435         2.84596         0.00388456      
3.45325         16.1261         0.00111021      -0.00126895     0.00837272      
-73.9241        31.8383         14482.5         739.859         1049.63         
42.6841         2.69556         6.38674e+06     0.000827335     0.965086        
1.08047         93560.7         39129.7         2167.48         0               
0               0               0.0327591       2.13857         3               
-2.86143        -2              1.71339         0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               -0.0272793      -4.01405        0.0994082       
0               0               0.378756        -0.0272718      -4.0138         
0.0993966       0               0               0               0               
424002          2.12765e+06     0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               
503             2.51419         57812.7         0.745438        42.7105         
5.54682         0.386603        2.81923         2.85087         0.00389654      
3.45662         16.0914         0.001123        -0.00121141     0.00839115      
-73.9188        31.8432         14517.4         741.883         1051.6          
42.6952         2.69599         6.38677e+06     0.000832342     0.964946        
1.078           93481.4         39050.4         2164.33         0               
0               0               0.0328174       2.13876         3               
-2.86124        -2              1.71061         0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               -0.0275479      -4.02289        0.0998254       
0               0               0.380676        -0.0275403      -4.02264        
0.0998137       0               0               0               0               
424002          2.12091e+06     0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               
504             2.52109         57812.3         0.745634        42.7217         
5.55225         0.388566        2.82416         2.85585         0.00390858      
3.46005         16.0567         0.00113595      -0.00115277     0.00840965      
-73.9135        31.8481         14552.3         743.918         1053.58         
42.7063         2.69644         6.3868e+06      0.000837366     0.964806        
1.07553         93402.2         38971.2         2161.16         0               
0               0               0.0328763       2.13894         3               
-2.86106        -2              1.70782         0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               -0.0278213      -4.03177        0.100246        
0               0               0.38261         -0.0278136      -4.03152        
0.100234        0               0               0               0               
424002          2.11417e+06     0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               
505             2.52803         57811.9         0.745831        42.733          
5.55775         0.390544        2.82917         2.86089         0.00392066      
3.46354         16.0219         0.00114906      -0.00109303     0.00842821      
-73.9082        31.853          14587.4         745.965         1055.57         
42.7175         2.69691         6.38684e+06     0.000842405     0.964663        
1.07305         93323           38892           2157.98         0               
0               0               0.0329358       2.13914         3               
-2.86086        -2              1.70503         0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               -0.0280995      -4.0407         0.10067         
0               0               0.38456         -0.0280916      -4.04045        
0.100658        0               0               0               0               
424002          2.10744e+06     0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               
506             2.535           57811.5         0.746028        42.7443         
5.56332         0.392538        2.83423         2.86599         0.00393279      
3.4671          15.987          0.00116233      -0.00103215     0.00844684      
-73.9028        31.8579         14622.5         748.023         1057.57         
42.7287         2.69738         6.38687e+06     0.000847459     0.96452         
1.07057         93244           38813           2154.79         0               
0               0               0.0329959       2.13933         3               
-2.86067        -2              1.70224         0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               -0.0283826      -4.04968        0.101097        
0               0               0.386526        -0.0283746      -4.04943        
0.101085        0               0               0               0               
424002          2.1007e+06      0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               
507             2.54202         57811.1         0.746225        42.7556         
5.56898         0.394548        2.83936         2.87115         0.00394497      
3.47072         15.9521         0.00117576      -0.000970107    0.00846553      
-73.8975        31.8629         14657.8         750.094         1059.58         
42.7398         2.69788         6.3869e+06      0.000852526     0.964375        
1.06809         93165           38734           2151.59         0               
0               0               0.0330566       2.13952         3               
-2.86048        -2              1.69944         0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               -0.0286708      -4.05871        0.101527        
0               0               0.388508        -0.0286627      -4.05846        
0.101515        0               0               0               0               
424002          2.09397e+06     0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               
508             2.54908         57810.7         0.746423        42.7669         
5.57472         0.396575        2.84455         2.87638         0.0039572       
3.4744          15.9172         0.00118937      -0.000906878    0.00848428      
-73.8921        31.8678         14693.1         752.176         1061.61         
42.7511         2.69839         6.38694e+06     0.000857607     0.964229        
1.0656          93086.2         38655.2         2148.37         0               
0               0               0.033118        2.13972         3               
-2.86028        -2              1.69664         0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               -0.0289642      -4.06778        0.101961        
0               0               0.390506        -0.0289559      -4.06753        
0.101949        0               0               0               0               
424002          2.08724e+06     0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               
509             2.55617         57810.3         0.746622        42.7783         
5.58054         0.398618        2.84982         2.88168         0.00396948      
3.47815         15.8822         0.00120315      -0.000842436    0.0085031       
-73.8867        31.8728         14728.6         754.269         1063.65         
42.7623         2.69891         6.38697e+06     0.0008627       0.964082        
1.06311         93007.4         38576.4         2145.14         0               
0               0               0.03318         2.13991         3               
-2.86009        -2              1.69384         0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               -0.0292629      -4.0769         0.102399        
0               0               0.39252         -0.0292545      -4.07664        
0.102387        0               0               0               0               
424002          2.08051e+06     0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               
510             2.56331         57809.9         0.746821        42.7897         
5.58644         0.400678        2.85514         2.88704         0.0039818       
3.48196         15.8471         0.0012171       -0.000776751    0.00852199      
-73.8813        31.8778         14764.2         756.375         1065.7          
42.7736         2.69945         6.387e+06       0.000867804     0.963933        
1.06062         92928.7         38497.7         2141.9          0               
0               0               0.0332427       2.14011         3               
-2.85989        -2              1.69103         0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               -0.0295672      -4.08606        0.10284         
0               0               0.39455         -0.0295586      -4.0858         
0.102828        0               0               0               0               
424002          2.07378e+06     0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               
511             2.57049         57809.5         0.74702         42.8011         
5.59243         0.402754        2.86054         2.89248         0.00399418      
3.48585         15.812          0.00123123      -0.000709796    0.00854094      
-73.8759        31.8828         14799.9         758.494         1067.76         
42.7849         2.7             6.38704e+06     0.000872919     0.963783        
1.05812         92850.1         38419.1         2138.65         0               
0               0               0.033306        2.14031         3               
-2.85969        -2              1.68822         0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               -0.029877       -4.09526        0.103285        
0               0               0.396597        -0.0298683      -4.09501        
0.103272        0               0               0               0               
424002          2.06705e+06     0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               
512             2.57771         57809.1         0.74722         42.8126         
5.5985          0.404848        2.86601         2.89798         0.0040066       
3.4898          15.7769         0.00124554      -0.000641541    0.00855995      
-73.8705        31.8878         14835.6         760.624         1069.83         
42.7962         2.70058         6.38707e+06     0.000878043     0.963631        
1.05561         92771.6         38340.6         2135.38         0               
0               0               0.0333699       2.14051         3               
-2.85949        -2              1.68541         0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               -0.0301927      -4.10451        0.103733        
0               0               0.398662        -0.0301838      -4.10425        
0.10372         0               0               0               0               
424002          2.06033e+06     0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               
513             2.58497         57808.7         0.747421        42.8241         
5.60467         0.406959        2.87155         2.90355         0.00401907      
3.49383         15.7416         0.00126003      -0.000571956    0.00857903      
-73.865         31.8928         14871.5         762.767         1071.92         
42.8076         2.70116         6.38711e+06     0.000883176     0.963478        
1.0531          92693.2         38262.2         2132.1          0               
0               0               0.0334346       2.14072         3               
-2.85928        -2              1.68259         0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               -0.0305143      -4.1138         0.104185        
0               0               0.400743        -0.0305052      -4.11354        
0.104172        0               0               0               0               
424002          2.0536e+06      0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               
514             2.59227         57808.3         0.747622        42.8356         
5.61092         0.409087        2.87717         2.9092          0.00403159      
3.49792         15.7064         0.00127471      -0.00050101     0.00859817      
-73.8595        31.8978         14907.5         764.923         1074.02         
42.8189         2.70177         6.38714e+06     0.000888316     0.963323        
1.05059         92614.9         38183.9         2128.8          0               
0               0               0.0334999       2.14092         3               
-2.85908        -2              1.67977         0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               -0.0308421      -4.12313        0.104641        
0               0               0.402841        -0.0308328      -4.12287        
0.104628        0               0               0               0               
424002          2.04688e+06     0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               
515             2.59962         57807.9         0.747823        42.8471         
5.61726         0.411234        2.88285         2.91492         0.00404416      
3.50209         15.6711         0.00128958      -0.000428671    0.00861738      
-73.8541        31.9029         14943.7         767.091         1076.13         
42.8304         2.70239         6.38718e+06     0.000893463     0.963167        
1.04807         92536.7         38105.7         2125.49         0               
0               0               0.033566        2.14113         3               
-2.85887        -2              1.67694         0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               -0.0311761      -4.1325         0.105101        
0               0               0.404958        -0.0311667      -4.13224        
0.105088        0               0               0               0               
424002          2.04016e+06     0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               
516             2.60701         57807.4         0.748025        42.8587         
5.62369         0.413398        2.88862         2.92072         0.00405678      
3.50634         15.6357         0.00130464      -0.000354906    0.00863665      
-73.8486        31.908          14979.9         769.272         1078.25         
42.8418         2.70303         6.38721e+06     0.000898614     0.963009        
1.04555         92458.5         38027.5         2122.17         0               
0               0               0.0336328       2.14134         3               
-2.85866        -2              1.67411         0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               -0.0315167      -4.14191        0.105564        
0               0               0.407091        -0.0315071      -4.14165        
0.105551        0               0               0               0               
424002          2.03344e+06     0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               
517             2.61445         57807           0.748228        42.8703         
5.63022         0.41558         2.89445         2.92659         0.00406944      
3.51066         15.6003         0.0013199       -0.000279682    0.00865599      
-73.843         31.913          15016.2         771.466         1080.39         
42.8533         2.70368         6.38724e+06     0.000903768     0.962849        
1.04303         92380.5         37949.5         2118.84         0               
0               0               0.0337003       2.14155         3               
-2.85845        -2              1.67128         0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               -0.0318639      -4.15136        0.106032        
0               0               0.409243        -0.0318541      -4.15109        
0.106019        0               0               0               0               
424002          2.02672e+06     0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               
518             2.62192         57806.6         0.748431        42.8819         
5.63684         0.417781        2.90037         2.93254         0.00408215      
3.51505         15.5648         0.00133535      -0.000202962    0.0086754       
-73.8375        31.9181         15052.7         773.672         1082.54         
42.8647         2.70435         6.38728e+06     0.000908925     0.962689        
1.0405          92302.6         37871.6         2115.49         0               
0               0               0.0337685       2.14176         3               
-2.85824        -2              1.66844         0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               -0.0322179      -4.16084        0.106503        
0               0               0.411413        -0.0322079      -4.16057        
0.10649         0               0               0               0               
424002          2.02001e+06     0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               
519             2.62945         57806.1         0.748635        42.8936         
5.64356         0.42            2.90637         2.93857         0.00409491      
3.51953         15.5292         0.00135101      -0.000124713    0.00869487      
-73.8319        31.9232         15089.2         775.892         1084.71         
42.8763         2.70504         6.38731e+06     0.000914083     0.962526        
1.03796         92224.7         37793.7         2112.13         0               
0               0               0.0338375       2.14198         3               
-2.85802        -2              1.6656          0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               -0.0325791      -4.17036        0.106979        
0               0               0.413601        -0.0325689      -4.17009        
0.106966        0               0               0               0               
424002          2.0133e+06      0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               
520             2.63702         57805.7         0.748839        42.9053         
5.65038         0.422238        2.91245         2.94468         0.00410772      
3.52409         15.4936         0.00136688      -4.48955e-05    0.0087144       
-73.8264        31.9283         15125.9         778.126         1086.88         
42.8878         2.70575         6.38735e+06     0.000919239     0.962362        
1.03542         92147           37716           2108.76         0               
0               0               0.0339072       2.1422          3               
-2.8578         -2              1.66275         0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               -0.0329475      -4.1799         0.107459        
0               0               0.415808        -0.032937       -4.17964        
0.107445        0               0               0               0               
424002          2.00658e+06     0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               
521             2.64463         57805.2         0.749043        42.917          
5.65729         0.424496        2.91861         2.95088         0.00412058      
3.52872         15.458          0.00138295      3.65274e-05     0.008734        
-73.8208        31.9335         15162.7         780.373         1089.07         
42.8994         2.70647         6.38738e+06     0.000924393     0.962196        
1.03288         92069.3         37638.3         2105.37         0               
0               0               0.0339777       2.14242         3               
-2.85758        -2              1.6599          0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               -0.0333233      -4.18948        0.107943        
0               0               0.418034        -0.0333127      -4.18922        
0.107929        0               0               0               0               
424002          1.99987e+06     0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               
522             2.65229         57804.8         0.749248        42.9288         
5.66431         0.426772        2.92485         2.95715         0.00413348      
3.53345         15.4223         0.00139924      0.000119595     0.00875366      
-73.8152        31.9386         15199.6         782.633         1091.28         
42.911          2.70722         6.38742e+06     0.000929543     0.962028        
1.03033         91991.8         37560.8         2101.97         0               
0               0               0.034049        2.14264         3               
-2.85736        -2              1.65704         0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               -0.0337069      -4.19909        0.108431        
0               0               0.420279        -0.0336961      -4.19882        
0.108417        0               0               0               0               
424002          1.99317e+06     0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               
523             2.66            57804.3         0.749454        42.9406         
5.67144         0.429068        2.93118         2.96352         0.00414642      
3.53825         15.3865         0.00141574      0.000204348     0.00877339      
-73.8096        31.9438         15236.6         784.907         1093.5          
42.9226         2.70798         6.38745e+06     0.000934686     0.961859        
1.02778         91914.3         37483.3         2098.55         0               
0               0               0.0341211       2.14286         3               
-2.85714        -2              1.65418         0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               -0.0340985      -4.20873        0.108923        
0               0               0.422543        -0.0340874      -4.20846        
0.10891         0               0               0               0               
424002          1.98646e+06     0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               
524             2.66775         57803.9         0.74966         42.9524         
5.67866         0.431384        2.9376          2.96996         0.00415942      
3.54314         15.3507         0.00143246      0.000290828     0.00879319      
-73.8039        31.9489         15273.8         787.195         1095.73         
42.9343         2.70876         6.38749e+06     0.000939821     0.961688        
1.02522         91837           37406           2095.12         0               
0               0               0.0341941       2.14309         3               
-2.85691        -2              1.65132         0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               -0.0344982      -4.21839        0.10942         
0               0               0.424827        -0.0344869      -4.21812        
0.109406        0               0               0               0               
424002          1.97976e+06     0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               
525             2.67555         57803.4         0.749867        42.9642         
