1 input19_3_3.asc: Ascent frome Cape, glidelsope and seeker intercept Mar 14 2016 14:48:31
  0  0 67
time            vmach_h1        lonx_h1         latx_h1         alt_h1          
dvbe_h1         dvbi_h1         psivdx_h1       thtvdx_h1       SBII1_h1        
SBII2_h1        SBII3_h1        VBII1_h1        VBII2_h1        VBII3_h1        
mseek_h1        dbi_t1          SBII1_t1        SBII2_t1        SBII3_t1        
VBII1_t1        VBII2_t1        VBII3_t1        lonx_t1         latx_t1         
alt_t1          dvbe_t1         psivgx_t1       thtvgx_t1       arg_latx_t1     
SBII1_r1        SBII2_r1        SBII3_r1        VBII1_r1        VBII2_r1        
VBII3_r1        dbi_r1          STCII11_r1      STCII12_r1      STCII13_r1      
VTCII11_r1      VTCII12_r1      VTCII13_r1      STCII21_r1      STCII22_r1      
STCII23_r1      VTCII21_r1      VTCII22_r1      VTCII23_r1      STCII31_r1      
STCII32_r1      STCII33_r1      VTCII31_r1      VTCII32_r1      VTCII33_r1      
STCII41_r1      STCII42_r1      STCII43_r1      VTCII41_r1      VTCII42_r1      
VTCII43_r1      STCII51_r1      STCII52_r1      STCII53_r1      VTCII51_r1      
VTCII52_r1      VTCII53_r1      
0               0               0               0               0               
0               0               
470             2.3063          -74.0855        31.6879         13416.7         
680.537         992.083         42.3426         2.68841         1.67119e+06     
-5.18082e+06    3.33821e+06     740.873         487.77          444.315         
0               6.58385e+06     54733.3         -6.26274e+06    2.03031e+06     
5529.8          1982.72         5440.96         -91.463         18.0703         
207747          7697.78         41.4056         -1.12555        384.208         
4.68236e+06     -1.99105e+06    3.83416e+06     145.189         341.443         
0               6.37099e+06     54733.3         -6.26274e+06    2.03031e+06     
5529.8          1982.72         5440.96         0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               
480             2.36554         -74.0366        31.7336         13740           
698.016         1009.01         42.4467         2.68936         1.67864e+06     
-5.17589e+06    3.3427e+06      750.163         498.498         454.812         
0               6.58226e+06     110026          -6.24248e+06    2.08458e+06     
5528.65         2070.16         5412            -90.9957        18.5748         
206262          7699.48         41.5804         -1.08442        384.906         
4.68381e+06     -1.98763e+06    3.83416e+06     144.94          341.549         
0               6.37099e+06     110026          -6.24248e+06    2.08458e+06     
5528.65         2070.16         5412            0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               
490             2.42792         -73.9863        31.7805         14072           
716.424         1026.86         42.5531         2.69143         1.68619e+06     
-5.17085e+06    3.34731e+06     759.971         509.776         465.852         
0               6.58071e+06     165304          -6.22134e+06    2.13855e+06     
5526.72         2157.37         5382.26         -90.5252        19.078          
204833          7701.1          41.7607         -1.04317        385.603         
4.68526e+06     -1.98421e+06    3.83416e+06     144.691         341.654         
0               6.37099e+06     165304          -6.22134e+06    2.13855e+06     
5526.72         2157.37         5382.26         0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               
500             2.49373         -73.9346        31.8285         14413.1         
735.845         1045.73         42.6621         2.69474         1.69384e+06     
-5.16569e+06    3.35202e+06     770.344         521.654         477.483         
0               6.57922e+06     220558          -6.19933e+06    2.19222e+06     
5524.02         2244.33         5351.74         -90.0514        19.58           
203458          7702.66         41.9468         -1.00181        386.301         
4.6867e+06      -1.9808e+06     3.83416e+06     144.442         341.76          
0               6.37099e+06     220558          -6.19933e+06    2.19222e+06     
5524.02         2244.33         5351.74         0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               
510             2.56331         -73.8813        31.8778         14764.2         
756.375         1065.7          42.7736         2.69945         1.7016e+06      
-5.16041e+06    3.35686e+06     781.337         534.186         489.763         
0               6.57779e+06     275782          -6.17645e+06    2.24558e+06     
5520.55         2331.03         5320.45         -89.5742        20.0807         
202140          7704.15         42.1385         -0.960358       386.999         
4.68814e+06     -1.97738e+06    3.83416e+06     144.193         341.865         
0               6.37099e+06     275782          -6.17645e+06    2.24558e+06     
5520.55         2331.03         5320.45         0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               
520             2.63702         -73.8264        31.9283         15125.9         
778.126         1086.88         42.8878         2.70575         1.70947e+06     
-5.15501e+06    3.36182e+06     793.011         547.435         502.756         
0               6.5764e+06      330966          -6.15271e+06    2.29863e+06     
5516.29         2417.45         5288.39         -89.0935        20.58           
200876          7705.58         42.3361         -0.918805       387.698         
4.68959e+06     -1.97396e+06    3.83416e+06     143.943         341.97          
0               6.37099e+06     330966          -6.15271e+06    2.29863e+06     
5516.29         2417.45         5288.39         0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               
530             2.71529         -73.7697        31.9803         15499.2         
801.222         1109.41         43.0048         2.71354         1.71746e+06     
-5.14946e+06    3.36692e+06     805.439         561.477         516.537         
0               6.57507e+06     386105          -6.12811e+06    2.35135e+06     
5511.27         2503.57         5255.57         -88.6092        21.0779         
199669          7706.94         42.5395         -0.877164       388.396         
4.69102e+06     -1.97054e+06    3.83416e+06     143.694         342.075         
0               6.37099e+06     386105          -6.12811e+06    2.35135e+06     
5511.27         2503.57         5255.57         0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               
540             2.79854         -73.7111        32.0337         15884.7         
825.789         1133.41         43.1247         2.71895         1.72558e+06     
-5.14377e+06    3.37216e+06     818.674         576.434         531.147         
0               6.5738e+06      441189          -6.10264e+06    2.40374e+06     
5505.46         2589.4          5221.99         -88.1212        21.5743         
198517          7708.22         42.7488         -0.83544        389.095         
4.69246e+06     -1.96712e+06    3.83416e+06     143.445         342.18          
0               6.37099e+06     441189          -6.10264e+06    2.40374e+06     
5505.46         2589.4          5221.99         0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               
550             2.88725         -73.6505        32.0886         16283.1         
851.967         1159.02         43.2476         2.7264          1.73384e+06     
-5.13793e+06    3.37754e+06     832.811         592.34          546.699         
0               6.57258e+06     496212          -6.07632e+06    2.45579e+06     
5498.88         2674.9          5187.65         -87.6293        22.0691         
197422          7709.45         42.964          -0.793639       389.795         
4.69389e+06     -1.9637e+06     3.83416e+06     143.195         342.284         
0               6.37099e+06     496212          -6.07632e+06    2.45579e+06     
5498.88         2674.9          5187.65         0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               
560             2.98206         -73.5878        32.1452         16695.7         
879.943         1186.42         43.3736         2.73625         1.74224e+06     
-5.13192e+06    3.38309e+06     847.955         609.301         563.303         
0               6.57141e+06     551164          -6.04914e+06    2.50749e+06     
5491.53         2760.06         5152.57         -87.1336        22.5623         
196382          7710.6          43.1854         -0.751769       390.494         
4.69532e+06     -1.96027e+06    3.83416e+06     142.945         342.388         
0               6.37099e+06     551164          -6.04914e+06    2.50749e+06     
5491.53         2760.06         5152.57         0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               
570             3.8526          -73.5101        32.215          17162.6         
1136.83         1437.4          43.5201         2.44313         1.75173e+06     
-5.12474e+06    3.38991e+06     985.028         757.374         722.646         
0               6.5703e+06      606039          -6.02112e+06    2.55884e+06     
5483.4          2844.88         5116.74         -86.6339        23.0539         
195399          7711.68         43.4128         -0.709836       391.194         
4.69675e+06     -1.95685e+06    3.83416e+06     142.696         342.493         
0               6.37099e+06     606039          -6.02112e+06    2.55884e+06     
5483.4          2844.88         5116.74         0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               
580             4.00504         -73.4256        32.2904         17658.6         
1181.81         1481.9          43.6812         2.46116         1.76171e+06     
-5.11703e+06    3.39727e+06     1009.66         784.67          748.949         
0               6.56924e+06     660830          -5.99225e+06    2.60982e+06     
5474.49         2929.33         5080.17         -86.1301        23.5436         
194472          7712.7          43.6464         -0.667845       391.894         
4.69818e+06     -1.95342e+06    3.83416e+06     142.446         342.596         
0               6.37099e+06     660830          -5.99225e+06    2.60982e+06     
5474.49         2929.33         5080.17         0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               
590             4.17123         -73.3373        32.3687         18178.4         
1230.86         1530.47         43.8473         2.4789          1.77193e+06     
-5.10904e+06    3.4049e+06      1036.55         814.438         777.552         
0               6.56823e+06     715527          -5.96253e+06    2.66044e+06     
5464.81         3013.4          5042.87         -85.6221        24.0316         
193601          7713.65         43.8863         -0.625804       392.594         
4.6996e+06      -1.95e+06       3.83416e+06     142.196         342.7           
0               6.37099e+06     715527          -5.96253e+06    2.66044e+06     
5464.81         3013.4          5042.87         0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               
600             4.35315         -73.2449        32.45           18724.3         
1284.54         1583.67         44.0188         2.49784         1.78244e+06     
-5.10074e+06    3.41282e+06     1066.04         847.013         808.795         
0               6.56729e+06     770123          -5.93198e+06    2.71068e+06     
5454.36         3097.08         5004.84         -85.1098        24.5177         
192787          7714.53         44.1325         -0.583718       393.295         
4.70102e+06     -1.94657e+06    3.83416e+06     141.946         342.804         
0               6.37099e+06     770123          -5.93198e+06    2.71068e+06     
5454.36         3097.08         5004.84         0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               
610             4.55324         -73.1481        32.5347         19299.1         
1343.58         1642.24         44.1962         2.51808         1.79326e+06     
-5.09209e+06    3.42108e+06     1098.53         882.829         843.082         
0               6.56639e+06     824611          -5.90059e+06    2.76053e+06     
5443.14         3180.35         4966.08         -84.593         25.0018         
192030          7715.34         44.3851         -0.541595       393.995         
4.70244e+06     -1.94314e+06    3.83416e+06     141.696         342.907         
0               6.37099e+06     824611          -5.90059e+06    2.76053e+06     
5443.14         3180.35         4966.08         0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               
620             4.77444         -73.0462        32.6231         19906.1         
1408.86         1707.04         44.38           2.53973         1.80443e+06     
-5.08307e+06    3.4297e+06      1134.52         922.419         880.9           
0               6.56556e+06     878983          -5.86838e+06    2.80999e+06     
5431.15         3263.2          4926.62         -84.0718        25.4838         
191329          7716.09         44.6442         -0.499441       394.696         
4.70385e+06     -1.93971e+06    3.83416e+06     141.446         343.011         
0               6.37099e+06     878983          -5.86838e+06    2.80999e+06     
5431.15         3263.2          4926.62         0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               
630             5.02            -72.9387        32.7157         20549.6         
1482.98         1780.66         44.5711         2.56415         1.81597e+06     
-5.07362e+06    3.43872e+06     1175.45         967.277         923.82          
0               6.56477e+06     933232          -5.83533e+06    2.85906e+06     
5418.39         3345.61         4886.44         -83.5459        25.9638         
190685          7716.76         44.9099         -0.457261       395.397         
4.70527e+06     -1.93628e+06    3.83416e+06     141.196         343.114         
0               6.37099e+06     933232          -5.83533e+06    2.85906e+06     
5418.39         3345.61         4886.44         0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               
640             5.29487         -72.8248        32.813          21234.9         
1566.63         1863.83         44.7703         2.59015         1.82795e+06     
-5.0637e+06     3.44819e+06     1221.74         1017.9          972.16          
0               6.56405e+06     987349          -5.80146e+06    2.90772e+06     
5404.86         3427.57         4845.56         -83.0154        26.4416         
190098          7717.37         45.1822         -0.415062       396.099         
4.70668e+06     -1.93285e+06    3.83416e+06     140.946         343.216         
0               6.37099e+06     987349          -5.80146e+06    2.90772e+06     
5404.86         3427.57         4845.56         0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               
650             5.60431         -72.7038        32.9156         21967.7         
1660.96         1957.67         44.9786         2.618           1.84043e+06     
-5.05324e+06    3.45818e+06     1274.02         1075            1026.51         
0               6.56337e+06     1.04133e+06     -5.76678e+06    2.95597e+06     
5390.57         3509.07         4803.98         -82.48          26.9171         
189568          7717.9          45.4612         -0.372851       396.8           
4.70809e+06     -1.92942e+06    3.83416e+06     140.695         343.319         
0               6.37099e+06     1.04133e+06     -5.76678e+06    2.95597e+06     
5390.57         3509.07         4803.98         0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               
660             5.95543         -72.5746        33.0242         22754.9         
1768.19         2064.42         45.197          2.64795         1.85346e+06     
-5.04218e+06    3.46875e+06     1333.57         1139.94         1088.09         
0               6.56276e+06     1.09516e+06     -5.73129e+06    3.0038e+06      
5375.52         3590.09         4761.71         -81.9396        27.3902         
189094          7718.37         45.747          -0.330634       397.502         
4.70949e+06     -1.92598e+06    3.83416e+06     140.445         343.422         
0               6.37099e+06     1.09516e+06     -5.73129e+06    3.0038e+06      
5375.52         3590.09         4761.71         0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               
670             6.35863         -72.436         33.1396         23607.3         
1891.55         2187.31         45.4275         2.69731         1.86713e+06     
-5.03041e+06    3.47997e+06     1402.37         1214.25         1159.01         
0               6.5622e+06      1.14883e+06     -5.69498e+06    3.0512e+06      
5359.7          3670.62         4718.76         -81.3942        27.861          
188678          7718.77         46.0397         -0.288417       398.203         
4.7109e+06      -1.92255e+06    3.83416e+06     140.194         343.524         
0               6.37099e+06     1.14883e+06     -5.69498e+06    3.0512e+06      
5359.7          3670.62         4718.76         0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               
680             6.82867         -72.2865        33.2628         24539.7         
2035.65         2330.96         45.6707         2.75061         1.88154e+06     
-5.01785e+06    3.49197e+06     1482.87         1301.08         1241.63         
0               6.5617e+06      1.20235e+06     -5.65787e+06    3.09817e+06     
5343.13         3750.65         4675.13         -80.8437        28.3293         
188318          7719.1          46.3393         -0.246206       398.905         
4.7123e+06      -1.91911e+06    3.83416e+06     139.944         343.626         
0               6.37099e+06     1.20235e+06     -5.65787e+06    3.09817e+06     
5343.13         3750.65         4675.13         0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               
690             7.38395         -72.1242        33.3953         25566.9         
2206.27         2501.13         45.9286         2.80785         1.89684e+06     
-5.00434e+06    3.50486e+06     1578.35         1403.96         1339.16         
0               6.56125e+06     1.25569e+06     -5.61997e+06    3.1447e+06      
5325.8          3830.16         4630.84         -80.2879        28.795          
188015          7719.37         46.646          -0.204007       399.607         
4.71369e+06     -1.91567e+06    3.83416e+06     139.693         343.728         
0               6.37099e+06     1.25569e+06     -5.61997e+06    3.1447e+06      
5325.8          3830.16         4630.84         0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               
700             8.05044         -71.9466        33.5388         26708.9         
2411.55         2705.99         46.2039         2.86971         1.91318e+06     
-4.9897e+06     3.51881e+06     1693.43         1527.88         1456.11         
0               6.56086e+06     1.30886e+06     -5.58127e+06    3.19079e+06     
5307.72         3909.13         4585.88         -79.7267        29.258          
187769          7719.56         46.9598         -0.161827       400.309         
4.71509e+06     -1.91224e+06    3.83416e+06     139.443         343.83          
0               6.37099e+06     1.30886e+06     -5.58127e+06    3.19079e+06     
5307.72         3909.13         4585.88         0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               
710             8.8659          -71.7502        33.6955         27992.1         
2663.42         2957.44         46.4998         2.93714         1.93079e+06     
-4.97369e+06    3.53406e+06     1834.83         1680.12         1599.08         
0               6.56052e+06     1.36185e+06     -5.54179e+06    3.23642e+06     
5288.89         3987.56         4540.27         -79.1601        29.7183         
187580          7719.69         47.2808         -0.119672       401.011         
4.71648e+06     -1.9088e+06     3.83416e+06     139.192         343.931         
0               6.37099e+06     1.36185e+06     -5.54179e+06    3.23642e+06     
5288.89         3987.56         4540.27         0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               
720             9.88759         -71.5304        33.8687         29453           
2979.95         3273.6          46.8204         3.01141         1.94999e+06     
-4.95597e+06    3.55091e+06     2012.81         1871.79         1778.04         
0               6.56024e+06     1.41464e+06     -5.50152e+06    3.28159e+06     
5269.31         4065.43         4494.01         -78.5878        30.1757         
187447          7719.75         47.6091         -0.0775468      401.713         
4.71787e+06     -1.90536e+06    3.83416e+06     138.941         344.033         
0               6.37099e+06     1.41464e+06     -5.50152e+06    3.28159e+06     
5269.31         4065.43         4494.01         0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               
730             11.2067         -71.2806        34.0627         31144.4         
3390.06         3683.36         47.1714         3.09433         1.97122e+06     
-4.93606e+06    3.5698e+06      2243.7          2120.68         2008.89         
0               6.56002e+06     1.46723e+06     -5.46048e+06    3.32629e+06     
5248.99         4142.74         4447.11         -78.0099        30.6303         
187371          7719.74         47.9447         -0.0354588      402.415         
4.71926e+06     -1.90192e+06    3.83416e+06     138.69          344.134         
0               6.37099e+06     1.46723e+06     -5.46048e+06    3.32629e+06     
5248.99         4142.74         4447.11         0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               
740             12.5242         -70.9942        34.2819         33114.5         
3818.67         4111.91         47.5525         3.15184         1.99492e+06     
-4.91348e+06    3.59112e+06     2485.14         2386.16         2244.58         
0               6.55985e+06     1.51962e+06     -5.41867e+06    3.37053e+06     
5227.93         4219.45         4399.58         -77.4261        31.0818         
187352          7719.66         48.2878         0.00658636      403.118         
4.72065e+06     -1.89848e+06    3.83416e+06     138.439         344.235         
0               6.37099e+06     1.51962e+06     -5.41867e+06    3.37053e+06     
5227.93         4219.45         4399.58         0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               
750             13.4718         -70.6746        34.5224         35329.7         
4161.6          4455.15         47.9597         3.20099         2.02077e+06     
-4.88848e+06    3.61451e+06     2679.03         2606.61         2424.2          
0               6.55974e+06     1.57179e+06     -5.3761e+06     3.41428e+06     
5206.13         4295.57         4351.43         -76.8364        31.5302         
187390          7719.51         48.6385         0.0485828       403.82          
4.72203e+06     -1.89503e+06    3.83416e+06     138.188         344.336         
0               6.37099e+06     1.57179e+06     -5.3761e+06     3.41428e+06     
5206.13         4295.57         4351.43         0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               
760             14.1279         -70.3276        34.779          37748.4         
4425.28         4719.38         48.3864         3.24673         2.04835e+06     
-4.86149e+06    3.63943e+06     2828.62         2784.59         2552.94         
0               6.55969e+06     1.62374e+06     -5.33276e+06    3.45756e+06     
5183.6          4371.08         4302.66         -76.2407        31.9755         
187484          7719.3          48.9968         0.0905245       404.522         
4.72341e+06     -1.89159e+06    3.83416e+06     137.937         344.437         
0               6.37099e+06     1.62374e+06     -5.33276e+06    3.45756e+06     
5183.6          4371.08         4302.66         0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               
770             14.5346         -69.9588        35.0468         40329.1         
4618.69         4913.48         48.827          3.28712         2.07721e+06     
-4.83292e+06    3.66542e+06     2938.51         2924.39         2637.31         
0               6.55969e+06     1.67546e+06     -5.28868e+06    3.50034e+06     
5160.34         4445.97         4253.28         -75.6389        32.4174         
187635          7719.02         49.3628         0.132406        45.2247         
4.72479e+06     -1.88814e+06    3.83416e+06     137.686         344.537         
0               6.37099e+06     1.67546e+06     -5.28868e+06    3.50034e+06     
5160.34         4445.97         4253.28         0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               
780             14.7481         -69.573         35.3216         43033.2         
4755.66         5051.23         49.2769         3.31765         2.10701e+06     
-4.80311e+06    3.69206e+06     3016.08         3033.42         2686.36         
0               6.55975e+06     1.72694e+06     -5.24384e+06    3.54262e+06     
5136.35         4520.22         4203.31         -75.0308        32.856          
187841          7718.67         49.7366         0.17422         45.927          
4.72617e+06     -1.8847e+06     3.83416e+06     137.434         344.637         
0               6.37099e+06     1.72694e+06     -5.24384e+06    3.54262e+06     
5136.35         4520.22         4203.31         0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               
790             14.8294         -69.1737        35.6005         45822.1         
4852.49         5148.88         49.7324         3.33394         2.13746e+06     
-4.77232e+06    3.71906e+06     3070.17         3120.87         2710.19         
0               6.55987e+06     1.77818e+06     -5.19827e+06    3.5844e+06      
5111.65         4593.83         4152.75         -74.4163        33.2912         
188105          7718.25         50.1183         0.215963        46.6293         
4.72754e+06     -1.88125e+06    3.83416e+06     137.183         344.738         
0               6.37099e+06     1.77818e+06     -5.19827e+06    3.5844e+06      
5111.65         4593.83         4152.75         0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               
800             14.9151         -68.7637        35.8813         48671.8         
4919.04         5216.29         50.1954         3.34992         2.16836e+06     
-4.74075e+06    3.7462e+06      3106.87         3191.05         2715.56         
0               6.56004e+06     1.82917e+06     -5.15197e+06    3.62567e+06     
5086.22         4666.77         4101.6          -73.7954        33.7227         
188424          7717.77         50.508          0.257627        47.3317         
4.72891e+06     -1.8778e+06     3.83416e+06     136.932         344.837         
0               6.37099e+06     1.82917e+06     -5.15197e+06    3.62567e+06     
5086.22         4666.77         4101.6          0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               
810             15.0656         -68.345         36.1624         51559.5         
4965.02         5263.13         50.6595         3.34531         2.19955e+06     
-4.70853e+06    3.77333e+06     3130.73         3250.73         2707.73         
0               6.56027e+06     1.8799e+06      -5.10494e+06    3.66643e+06     
5060.09         4739.05         4049.89         -73.1679        34.1506         
188800          7717.22         50.9056         0.299208        48.0339         
4.73028e+06     -1.87435e+06    3.83416e+06     136.68          344.937         
0               6.37099e+06     1.8799e+06      -5.10494e+06    3.66643e+06     
5060.09         4739.05         4049.89         0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               
820             15.3882         -67.9189        36.4427         54466.9         
4995.63         5294.6          51.1306         3.3441          2.23094e+06     
-4.67577e+06    3.80033e+06     3145.76         3301.04         2690.76         
0               6.56056e+06     1.93037e+06     -5.05719e+06    3.70667e+06     
5033.25         4810.64         3997.61         -72.5338        34.5748         
189231          7716.6          51.3115         0.340699        48.7362         
4.73164e+06     -1.8709e+06     3.83416e+06     136.429         345.037         
0               6.37099e+06     1.93037e+06     -5.05719e+06    3.70667e+06     
5033.25         4810.64         3997.61         0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               
830             15.6873         -67.4865        36.7214         57384.8         
5014.15         5313.99         51.6051         3.33992         2.26244e+06     
-4.64253e+06    3.82712e+06     3153.45         3344.16         2666.6          
0               6.5609e+06      1.98057e+06     -5.00873e+06    3.74638e+06     
5005.7          4881.54         3944.77         -71.8928        34.9951         
189718          7715.92         51.7255         0.382096        49.4383         
4.73301e+06     -1.86745e+06    3.83416e+06     136.177         345.136         
0               6.37099e+06     1.98057e+06     -5.00873e+06    3.74638e+06     
5005.7          4881.54         3944.77         0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               
840             15.9676         -67.0487        36.9978         60306.6         
5022.48         5323.18         52.0834         3.33466         2.29399e+06     
-4.6089e+06     3.85364e+06     3155.02         3380.89         2636.6          
0               6.56129e+06     2.03048e+06     -4.95956e+06    3.78556e+06     
4977.46         4951.73         3891.39         -71.245         35.4113         
190261          7715.17         52.1478         0.423392        50.1404         
4.73437e+06     -1.864e+06      3.83416e+06     135.925         345.235         
0               6.37099e+06     2.03048e+06     -4.95956e+06    3.78556e+06     
4977.46         4951.73         3891.39         0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               
850             16.229          -66.6063        37.2713         63229.3         
5020.78         5322.34         52.5679         3.34527         2.32553e+06     
-4.57494e+06    3.87984e+06     3151.25         3409.93         2601.79         
0               6.56175e+06     2.08011e+06     -4.9097e+06     3.82421e+06     
4948.52         5021.21         3837.47         -70.5902        35.8236         
190859          7714.35         52.5784         0.464581        50.8425         
4.73572e+06     -1.86055e+06    3.83416e+06     135.673         345.334         
0               6.37099e+06     2.08011e+06     -4.9097e+06     3.82421e+06     
4948.52         5021.21         3837.47         0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               
860             16.4907         -66.1601        37.5414         66127           
5015.85         5318.16         53.0203         3.22046         2.35699e+06     
-4.54068e+06    3.90566e+06     3139.09         3445.85         2560.29         
0               6.56226e+06     2.12945e+06     -4.85914e+06    3.86231e+06     
4918.9          5089.96         3783.03         -69.9284        36.2316         
191513          7713.47         53.0175         0.505659        51.5444         
4.73708e+06     -1.8571e+06     3.83416e+06     135.422         345.433         
0               6.37099e+06     2.12945e+06     -4.85914e+06    3.86231e+06     
4918.9          5089.96         3783.03         0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               
870             16.7545         -65.7102        37.8087         68796.5         
5014.43         5317.31         53.4144         2.85927         2.38827e+06     
-4.50596e+06    3.93102e+06     3117.35         3499.63         2511.67         
0               6.56282e+06     2.17849e+06     -4.8079e+06     3.89987e+06     
4888.59         5157.97         3728.07         -69.2594        36.6354         
192221          7712.52         53.4651         0.546621        52.2462         
4.73843e+06     -1.85364e+06    3.83416e+06     135.17          345.532         
0               6.37099e+06     2.17849e+06     -4.8079e+06     3.89987e+06     
4888.59         5157.97         3728.07         0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               
880             16.993          -65.2565        38.0735         71105.4         
5013.12         5316.47         53.7888         2.41041         2.41932e+06     
-4.47067e+06    3.95588e+06     3090.75         3558.6          2459.36         
0               6.56345e+06     2.22722e+06     -4.75598e+06    3.93687e+06     
4857.61         5225.23         3672.6          -68.5831        37.0347         
