1 input19_3_3.asc: Ascent frome Cape, glidelsope and seeker intercept Mar 14 2016 14:48:31
  0  0 67
time            vmach_h1        lonx_h1         latx_h1         alt_h1          
dvbe_h1         dvbi_h1         psivdx_h1       thtvdx_h1       SBII1_h1        
SBII2_h1        SBII3_h1        VBII1_h1        VBII2_h1        VBII3_h1        
mseek_h1        dbi_t1          SBII1_t1        SBII2_t1        SBII3_t1        
VBII1_t1        VBII2_t1        VBII3_t1        lonx_t1         latx_t1         
alt_t1          dvbe_t1         psivgx_t1       thtvgx_t1       arg_latx_t1     
SBII1_r1        SBII2_r1        SBII3_r1        VBII1_r1        VBII2_r1        
VBII3_r1        dbi_r1          STCII11_r1      STCII12_r1      STCII13_r1      
VTCII11_r1      VTCII12_r1      VTCII13_r1      STCII21_r1      STCII22_r1      
STCII23_r1      VTCII21_r1      VTCII22_r1      VTCII23_r1      STCII31_r1      
STCII32_r1      STCII33_r1      VTCII31_r1      VTCII32_r1      VTCII33_r1      
STCII41_r1      STCII42_r1      STCII43_r1      VTCII41_r1      VTCII42_r1      
VTCII43_r1      STCII51_r1      STCII52_r1      STCII53_r1      VTCII51_r1      
VTCII52_r1      VTCII53_r1      
0               6.57271e+06     2.69623e+06     -4.20133e+06    4.27548e+06     
4511.86         5854.35         3092.12         -61.404         40.7612         
203599          7697.89         58.9668         0.987979        59.9557         
4.75315e+06     -1.81557e+06    3.83416e+06     132.394         346.605         
0               6.37099e+06     2.69623e+06     -4.20133e+06    4.27548e+06     
4511.86         5854.35         3092.12         0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               
990             16.7631         -59.628         41.0249         115514          
6131.61         6433.14         57.7532         9.39653         2.77929e+06     
-4.04263e+06    4.2405e+06      3738.43         4224.67         3092.18         
0               6.57394e+06     2.74116e+06     -4.14249e+06    4.3061e+06      
4473.84         5912.7          3031.72         -60.643         41.1045         
204953          7696.18         59.5207         1.02713         60.6553         
4.75447e+06     -1.81211e+06    3.83416e+06     132.141         346.702         
0               6.37099e+06     2.74116e+06     -4.14249e+06    4.3061e+06      
4473.84         5912.7          3031.72         0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               
1000            14.1559         -59.0235        41.3108         125943          
6223.74         6525.42         58.1793         9.74321         2.81696e+06     
-4.00003e+06    4.27172e+06     3779.27         4305.21         3124.65         
0               6.57522e+06     2.7857e+06      -4.08308e+06    4.33611e+06     
4435.21         5970.2          2970.93         -59.8741        41.4421         
206359          7694.41         60.0836         1.06611         61.3546         
4.75579e+06     -1.80864e+06    3.83416e+06     131.888         346.798         
0               6.37099e+06     2.7857e+06      -4.08308e+06    4.33611e+06     
4435.21         5970.2          2970.93         0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               
1010            12.6949         -58.4066        41.596          136410          
6301.79         6604.29         58.6635         9.4756          2.85483e+06     
-3.95639e+06    4.30288e+06     3792.04         4425.89         3106.22         
0               6.57656e+06     2.82986e+06     -4.02309e+06    4.36552e+06     
4395.99         6026.81         2909.76         -59.0972        41.7737         
207817          7692.59         60.6556         1.10489         62.0537         
4.75711e+06     -1.80517e+06    3.83416e+06     131.635         346.894         
0               6.37099e+06     2.82986e+06     -4.02309e+06    4.36552e+06     
4395.99         6026.81         2909.76         0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               
1020            11.8023         -57.7763        41.8806         146663          
6382.65         6686.04         59.1599         9.12336         2.89279e+06     
-3.91148e+06    4.33382e+06     3801.21         4556.51         3080.95         
0               6.57795e+06     2.87362e+06     -3.96255e+06    4.39431e+06     
4356.18         6082.55         2848.22         -58.3122        42.0992         
209327          7690.7          61.2366         1.14349         62.7525         
4.75842e+06     -1.8017e+06     3.83416e+06     131.382         346.99          
0               6.37099e+06     2.87362e+06     -3.96255e+06    4.39431e+06     
4356.18         6082.55         2848.22         0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               
1030            11.2143         -57.132         42.1645         156628          
6465.92         6770.21         59.6662         8.71522         2.93084e+06     
-3.86523e+06    4.36448e+06     3807.05         4694.52         3050.19         
0               6.57939e+06     2.91698e+06     -3.90144e+06    4.42248e+06     
4315.8          6137.4          2786.33         -57.5192        42.4186         
210888          7688.76         61.8267         1.18189         63.451          
4.75974e+06     -1.79823e+06    3.83416e+06     131.129         347.085         
0               6.37099e+06     2.91698e+06     -3.90144e+06    4.42248e+06     
4315.8          6137.4          2786.33         0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               
1040            10.811          -56.473         42.4477         166233          
6551.08         6856.28         60.1838         8.2489          2.96892e+06     
-3.81757e+06    4.3948e+06      3808.84         4839.71         3013.05         
0               6.58089e+06     2.95993e+06     -3.8398e+06     4.45003e+06     
4274.84         6191.35         2724.1          -56.7181        42.7317         
212500          7686.75         62.4257         1.22008         64.1492         
4.76105e+06     -1.79476e+06    3.83416e+06     130.876         347.181         
0               6.37099e+06     2.95993e+06     -3.8398e+06     4.45003e+06     
4274.84         6191.35         2724.1          0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               
1050            10.5294         -55.7989        42.7301         175402          
6637.83         6943.92         60.7136         7.72745         3.007e+06       
-3.76842e+06    4.42472e+06     3806.18         4991.53         2969.12         
0               6.58243e+06     3.00247e+06     -3.77762e+06    4.47696e+06     
4233.32         6244.4          2661.53         -55.9091        43.0383         
214162          7684.69         63.0337         1.25808         64.8471         
4.76235e+06     -1.79129e+06    3.83416e+06     130.623         347.276         
0               6.37099e+06     3.00247e+06     -3.77762e+06    4.47696e+06     
4233.32         6244.4          2661.53         0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               
1060            10.3341         -55.1093        43.0114         184062          
6726.33         7033.3          61.2561         7.161           3.04503e+06     
-3.71772e+06    4.45416e+06     3799.23         5149.18         2918.76         
0               6.58404e+06     3.0446e+06      -3.71492e+06    4.50326e+06     
4191.24         6296.54         2598.63         -55.0921        43.3384         
215875          7682.57         63.6507         1.29586         65.5446         
4.76366e+06     -1.78781e+06    3.83416e+06     130.369         347.372         
0               6.37099e+06     3.0446e+06      -3.71492e+06    4.50326e+06     
4191.24         6296.54         2598.63         0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               
1070            10.2038         -54.4034        43.2915         192155          
6817.26         7125.08         61.812          6.56329         3.08297e+06     
-3.66542e+06    4.48308e+06     3788.63         5311.96         2862.89         
0               6.58569e+06     3.0863e+06      -3.65169e+06    4.52893e+06     
4148.61         6347.76         2535.43         -54.2671        43.6318         
217638          7680.39         64.2765         1.33343         66.2418         
4.76496e+06     -1.78434e+06    3.83416e+06     130.116         347.466         
0               6.37099e+06     3.0863e+06      -3.65169e+06    4.52893e+06     
4148.61         6347.76         2535.43         0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               
1080            10.1248         -53.6809        43.5703         199635          
6911.63         7220.24         62.382          5.94809         3.12079e+06     
-3.61146e+06    4.51141e+06     3775.28         5479.47         2802.59         
0               6.5874e+06      3.12757e+06     -3.58796e+06    4.55397e+06     
4105.44         6398.06         2471.92         -53.4342        43.9184         
219450          7678.15         64.9111         1.37078         66.9387         
4.76626e+06     -1.78086e+06    3.83416e+06     129.863         347.561         
0               6.37099e+06     3.12757e+06     -3.58796e+06    4.55397e+06     
4105.44         6398.06         2471.92         0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               
1090            10.0886         -52.9408        43.8477         206473          
7010.54         7319.88         62.9668         5.32743         3.15847e+06     
-3.55581e+06    4.53912e+06     3760.06         5651.63         2738.92         
0               6.58915e+06     3.1684e+06      -3.52374e+06    4.57837e+06     
4061.74         6447.43         2408.12         -52.5935        44.1981         
221312          7675.86         65.5545         1.40791         67.6352         
4.76756e+06     -1.77739e+06    3.83416e+06     129.609         347.656         
0               6.37099e+06     3.1684e+06      -3.52374e+06    4.57837e+06     
4061.74         6447.43         2408.12         0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               
1100            10.0892         -52.1825        44.1234         212650          
7115.07         7425.08         63.5672         4.71107         3.19599e+06     
-3.49842e+06    4.56618e+06     3743.79         5828.57         2672.75         
0               6.59096e+06     3.2088e+06      -3.45902e+06    4.60213e+06     
4017.51         6495.85         2344.04         -51.745         44.4707         
223223          7673.51         66.2065         1.44482         68.3313         
4.76885e+06     -1.77391e+06    3.83416e+06     129.356         347.75          
0               6.37099e+06     3.2088e+06      -3.45902e+06    4.60213e+06     
4017.51         6495.85         2344.04         0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               
1110            10.1224         -51.4049        44.3974         218160          
7226.22         7536.81         64.184          4.10675         3.23335e+06     
-3.43922e+06    4.59257e+06     3727.12         6010.6          2604.75         
0               6.59283e+06     3.24875e+06     -3.39382e+06    4.62525e+06     
3972.77         6543.34         2279.69         -50.8888        44.7361         
225183          7671.11         66.867          1.4815          69.027          
4.77015e+06     -1.77043e+06    3.83416e+06     129.102         347.845         
0               6.37099e+06     3.24875e+06     -3.39382e+06    4.62525e+06     
3972.77         6543.34         2279.69         0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               
1120            10.1856         -50.607         44.6695         223002          
7344.91         7656.02         64.8182         3.52046         3.27054e+06     
-3.37818e+06    4.61827e+06     3710.62         6198.19         2535.43         
0               6.59474e+06     3.28825e+06     -3.32815e+06    4.64772e+06     
3927.51         6589.87         2215.08         -50.025         44.9943         
227190          7668.65         67.536          1.51794         69.7224         
4.77144e+06     -1.76695e+06    3.83416e+06     128.848         347.939         
0               6.37099e+06     3.28825e+06     -3.32815e+06    4.64772e+06     
3927.51         6589.87         2215.08         0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               
1130            10.2769         -49.7877        44.9397         227184          
7472.02         7783.59         65.4707         2.95687         3.30756e+06     
-3.31524e+06    4.64327e+06     3694.74         6391.89         2465.14         
0               6.5967e+06      3.3273e+06      -3.26203e+06    4.66955e+06     
3881.76         6635.46         2150.23         -49.1537        45.2451         
229246          7666.13         68.2132         1.55414         70.4173         
4.77272e+06     -1.76347e+06    3.83416e+06     128.595         348.032         
0               6.37099e+06     3.3273e+06      -3.26203e+06    4.66955e+06     
3881.76         6635.46         2150.23         0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               
1140            10.3953         -48.9454        45.2078         230716          
7608.46         7920.41         66.1425         2.41964         3.34443e+06     
-3.25032e+06    4.66757e+06     3679.85         6592.4          2394.13         
0               6.59871e+06     3.36589e+06     -3.19545e+06    4.69073e+06     
3835.51         6680.08         2085.14         -48.275         45.4883         
231349          7663.57         68.8986         1.5901          71.1119         
4.77401e+06     -1.75999e+06    3.83416e+06     128.341         348.126         
0               6.37099e+06     3.36589e+06     -3.19545e+06    4.69073e+06     
3835.51         6680.08         2085.14         0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               
1150            10.5404         -48.0789        45.4736         233615          
7755.19         8067.46         66.8347         1.91216         3.38116e+06     
-3.18337e+06    4.69115e+06     3666.34         6800.55         2322.61         
0               6.60078e+06     3.40401e+06     -3.12843e+06    4.71125e+06     
3788.78         6723.73         2019.82         -47.3891        45.7239         
233500          7660.94         69.592          1.62582         71.806          
4.77529e+06     -1.75651e+06    3.83416e+06     128.087         348.22          
0               6.37099e+06     3.40401e+06     -3.12843e+06    4.71125e+06     
3788.78         6723.73         2019.82         0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               
1160            10.5255         -47.1924        45.7338         236054          
7777.31         8090.52         67.8634         1.72018         3.41772e+06     
-3.11489e+06    4.71388e+06     3647.69         6874.51         2211.81         
2               6.60289e+06     3.44166e+06     -3.06098e+06    4.73112e+06     
3741.57         6766.41         1954.28         -46.4961        45.9518         
235697          7658.27         70.2932         1.66129         72.4996         
4.77657e+06     -1.75303e+06    3.83416e+06     127.833         348.313         
0               6.37099e+06     3.44166e+06     -3.06098e+06    4.73112e+06     
3741.57         6766.41         1954.28         0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               
1170            10.4875         -46.2946        45.9814         238297          
7778.96         8093.35         69.0484         1.58283         3.45414e+06     
-3.0459e+06     4.73537e+06     3637.33         6922.28         2086.69         
2               6.60505e+06     3.47884e+06     -2.9931e+06     4.75034e+06     
3693.9          6808.12         1888.55         -45.5962        46.1718         
237941          7655.54         71.0021         1.69651         73.1929         
4.77785e+06     -1.74955e+06    3.83416e+06     127.579         348.406         
0               6.37099e+06     3.47884e+06     -2.9931e+06     4.75034e+06     
3693.9          6808.12         1888.55         0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               
1180            10.4497         -45.3857        46.2158         240396          
7778.15         8093.72         70.2791         1.52411         3.49049e+06     
-2.97648e+06    4.75562e+06     3633.89         6960.08         1964.82         
2               6.60726e+06     3.51554e+06     -2.92482e+06    4.76889e+06     
3645.76         6848.85         1822.62         -44.6895        46.3838         
240231          7652.76         71.7185         1.73147         73.8856         
4.77912e+06     -1.74606e+06    3.83416e+06     127.325         348.499         
0               6.37099e+06     3.51554e+06     -2.92482e+06    4.76889e+06     
3645.76         6848.85         1822.62         0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               
1190            10.414          -44.4663        46.4362         242438          
7777.44         8094.14         71.5369         1.48371         3.52682e+06     
-2.90671e+06    4.77466e+06     3632.54         6994.56         1842.8          
2               6.60952e+06     3.55175e+06     -2.85613e+06    4.78679e+06     
3597.18         6888.59         1756.5          -43.7763        46.5877         
242566          7649.93         72.4421         1.76617         74.5779         
4.78039e+06     -1.74258e+06    3.83416e+06     127.071         348.592         
0               6.37099e+06     3.55175e+06     -2.85613e+06    4.78679e+06     
3597.18         6888.59         1756.5          0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               
1200            10.3794         -43.5368        46.6424         244452          
7776.52         8094.31         72.8229         1.4917          3.56316e+06     
-2.83661e+06    4.79249e+06     3635.47         7023.61         1723.4          
2               6.61183e+06     3.58748e+06     -2.78705e+06    4.80402e+06     
3548.15         6927.34         1690.22         -42.8567        46.7835         
244947          7647.05         73.1728         1.8006          75.2698         
4.78166e+06     -1.73909e+06    3.83416e+06     126.816         348.684         
0               6.37099e+06     3.58748e+06     -2.78705e+06    4.80402e+06     
3548.15         6927.34         1690.22         0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               
1210            10.3462         -42.5977        46.8339         246489          
7776.3          8095.12         74.1318         1.5097          3.59953e+06     
-2.76624e+06    4.80913e+06     3639.93         7050.58         1603.52         
2               6.61419e+06     3.62272e+06     -2.71759e+06    4.82059e+06     
3498.7          6965.1          1623.77         -41.9309        46.971          
247372          7644.12         73.9103         1.83477         75.9611         
4.78293e+06     -1.7356e+06     3.83416e+06     126.562         348.777         
0               6.37099e+06     3.62272e+06     -2.71759e+06    4.82059e+06     
3498.7          6965.1          1623.77         0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               
1220            10.3072         -41.6498        47.0104         248596          
7771.95         8091.74         75.4611         1.61135         3.63597e+06     
-2.69564e+06    4.82459e+06     3648.95         7066.98         1489.69         
2               6.61659e+06     3.65745e+06     -2.64775e+06    4.8365e+06      
3448.81         7001.87         1557.18         -40.9993        47.1501         
249842          7641.14         74.6543         1.86868         76.652          
4.78419e+06     -1.73211e+06    3.83416e+06     126.308         348.869         
0               6.37099e+06     3.65745e+06     -2.64775e+06    4.8365e+06      
3448.81         7001.87         1557.18         0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               
1230            10.2661         -40.6941        47.1714         250864          
7767.16         8087.86         76.8113         1.73458         3.67252e+06     
-2.62491e+06    4.83892e+06     3659.9          7079.8          1376.59         
2               6.61904e+06     3.69169e+06     -2.57755e+06    4.85174e+06     
3398.52         7037.63         1490.45         -40.0619        47.3208         
252356          7638.11         75.4046         1.9023          77.3423         
4.78546e+06     -1.72862e+06    3.83416e+06     126.053         348.961         
0               6.37099e+06     3.69169e+06     -2.57755e+06    4.85174e+06     
3398.52         7037.63         1490.45         0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               
1240            10.221          -39.7329        47.3195         253380          
7761.31         8081.96         77.4321         1.95656         3.70896e+06     
-2.55406e+06    4.85238e+06     3606.13         7107.81         1339.01         
2               6.62154e+06     3.72542e+06     -2.507e+06      4.86631e+06     
3347.81         7072.39         1423.59         -39.1192        47.483          
254914          7635.03         76.1609         1.93565         78.0322         
4.78671e+06     -1.72513e+06    3.83416e+06     125.799         349.053         
0               6.37099e+06     3.72542e+06     -2.507e+06      4.86631e+06     
3347.81         7072.39         1423.59         0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               
1250            10.1629         -38.769         47.4644         256143          
7747.34         8067.4          77.5915         2.12746         3.74449e+06     
-2.4828e+06     4.86576e+06     3499.82         7144.77         1336.6          
2               6.62408e+06     3.75865e+06     -2.43611e+06    4.88021e+06     
3296.71         7106.14         1356.61         -38.1713        47.6365         
257515          7631.91         76.923          1.96873         78.7215         
4.78797e+06     -1.72164e+06    3.83416e+06     125.544         349.144         
0               6.37099e+06     3.75865e+06     -2.43611e+06    4.88021e+06     
3296.71         7106.14         1356.61         0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               
1260            10.1061         -37.8043        47.6073         259065          
7734.93         8054.41         77.7254         2.17416         3.77891e+06     
-2.41113e+06    4.87908e+06     3382            7188.95         1324.6          
2               6.62667e+06     3.79136e+06     -2.36488e+06    4.89344e+06     
3245.22         7138.89         1289.53         -37.2185        47.7813         
260158          7628.73         77.6905         2.00152         79.4103         
4.78923e+06     -1.71815e+06    3.83416e+06     125.29          349.236         
0               6.37099e+06     3.79136e+06     -2.36488e+06    4.89344e+06     
3245.22         7138.89         1289.53         0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               
1270            10.052          -36.8383        47.7485         262006          
7723.65         8042.55         77.8422         2.18713         3.81212e+06     
-2.33902e+06    4.89225e+06     3259.81         7234.45         1311.11         
2               6.62931e+06     3.82355e+06     -2.29333e+06    4.906e+06       
3193.35         7170.62         1222.35         -36.2611        47.9173         
262844          7625.51         78.4631         2.03402         80.0985         
4.79048e+06     -1.71466e+06    3.83416e+06     125.035         349.327         
0               6.37099e+06     3.82355e+06     -2.29333e+06    4.906e+06       
3193.35         7170.62         1222.35         0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               
1280            10.0022         -35.8711        47.8881         264916          
7714.21         8032.53         77.952          2.11864         3.84408e+06     
-2.26643e+06    4.90527e+06     3130.76         7283.83         1290.59         
2               6.63199e+06     3.85522e+06     -2.22147e+06    4.91788e+06     
3141.11         7201.34         1155.09         -35.2995        48.0445         
265571          7622.25         79.2405         2.06623         80.7862         
4.79173e+06     -1.71117e+06    3.83416e+06     124.78          349.418         
0               6.37099e+06     3.85522e+06     -2.22147e+06    4.91788e+06     
3141.11         7201.34         1155.09         0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               
1290            9.95699         -34.9023        48.0264         267706          
7705.93         8023.66         78.0476         2.02823         3.87473e+06     
-2.19334e+06    4.91807e+06     2998.23         7333.38         1269.41         
2               6.63471e+06     3.88637e+06     -2.14931e+06    4.9291e+06      
3088.5          7231.04         1087.75         -34.334         48.1629         
268340          7618.94         80.0224         2.09816         81.4734         
4.79297e+06     -1.70767e+06    3.83416e+06     124.525         349.509         
0               6.37099e+06     3.88637e+06     -2.14931e+06    4.9291e+06      
3088.5          7231.04         1087.75         0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               
1300            9.92047         -33.9304        48.1589         270435          
7703.02         8021.25         79.1497         2.01625         3.90449e+06     
-2.11987e+06    4.93035e+06     2972.16         7358.06         1168.59         
2               6.63748e+06     3.91699e+06     -2.07686e+06    4.93964e+06     
3035.55         7259.72         1020.35         -33.3648        48.2722         
271150          7615.58         80.8084         2.12979         82.1599         
4.79422e+06     -1.70417e+06    3.83416e+06     124.27          349.6           
0               6.37099e+06     3.91699e+06     -2.07686e+06    4.93964e+06     
3035.55         7259.72         1020.35         0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               
1310            9.88827         -32.9523        48.2765         273126          
7702.33         8021.04         80.2699         2.01286         3.93417e+06     
-2.04617e+06    4.94145e+06     2948.26         7382.73         1067.75         
2               6.6403e+06      3.94708e+06     -2.00412e+06    4.94951e+06     
2982.25         7287.38         952.894         -32.3923        48.3725         
274001          7612.18         81.5981         2.16112         82.8459         
4.79546e+06     -1.70068e+06    3.83416e+06     124.015         349.69          
0               6.37099e+06     3.94708e+06     -2.00412e+06    4.94951e+06     
2982.25         7287.38         952.894         0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               
1320            9.8606          -31.9691        48.3805         275864          
7704.89         8024.33         81.7541         2.0757          3.96371e+06     
-1.97227e+06    4.95151e+06     2965.3          7396.57         942.099         
2               6.64315e+06     3.97663e+06     -1.93111e+06    4.9587e+06      
2928.62         7314.02         885.399         -31.4169        48.4638         
276892          7608.73         82.3913         2.19215         83.5314         
4.7967e+06      -1.69718e+06    3.83416e+06     123.76          349.781         
0               6.37099e+06     3.97663e+06     -1.93111e+06    4.9587e+06      
2928.62         7314.02         885.399         0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               
1330            9.83052         -30.9805        48.4675         278707          
7705.75         8025.64         82.9809         2.14422         3.99341e+06     
-1.89823e+06    4.96034e+06     2955.93         7414.05         839.736         
2               6.64605e+06     4.00565e+06     -1.85784e+06    4.96721e+06     
2874.66         7339.63         817.873         -30.439         48.546          
279822          7605.25         83.1875         2.22288         84.2162         
4.79793e+06     -1.69368e+06    3.83416e+06     123.505         349.871         
0               6.37099e+06     4.00565e+06     -1.85784e+06    4.96721e+06     
2874.66         7339.63         817.873         0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               
1340            9.7933          -29.9889        48.5426         281661          
7701.16         8021.29         83.9355         2.22957         4.02283e+06     
-1.82402e+06    4.96832e+06     2918.75         7432.37         762.789         
2               6.649e+06       4.03413e+06     -1.78432e+06    4.97505e+06     
2820.38         7364.22         750.325         -29.4588        48.6191         
282792          7601.72         83.9863         2.2533          84.9004         
4.79917e+06     -1.69018e+06    3.83416e+06     123.25          349.961         
0               6.37099e+06     4.03413e+06     -1.78432e+06    4.97505e+06     
2820.38         7364.22         750.325         0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               
1350            9.75773         -28.9954        48.6079         284688          
7697.65         8017.93         84.7411         2.27664         4.05175e+06     
-1.74957e+06    4.97562e+06     2863.97         7456.61         695.536         
2               6.65198e+06     4.06206e+06     -1.71056e+06    4.98222e+06     
2765.8          7387.78         682.767         -28.4767        48.6831         
285800          7598.14         84.7874         2.28342         85.584          
4.8004e+06      -1.68668e+06    3.83416e+06     122.995         350.051         
0               6.37099e+06     4.06206e+06     -1.71056e+06    4.98222e+06     
2765.8          7387.78         682.767         0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               
1360            9.70975         -28.001         48.6653         287799          
7684.15         8004.42         85.2161         2.36431         4.08e+06        
-1.6749e+06     4.98236e+06     2776.55         7478.28         660.911         
2               6.65501e+06     4.08944e+06     -1.63657e+06    4.98871e+06     
2710.92         7410.32         615.209         -27.4932        48.7378         
288846          7594.53         85.5903         2.31322         86.267          
4.80163e+06     -1.68318e+06    3.83416e+06     122.74          350.14          
0               6.37099e+06     4.08944e+06     -1.63657e+06    4.98871e+06     
2710.92         7410.32         615.209         0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               
1370            9.67441         -27.0065        48.7157         290998          
7680.43         8000.86         86.0239         2.40904         4.10748e+06     
-1.6e+06        4.98863e+06     2721.16         7500.44         593.663         
2               6.65807e+06     4.11627e+06     -1.56236e+06    4.99452e+06     
2655.75         7431.83         547.661         -26.5085        48.7834         
291930          7590.88         86.3947         2.34272         86.9494         
4.80285e+06     -1.67968e+06    3.83416e+06     122.484         350.23          
0               6.37099e+06     4.11627e+06     -1.56236e+06    4.99452e+06     
2655.75         7431.83         547.661         0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               
1380            9.62526         -26.0125        48.7586         294225          
7665.05         7985.57         86.6211         2.42413         4.13421e+06     
-1.52492e+06    4.99435e+06     2638.9          7517.47         541.34          
2               6.66118e+06     4.14255e+06     -1.48794e+06    4.99966e+06     
2600.3          7452.31         480.134         -25.5232        48.8198         
295052          7587.18         87.2002         2.37189         87.6311         
4.80408e+06     -1.67618e+06    3.83416e+06     122.229         350.319         
0               6.37099e+06     4.14255e+06     -1.48794e+06    4.99966e+06     
2600.3          7452.31         480.134         0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               
1390            9.59138         -25.0182        48.7928         297495          
7661.25         7981.91         87.4298         2.4662          4.16032e+06     
-1.44965e+06    4.99943e+06     2582.96         7537.54         474.132         
2               6.66433e+06     4.16828e+06     -1.41332e+06    5.00413e+06     
2544.58         7471.76         412.637         -24.5375        48.847          
298210          7583.45         88.0064         2.40075         88.3122         
4.8053e+06      -1.67267e+06    3.83416e+06     121.973         350.408         
0               6.37099e+06     4.16828e+06     -1.41332e+06    5.00413e+06     
2544.58         7471.76         412.637         0               0               
